"","STATE","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","ALLCOUNTIES","VARIABLE NAME","MM.LRA1"
"2424","South Carolina","G4200290","48","45","30","Aiken",NA,"1"
"2425","South Carolina","G4200310","48","45","50","Allendale",NA,"1"
"2426","South Carolina","G4200330","48","45","70","Anderson",NA,"1"
"2427","South Carolina","G4200350","48","45","90","Bamberg",NA,"1"
"2428","South Carolina","G4200370","48","45","110","Barnwell",NA,"1"
"2429","South Carolina","G4200390","48","45","130","Beaufort",NA,"1"
"2430","South Carolina","G4200410","48","45","150","Berkeley",NA,"1"
"2431","South Carolina","G4200430","48","45","170","Calhoun",NA,"1"
"2432","South Carolina","G4200450","48","45","190","Charleston",NA,"0"
"2433","South Carolina","G4200470","48","45","210","Cherokee",NA,"1"
"2434","South Carolina","G4200490","48","45","230","Chester",NA,"1"
"2435","South Carolina","G4200510","48","45","250","Chesterfield",NA,"1"
"2436","South Carolina","G4200530","48","45","270","Clarendon",NA,"1"
"2437","South Carolina","G4200550","48","45","290","Colleton",NA,"1"
"2438","South Carolina","G4200570","48","45","310","Darlington",NA,"1"
"2439","South Carolina","G4200590","48","45","330","Dillon",NA,"1"
"2440","South Carolina","G4200610","48","45","350","Dorchester",NA,"1"
"2441","South Carolina","G4200630","48","45","370","Edgefield",NA,"1"
"2442","South Carolina","G4200650","48","45","390","Fairfield",NA,"1"
"2443","South Carolina","G4200670","48","45","410","Florence",NA,"1"
"2444","South Carolina","G4200690","48","45","430","Georgetown",NA,"0"
"2445","South Carolina","G4200710","48","45","450","Greenville",NA,"1"
"2446","South Carolina","G4200730","48","45","470","Greenwood",NA,"1"
"2447","South Carolina","G4200750","48","45","490","Hampton",NA,"1"
"2448","South Carolina","G4200770","48","45","510","Horry",NA,"1"
"2449","South Carolina","G4200790","48","45","530","Jasper",NA,"1"
"2450","South Carolina","G4200810","48","45","550","Kershaw",NA,"1"
"2451","South Carolina","G4200830","48","45","570","Lancaster",NA,"1"
"2452","South Carolina","G4200850","48","45","590","Laurens",NA,"1"
"2453","South Carolina","G4200870","48","45","610","Lee",NA,"1"
"2454","South Carolina","G4200890","48","45","630","Lexington",NA,"1"
"2455","South Carolina","G4200930","48","45","670","Marion",NA,"1"
"2456","South Carolina","G4200950","48","45","690","Marlboro",NA,"1"
"2457","South Carolina","G4200910","48","45","650","McCormick",NA,"1"
"2458","South Carolina","G4200970","48","45","710","Newberry",NA,"1"
"2459","South Carolina","G4200990","48","45","730","Oconee",NA,"1"
"2460","South Carolina","G4201010","48","45","750","Orangeburg",NA,"0"
"2461","South Carolina","G4201030","48","45","770","Pickens",NA,"1"
"2462","South Carolina","G4201050","48","45","790","Richland",NA,"0"
"2463","South Carolina","G4201070","48","45","810","Saluda",NA,"1"
"2464","South Carolina","G4201090","48","45","830","Spartanburg",NA,"1"
"2465","South Carolina","G4201110","48","45","850","Sumter",NA,"1"
"2466","South Carolina","G4201130","48","45","870","Union",NA,"1"
"2467","South Carolina","G4201150","48","45","890","Williamsburg",NA,"1"
"2468","South Carolina","G4201170","48","45","910","York",NA,"0"
"2469","South Dakota","G4201190","37","46","10","Armstrong",NA,"1"
"2470","South Dakota","G4201210","37","46","30","Aurora",NA,"1"
"2471","South Dakota","G4201230","37","46","50","Beadle",NA,"1"
"2472","South Dakota","G4201250","37","46","70","Bennett",NA,"1"
"2473","South Dakota","G4201270","37","46","90","Bon Homme",NA,"1"
"2474","South Dakota","G4201290","37","46","110","Brookings",NA,"1"
"2475","South Dakota","G4201310","37","46","130","Brown",NA,"1"
"2476","South Dakota","G4201330","37","46","150","Brule",NA,"1"
"2477","South Dakota","G4400010","37","46","170","Buffalo",NA,"1"
"2478","South Dakota","G4400030","37","46","190","Butte",NA,"1"
"2479","South Dakota","G4400050","37","46","210","Campbell",NA,"1"
"2480","South Dakota","G4400070","37","46","230","Charles Mix",NA,"1"
"2481","South Dakota","G4400090","37","46","250","Clark",NA,"1"
"2482","South Dakota","G4500010","37","46","270","Clay",NA,"1"
"2483","South Dakota","G4500030","37","46","290","Codington",NA,"1"
"2484","South Dakota","G4500050","37","46","310","Corson",NA,"1"
"2485","South Dakota","G4500070","37","46","330","Custer",NA,"1"
"2486","South Dakota","G4500090","37","46","350","Davison",NA,"1"
"2487","South Dakota","G4500110","37","46","370","Day",NA,"1"
"2488","South Dakota","G4500130","37","46","390","Deuel",NA,"1"
"2489","South Dakota","G4500150","37","46","410","Dewey",NA,"1"
"2490","South Dakota","G4500170","37","46","430","Douglas",NA,"1"
"2491","South Dakota","G4500190","37","46","450","Edmunds",NA,"1"
"2492","South Dakota","G4500210","37","46","470","Fall River",NA,"1"
"2493","South Dakota","G4500230","37","46","490","Faulk",NA,"1"
"2494","South Dakota","G4500250","37","46","510","Grant",NA,"1"
"2495","South Dakota","G4500270","37","46","530","Gregory",NA,"1"
"2496","South Dakota","G4500290","37","46","550","Haakon",NA,"1"
"2497","South Dakota","G4500310","37","46","570","Hamlin",NA,"1"
"2498","South Dakota","G4500330","37","46","590","Hand",NA,"1"
"2499","South Dakota","G4500350","37","46","610","Hanson",NA,"1"
"2500","South Dakota","G4500370","37","46","630","Harding",NA,"1"
"2501","South Dakota","G4500390","37","46","650","Hughes",NA,"1"
"2502","South Dakota","G4500410","37","46","670","Hutchinson",NA,"1"
"2503","South Dakota","G4500430","37","46","690","Hyde",NA,"1"
"2504","South Dakota","G4500450","37","46","710","Jackson",NA,"1"
"2505","South Dakota","G4500470","37","46","730","Jerauld",NA,"1"
"2506","South Dakota","G4500490","37","46","750","Jones",NA,"1"
"2507","South Dakota","G4500510","37","46","770","Kingsbury",NA,"1"
"2508","South Dakota","G4500530","37","46","790","Lake",NA,"1"
"2509","South Dakota","G4500550","37","46","810","Lawrence",NA,"1"
"2510","South Dakota","G4500570","37","46","830","Lincoln",NA,"1"
"2511","South Dakota","G4500590","37","46","850","Lyman",NA,"1"
"2512","South Dakota","G4500650","37","46","910","Marshall",NA,"1"
"2513","South Dakota","G4500610","37","46","870","McCook",NA,"1"
"2514","South Dakota","G4500630","37","46","890","McPherson",NA,"1"
"2515","South Dakota","G4500670","37","46","930","Meade",NA,"1"
"2516","South Dakota","G4500690","37","46","950","Mellette",NA,"1"
"2517","South Dakota","G4500710","37","46","970","Miner",NA,"1"
"2518","South Dakota","G4500730","37","46","990","Minnehaha",NA,"1"
"2519","South Dakota","G4500750","37","46","1010","Moody",NA,"1"
"2520","South Dakota","G4500770",NA,"46","1020","Oglala Lakota County",NA,"1"
"2521","South Dakota","G4500790","37","46","1030","Pennington",NA,"1"
"2522","South Dakota","G4500810","37","46","1050","Perkins",NA,"1"
"2523","South Dakota","G4500830","37","46","1070","Potter",NA,"1"
"2524","South Dakota","G4500850","37","46","1090","Roberts",NA,"1"
"2525","South Dakota","G4500870","37","46","1110","Sanborn",NA,"1"
"2526","South Dakota","G4500890","37","46","1130","Shannon",NA,"1"
"2527","South Dakota","G4500910","37","46","1150","Spink",NA,"1"
"2528","South Dakota","G4600010","37","46","1170","Stanley",NA,"1"
"2529","South Dakota","G4600030","37","46","1190","Sully",NA,"1"
"2530","South Dakota","G4600050","37","46","1210","Todd",NA,"1"
"2531","South Dakota","G4600070","37","46","1230","Tripp",NA,"1"
"2532","South Dakota","G4600090","37","46","1250","Turner",NA,"1"
"2533","South Dakota","G4600110","37","46","1270","Union",NA,"1"
"2534","South Dakota","G4600130","37","46","1290","Walworth",NA,"1"
"2535","South Dakota","G4600150","37","46","1310","Washabaugh",NA,"1"
"2536","South Dakota","G4600170","37","46","1330","Washington",NA,"1"
"2537","South Dakota","G4600190","37","46","1350","Yankton",NA,"1"
"2538","South Dakota","G4600210","37","46","1370","Ziebach",NA,"1"
"2539","Tennessee","G4600230","54","47","10","Anderson",NA,"1"
"2540","Tennessee","G4600250","54","47","30","Bedford",NA,"1"
"2541","Tennessee","G4600270","54","47","50","Benton",NA,"1"
"2542","Tennessee","G4600290","54","47","70","Bledsoe",NA,"1"
"2543","Tennessee","G4600310","54","47","90","Blount",NA,"0"
"2544","Tennessee","G4600330","54","47","110","Bradley",NA,"1"
"2545","Tennessee","G4600350","54","47","130","Campbell",NA,"1"
"2546","Tennessee","G4600370","54","47","150","Cannon",NA,"1"
"2547","Tennessee","G4600390","54","47","170","Carroll",NA,"1"
"2548","Tennessee","G4600410","54","47","190","Carter",NA,"1"
"2549","Tennessee","G4600430","54","47","210","Cheatham",NA,"1"
"2550","Tennessee","G4600450","54","47","230","Chester",NA,"1"
"2551","Tennessee","G4600470","54","47","250","Claiborne",NA,"1"
"2552","Tennessee","G4600490","54","47","270","Clay",NA,"1"
"2553","Tennessee","G4600510","54","47","290","Cocke",NA,"1"
"2554","Tennessee","G4600530","54","47","310","Coffee",NA,"1"
"2555","Tennessee","G4600550","54","47","330","Crockett",NA,"1"
"2556","Tennessee","G4600570","54","47","350","Cumberland",NA,"1"
"2557","Tennessee","G4600590","54","47","370","Davidson",NA,"0"
"2558","Tennessee","G4600610","54","47","390","Decatur",NA,"1"
"2559","Tennessee","G4600630","54","47","410","DeKalb",NA,"1"
"2560","Tennessee","G4600650","54","47","430","Dickson",NA,"1"
"2561","Tennessee","G4600670","54","47","450","Dyer",NA,"1"
"2562","Tennessee","G4600690","54","47","470","Fayette",NA,"1"
"2563","Tennessee","G4600710","54","47","490","Fentress",NA,"1"
"2564","Tennessee","G4600730","54","47","510","Franklin",NA,"1"
"2565","Tennessee","G4600750","54","47","530","Gibson",NA,"1"
"2566","Tennessee","G4600770","54","47","550","Giles",NA,"1"
"2567","Tennessee","G4600790","54","47","570","Grainger",NA,"1"
"2568","Tennessee","G4600810","54","47","590","Greene",NA,"1"
"2569","Tennessee","G4600830","54","47","610","Grundy",NA,"1"
"2570","Tennessee","G4600850","54","47","630","Hamblen",NA,"1"
"2571","Tennessee","G4600870","54","47","650","Hamilton",NA,"0"
"2572","Tennessee","G4600890","54","47","670","Hancock",NA,"1"
"2573","Tennessee","G4600910","54","47","690","Hardeman",NA,"1"
"2574","Tennessee","G4600930","54","47","710","Hardin",NA,"1"
"2575","Tennessee","G4600950","54","47","730","Hawkins",NA,"1"
"2576","Tennessee","G4600970","54","47","750","Haywood",NA,"1"
"2577","Tennessee","G4600990","54","47","770","Henderson",NA,"1"
"2578","Tennessee","G4601010","54","47","790","Henry",NA,"1"
"2579","Tennessee","G4601020","54","47","810","Hickman",NA,"1"
"2580","Tennessee","G4601030","54","47","830","Houston",NA,"1"
"2581","Tennessee","G4601050","54","47","850","Humphreys",NA,"1"
"2582","Tennessee","G4601070","54","47","870","Jackson",NA,"1"
"2583","Tennessee","G4601090","54","47","890","Jefferson",NA,"1"
"2584","Tennessee","G4601110","54","47","910","Johnson",NA,"1"
"2585","Tennessee","G4601130","54","47","930","Knox",NA,"0"
"2586","Tennessee","G4601150","54","47","950","Lake",NA,"1"
"2587","Tennessee","G4601170","54","47","970","Lauderdale",NA,"1"
"2588","Tennessee","G4601190","54","47","990","Lawrence",NA,"1"
"2589","Tennessee","G4601210","54","47","1010","Lewis",NA,"1"
"2590","Tennessee","G4601230","54","47","1030","Lincoln",NA,"1"
"2591","Tennessee","G4601250","54","47","1050","Loudon",NA,"1"
"2592","Tennessee","G4601310","54","47","1110","Macon",NA,"1"
"2593","Tennessee","G4601330","54","47","1130","Madison",NA,"0"
"2594","Tennessee","G4601350","54","47","1150","Marion",NA,"1"
"2595","Tennessee","G4601370","54","47","1170","Marshall",NA,"1"
"2596","Tennessee","G4700010","54","47","1190","Maury",NA,"1"
"2597","Tennessee","G4601270","54","47","1070","McMinn",NA,"1"
"2598","Tennessee","G4601290","54","47","1090","McNairy",NA,"1"
"2599","Tennessee","G4700030","54","47","1210","Meigs",NA,"1"
"2600","Tennessee","G4700050","54","47","1230","Monroe",NA,"1"
"2601","Tennessee","G4700070","54","47","1250","Montgomery",NA,"1"
"2602","Tennessee","G4700090","54","47","1270","Moore",NA,"1"
"2603","Tennessee","G4700110","54","47","1290","Morgan",NA,"1"
"2604","Tennessee","G4700130","54","47","1310","Obion",NA,"1"
"2605","Tennessee","G4700150","54","47","1330","Overton",NA,"1"
"2606","Tennessee","G4700170","54","47","1350","Perry",NA,"1"
"2607","Tennessee","G4700190","54","47","1370","Pickett",NA,"1"
"2608","Tennessee","G4700210","54","47","1390","Polk",NA,"1"
"2609","Tennessee","G4700230","54","47","1410","Putnam",NA,"1"
"2610","Tennessee","G4700250","54","47","1430","Rhea",NA,"1"
"2611","Tennessee","G4700270","54","47","1450","Roane",NA,"1"
"2612","Tennessee","G4700290","54","47","1470","Robertson",NA,"1"
"2613","Tennessee","G4700310","54","47","1490","Rutherford",NA,"1"
"2614","Tennessee","G4700330","54","47","1510","Scott",NA,"1"
"2615","Tennessee","G4700350","54","47","1530","Sequatchie",NA,"1"
"2616","Tennessee","G4700370","54","47","1550","Sevier",NA,"1"
"2617","Tennessee","G4700390","54","47","1570","Shelby",NA,"1"
"2618","Tennessee","G4700410","54","47","1590","Smith",NA,"1"
"2619","Tennessee","G4700430","54","47","1610","Stewart",NA,"1"
"2620","Tennessee","G4700450","54","47","1630","Sullivan",NA,"1"
"2621","Tennessee","G4700470","54","47","1650","Sumner",NA,"1"
"2622","Tennessee","G4700490","54","47","1670","Tipton",NA,"1"
"2623","Tennessee","G4700510","54","47","1690","Trousdale",NA,"1"
"2624","Tennessee","G4700530","54","47","1710","Unicoi",NA,"1"
"2625","Tennessee","G4700550","54","47","1730","Union",NA,"1"
"2626","Tennessee","G4700570","54","47","1750","Van Buren",NA,"1"
"2627","Tennessee","G4700590","54","47","1770","Warren",NA,"1"
"2628","Tennessee","G4700610","54","47","1790","Washington",NA,"1"
"2629","Tennessee","G4700630","54","47","1810","Wayne",NA,"1"
"2630","Tennessee","G4700650","54","47","1830","Weakley",NA,"1"
"2631","Tennessee","G4700670","54","47","1850","White",NA,"1"
"2632","Tennessee","G4700690","54","47","1870","Williamson",NA,"1"
"2633","Tennessee","G4700710","54","47","1890","Wilson",NA,"1"
"2634","Texas","G4700730","49","48","10","Anderson",NA,"1"
"2635","Texas","G4700750","49","48","30","Andrews",NA,"1"
"2636","Texas","G4700770","49","48","50","Angelina",NA,"1"
"2637","Texas","G4700790","49","48","70","Aransas",NA,"1"
"2638","Texas","G4700810","49","48","90","Archer",NA,"1"
"2639","Texas","G4700830","49","48","110","Armstrong",NA,"1"
"2640","Texas","G4700850","49","48","130","Atascosa",NA,"1"
"2641","Texas","G4700870","49","48","150","Austin",NA,"1"
"2642","Texas","G4700890","49","48","170","Bailey",NA,"1"
"2643","Texas","G4700910","49","48","190","Bandera",NA,"1"
"2644","Texas","G4700930","49","48","210","Bastrop",NA,"1"
"2645","Texas","G4700950","49","48","230","Baylor",NA,"1"
"2646","Texas","G4700970","49","48","250","Bee",NA,"1"
"2647","Texas","G4700990","49","48","270","Bell",NA,"1"
"2648","Texas","G4701010","49","48","290","Bexar",NA,"0"
"2649","Texas","G4701030","49","48","310","Blanco",NA,"1"
"2650","Texas","G4701050","49","48","330","Borden",NA,"1"
"2651","Texas","G4701070","49","48","350","Bosque",NA,"1"
"2652","Texas","G4701090","49","48","370","Bowie",NA,"1"
"2653","Texas","G4701110","49","48","390","Brazoria",NA,"1"
"2654","Texas","G4701130","49","48","410","Brazos",NA,"1"
"2655","Texas","G4701150","49","48","430","Brewster",NA,"1"
"2656","Texas","G4701170","49","48","450","Briscoe",NA,"1"
"2657","Texas","G4701190","49","48","470","Brooks",NA,"1"
"2658","Texas","G4701210","49","48","490","Brown",NA,"1"
"2659","Texas","G4701230","49","48","510","Burleson",NA,"1"
"2660","Texas","G4701250","49","48","530","Burnet",NA,"1"
"2661","Texas","G4701270","49","48","550","Caldwell",NA,"1"
"2662","Texas","G4701290","49","48","570","Calhoun",NA,"1"
"2663","Texas","G4701310","49","48","590","Callahan",NA,"1"
"2664","Texas","G4701330","49","48","610","Cameron",NA,"1"
"2665","Texas","G4701350","49","48","630","Camp",NA,"1"
"2666","Texas","G4701370","49","48","650","Carson",NA,"1"
"2667","Texas","G4701390","49","48","670","Cass",NA,"1"
"2668","Texas","G4701410","49","48","690","Castro",NA,"1"
"2669","Texas","G4701430","49","48","710","Chambers",NA,"1"
"2670","Texas","G4701450","49","48","730","Cherokee",NA,"1"
"2671","Texas","G4701470","49","48","750","Childress",NA,"1"
"2672","Texas","G4701490","49","48","770","Clay",NA,"1"
"2673","Texas","G4701510","49","48","790","Cochran",NA,"1"
"2674","Texas","G4701530","49","48","810","Coke",NA,"1"
"2675","Texas","G4701550","49","48","830","Coleman",NA,"1"
"2676","Texas","G4701570","49","48","850","Collin",NA,"1"
"2677","Texas","G4701590","49","48","870","Collingsworth",NA,"1"
"2678","Texas","G4701610","49","48","890","Colorado",NA,"1"
"2679","Texas","G4701630","49","48","910","Comal",NA,"1"
"2680","Texas","G4701650","49","48","930","Comanche",NA,"1"
"2681","Texas","G4701670","49","48","950","Concho",NA,"1"
"2682","Texas","G4701690","49","48","970","Cooke",NA,"1"
"2683","Texas","G4701710","49","48","990","Coryell",NA,"1"
"2684","Texas","G4701730","49","48","1010","Cottle",NA,"1"
"2685","Texas","G4701750","49","48","1030","Crane",NA,"1"
"2686","Texas","G4701770","49","48","1050","Crockett",NA,"1"
"2687","Texas","G4701790","49","48","1070","Crosby",NA,"1"
"2688","Texas","G4701810","49","48","1090","Culberson",NA,"1"
"2689","Texas","G4701830","49","48","1110","Dallam",NA,"1"
"2690","Texas","G4701850","49","48","1130","Dallas",NA,"0"
"2691","Texas","G4701870","49","48","1150","Dawson",NA,"1"
"2692","Texas","G4701890","49","48","1170","Deaf Smith",NA,"1"
"2693","Texas","G4800010","49","48","1190","Delta",NA,"1"
"2694","Texas","G4800030","49","48","1210","Denton",NA,"1"
"2695","Texas","G4800050","49","48","1230","DeWitt",NA,"1"
"2696","Texas","G4800070","49","48","1250","Dickens",NA,"1"
"2697","Texas","G4800090","49","48","1270","Dimmit",NA,"1"
"2698","Texas","G4800110","49","48","1290","Donley",NA,"1"
"2699","Texas","G4800130","49","48","1310","Duval",NA,"1"
"2700","Texas","G4800150","49","48","1330","Eastland",NA,"1"
"2701","Texas","G4800170","49","48","1350","Ector",NA,"1"
"2702","Texas","G4800190","49","48","1370","Edwards",NA,"1"
"2703","Texas","G4800230","49","48","1410","El Paso",NA,"1"
"2704","Texas","G4800210","49","48","1390","Ellis",NA,"1"
"2705","Texas","G4800250","49","48","1430","Erath",NA,"1"
"2706","Texas","G4800270","49","48","1450","Falls",NA,"1"
"2707","Texas","G4800290","49","48","1470","Fannin",NA,"1"
"2708","Texas","G4800310","49","48","1490","Fayette",NA,"1"
"2709","Texas","G4800330","49","48","1510","Fisher",NA,"1"
"2710","Texas","G4800350","49","48","1530","Floyd",NA,"1"
"2711","Texas","G4800370","49","48","1550","Foard",NA,"1"
"2712","Texas","G4800390","49","48","1570","Fort Bend",NA,"1"
"2713","Texas","G4800410","49","48","1590","Franklin",NA,"1"
"2714","Texas","G4800430","49","48","1610","Freestone",NA,"1"
"2715","Texas","G4800450","49","48","1630","Frio",NA,"1"
"2716","Texas","G4800470","49","48","1650","Gaines",NA,"1"
"2717","Texas","G4800490","49","48","1670","Galveston",NA,"0"
"2718","Texas","G4800510","49","48","1690","Garza",NA,"1"
"2719","Texas","G4800530","49","48","1710","Gillespie",NA,"1"
"2720","Texas","G4800550","49","48","1730","Glasscock",NA,"1"
"2721","Texas","G4800570","49","48","1750","Goliad",NA,"1"
"2722","Texas","G4800590","49","48","1770","Gonzales",NA,"1"
"2723","Texas","G4800610","49","48","1790","Gray",NA,"1"
"2724","Texas","G4800630","49","48","1810","Grayson",NA,"1"
"2725","Texas","G4800650","49","48","1830","Gregg",NA,"1"
"2726","Texas","G4800670","49","48","1850","Grimes",NA,"1"
"2727","Texas","G4800690","49","48","1870","Guadalupe",NA,"1"
"2728","Texas","G4800710","49","48","1890","Hale",NA,"1"
"2729","Texas","G4800730","49","48","1910","Hall",NA,"1"
"2730","Texas","G4800750","49","48","1930","Hamilton",NA,"1"
"2731","Texas","G4800770","49","48","1950","Hansford",NA,"1"
"2732","Texas","G4800790","49","48","1970","Hardeman",NA,"1"
"2733","Texas","G4800810","49","48","1990","Hardin",NA,"1"
"2734","Texas","G4800830","49","48","2010","Harris",NA,"0"
"2735","Texas","G4800850","49","48","2030","Harrison",NA,"1"
"2736","Texas","G4800870","49","48","2050","Hartley",NA,"1"
"2737","Texas","G4800890","49","48","2070","Haskell",NA,"1"
"2738","Texas","G4800910","49","48","2090","Hays",NA,"1"
"2739","Texas","G4800930","49","48","2110","Hemphill",NA,"1"
"2740","Texas","G4800950","49","48","2130","Henderson",NA,"1"
"2741","Texas","G4800970","49","48","2150","Hidalgo",NA,"1"
"2742","Texas","G4800990","49","48","2170","Hill",NA,"1"
"2743","Texas","G4801010","49","48","2190","Hockley",NA,"1"
"2744","Texas","G4801030","49","48","2210","Hood",NA,"1"
"2745","Texas","G4801050","49","48","2230","Hopkins",NA,"1"
"2746","Texas","G4801070","49","48","2250","Houston",NA,"1"
"2747","Texas","G4801090","49","48","2270","Howard",NA,"1"
"2748","Texas","G4801110","49","48","2290","Hudspeth",NA,"1"
"2749","Texas","G4801130","49","48","2310","Hunt",NA,"1"
"2750","Texas","G4801150","49","48","2330","Hutchinson",NA,"1"
"2751","Texas","G4801170","49","48","2350","Irion",NA,"1"
"2752","Texas","G4801190","49","48","2370","Jack",NA,"1"
"2753","Texas","G4801210","49","48","2390","Jackson",NA,"1"
"2754","Texas","G4801230","49","48","2410","Jasper",NA,"1"
"2755","Texas","G4801250","49","48","2430","Jeff Davis",NA,"1"
"2756","Texas","G4801270","49","48","2450","Jefferson",NA,"1"
"2757","Texas","G4801290","49","48","2470","Jim Hogg",NA,"1"
"2758","Texas","G4801310","49","48","2490","Jim Wells",NA,"1"
"2759","Texas","G4801330","49","48","2510","Johnson",NA,"1"
"2760","Texas","G4801350","49","48","2530","Jones",NA,"0"
"2761","Texas","G4801370","49","48","2550","Karnes",NA,"1"
"2762","Texas","G4801390","49","48","2570","Kaufman",NA,"1"
"2763","Texas","G4801410","49","48","2590","Kendall",NA,"1"
"2764","Texas","G4801430","49","48","2610","Kenedy",NA,"1"
"2765","Texas","G4801450","49","48","2630","Kent",NA,"1"
"2766","Texas","G4801470","49","48","2650","Kerr",NA,"1"
"2767","Texas","G4801490","49","48","2670","Kimble",NA,"1"
"2768","Texas","G4801510","49","48","2690","King",NA,"1"
"2769","Texas","G4801530","49","48","2710","Kinney",NA,"1"
"2770","Texas","G4801550","49","48","2730","Kleberg",NA,"1"
"2771","Texas","G4801570","49","48","2750","Knox",NA,"1"
"2772","Texas","G4801650","49","48","2830","La Salle",NA,"1"
"2773","Texas","G4801590","49","48","2770","Lamar",NA,"1"
"2774","Texas","G4801610","49","48","2790","Lamb",NA,"1"
"2775","Texas","G4801630","49","48","2810","Lampasas",NA,"1"
"2776","Texas","G4801670","49","48","2850","Lavaca",NA,"1"
"2777","Texas","G4801690","49","48","2870","Lee",NA,"1"
"2778","Texas","G4801710","49","48","2890","Leon",NA,"1"
"2779","Texas","G4801730","49","48","2910","Liberty",NA,"1"
"2780","Texas","G4801750","49","48","2930","Limestone",NA,"1"
"2781","Texas","G4801770","49","48","2950","Lipscomb",NA,"1"
"2782","Texas","G4801790","49","48","2970","Live Oak",NA,"1"
"2783","Texas","G4801810","49","48","2990","Llano",NA,"1"
"2784","Texas","G4801830","49","48","3010","Loving",NA,"1"
"2785","Texas","G4801850","49","48","3030","Lubbock",NA,"1"
"2786","Texas","G4801870","49","48","3050","Lynn",NA,"1"
"2787","Texas","G4801950","49","48","3130","Madison",NA,"1"
"2788","Texas","G4801970","49","48","3150","Marion",NA,"1"
"2789","Texas","G4801990","49","48","3170","Martin",NA,"1"
"2790","Texas","G4802010","49","48","3190","Mason",NA,"1"
"2791","Texas","G4802030","49","48","3210","Matagorda",NA,"1"
"2792","Texas","G4802050","49","48","3230","Maverick",NA,"1"
"2793","Texas","G4801890","49","48","3070","McCulloch",NA,"1"
"2794","Texas","G4801910","49","48","3090","McLennan",NA,"0"
"2795","Texas","G4801930","49","48","3110","McMullen",NA,"1"
"2796","Texas","G4802070","49","48","3250","Medina",NA,"1"
"2797","Texas","G4802090","49","48","3270","Menard",NA,"1"
"2798","Texas","G4802110","49","48","3290","Midland",NA,"1"
"2799","Texas","G4802130","49","48","3310","Milam",NA,"1"
"2800","Texas","G4802150","49","48","3330","Mills",NA,"1"
"2801","Texas","G4802170","49","48","3350","Mitchell",NA,"1"
"2802","Texas","G4802190","49","48","3370","Montague",NA,"1"
"2803","Texas","G4802210","49","48","3390","Montgomery",NA,"1"
"2804","Texas","G4802230","49","48","3410","Moore",NA,"1"
"2805","Texas","G4802250","49","48","3430","Morris",NA,"1"
"2806","Texas","G4802270","49","48","3450","Motley",NA,"1"
"2807","Texas","G4802290","49","48","3470","Nacogdoches",NA,"1"
"2808","Texas","G4802310","49","48","3490","Navarro",NA,"0"
"2809","Texas","G4802330","49","48","3510","Newton",NA,"1"
"2810","Texas","G4802350","49","48","3530","Nolan",NA,"1"
"2811","Texas","G4802370","49","48","3550","Nueces",NA,"1"
"2812","Texas","G4802390","49","48","3570","Ochiltree",NA,"1"
"2813","Texas","G4802410","49","48","3590","Oldham",NA,"1"
"2814","Texas","G4802430","49","48","3610","Orange",NA,"1"
"2815","Texas","G4802450","49","48","3630","Palo Pinto",NA,"1"
"2816","Texas","G4802470","49","48","3650","Panola",NA,"1"
"2817","Texas","G4802490","49","48","3670","Parker",NA,"1"
"2818","Texas","G4802510","49","48","3690","Parmer",NA,"1"
"2819","Texas","G4802530","49","48","3710","Pecos",NA,"1"
"2820","Texas","G4802550","49","48","3730","Polk",NA,"1"
"2821","Texas","G4802570","49","48","3750","Potter",NA,"1"
"2822","Texas","G4802590","49","48","3770","Presidio",NA,"1"
"2823","Texas","G4802610","49","48","3790","Rains",NA,"1"
"2824","Texas","G4802630","49","48","3810","Randall",NA,"1"
"2825","Texas","G4802650","49","48","3830","Reagan",NA,"1"
"2826","Texas","G4802670","49","48","3850","Real",NA,"1"
"2827","Texas","G4802690","49","48","3870","Red River",NA,"1"
"2828","Texas","G4802710","49","48","3890","Reeves",NA,"1"
"2829","Texas","G4802730","49","48","3910","Refugio",NA,"1"
"2830","Texas","G4802750","49","48","3930","Roberts",NA,"1"
"2831","Texas","G4802770","49","48","3950","Robertson",NA,"1"
"2832","Texas","G4802790","49","48","3970","Rockwall",NA,"1"
"2833","Texas","G4802810","49","48","3990","Runnels",NA,"1"
"2834","Texas","G4802830","49","48","4010","Rusk",NA,"1"
"2835","Texas","G4802850","49","48","4030","Sabine",NA,"1"
"2836","Texas","G4802870","49","48","4050","San Augustine",NA,"1"
"2837","Texas","G4802890","49","48","4070","San Jacinto",NA,"1"
"2838","Texas","G4802910","49","48","4090","San Patricio",NA,"1"
"2839","Texas","G4802930","49","48","4110","San Saba",NA,"1"
"2840","Texas","G4802950","49","48","4130","Schleicher",NA,"1"
"2841","Texas","G4802970","49","48","4150","Scurry",NA,"1"
"2842","Texas","G4802990","49","48","4170","Shackelford",NA,"1"
"2843","Texas","G4803010","49","48","4190","Shelby",NA,"1"
"2844","Texas","G4803030","49","48","4210","Sherman",NA,"1"
"2845","Texas","G4803050","49","48","4230","Smith",NA,"1"
"2846","Texas","G4803070","49","48","4250","Somervell",NA,"1"
"2847","Texas","G4803090","49","48","4270","Starr",NA,"1"
"2848","Texas","G4803110","49","48","4290","Stephens",NA,"1"
"2849","Texas","G4803130","49","48","4310","Sterling",NA,"1"
"2850","Texas","G4803150","49","48","4330","Stonewall",NA,"1"
"2851","Texas","G4803170","49","48","4350","Sutton",NA,"1"
