"","STATE","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","ALLCOUNTIES","VARIABLE NAME","MM.LRA1"
"813","Indiana","G1800610","22","18","1790","Wells",NA,"1"
"814","Indiana","G1800630","22","18","1810","White",NA,"1"
"815","Indiana","G1800650","22","18","1830","Whitley",NA,"1"
"816","Iowa","G1800670","31","19","10","Adair",NA,"1"
"817","Iowa","G1800690","31","19","30","Adams",NA,"1"
"818","Iowa","G1800710","31","19","50","Allamakee",NA,"1"
"819","Iowa","G1800730","31","19","70","Appanoose",NA,"1"
"820","Iowa","G1800750","31","19","90","Audubon",NA,"1"
"821","Iowa","G1800770","31","19","110","Benton",NA,"1"
"822","Iowa","G1800790","31","19","130","Black Hawk",NA,"1"
"823","Iowa","G1800810","31","19","150","Boone",NA,"1"
"824","Iowa","G1800830","31","19","170","Bremer",NA,"1"
"825","Iowa","G1800850","31","19","190","Buchanan",NA,"1"
"826","Iowa","G1800870","31","19","210","Buena Vista",NA,"1"
"827","Iowa","G1800890","31","19","230","Butler",NA,"1"
"828","Iowa","G1800910","31","19","250","Calhoun",NA,"1"
"829","Iowa","G1800930","31","19","270","Carroll",NA,"1"
"830","Iowa","G1800950","31","19","290","Cass",NA,"1"
"831","Iowa","G1800970","31","19","310","Cedar",NA,"1"
"832","Iowa","G1800990","31","19","330","Cerro Gordo",NA,"1"
"833","Iowa","G1801010","31","19","350","Cherokee",NA,"1"
"834","Iowa","G1801030","31","19","370","Chickasaw",NA,"1"
"835","Iowa","G1801050","31","19","390","Clarke",NA,"1"
"836","Iowa","G1801070","31","19","410","Clay",NA,"1"
"837","Iowa","G1801090","31","19","430","Clayton",NA,"1"
"838","Iowa","G1801110","31","19","450","Clinton",NA,"1"
"839","Iowa","G1801130","31","19","470","Crawford",NA,"1"
"840","Iowa","G1801150","31","19","490","Dallas",NA,"1"
"841","Iowa","G1801170","31","19","510","Davis",NA,"1"
"842","Iowa","G1801190","31","19","530","Decatur",NA,"1"
"843","Iowa","G1801210","31","19","550","Delaware",NA,"1"
"844","Iowa","G1801230","31","19","570","Des Moines",NA,"1"
"845","Iowa","G1801250","31","19","590","Dickinson",NA,"1"
"846","Iowa","G1801270","31","19","610","Dubuque",NA,"1"
"847","Iowa","G1801290","31","19","630","Emmet",NA,"1"
"848","Iowa","G1801310","31","19","650","Fayette",NA,"1"
"849","Iowa","G1801330","31","19","670","Floyd",NA,"1"
"850","Iowa","G1801350","31","19","690","Franklin",NA,"1"
"851","Iowa","G1801370","31","19","710","Fremont",NA,"1"
"852","Iowa","G1801390","31","19","730","Greene",NA,"1"
"853","Iowa","G1801410","31","19","750","Grundy",NA,"1"
"854","Iowa","G1801430","31","19","770","Guthrie",NA,"1"
"855","Iowa","G1801450","31","19","790","Hamilton",NA,"1"
"856","Iowa","G1801470","31","19","810","Hancock",NA,"1"
"857","Iowa","G1801490","31","19","830","Hardin",NA,"1"
"858","Iowa","G1801510","31","19","850","Harrison",NA,"1"
"859","Iowa","G1801530","31","19","870","Henry",NA,"1"
"860","Iowa","G1801550","31","19","890","Howard",NA,"1"
"861","Iowa","G1801570","31","19","910","Humboldt",NA,"1"
"862","Iowa","G1801590","31","19","930","Ida",NA,"1"
"863","Iowa","G1801610","31","19","950","Iowa",NA,"1"
"864","Iowa","G1801630","31","19","970","Jackson",NA,"1"
"865","Iowa","G1801650","31","19","990","Jasper",NA,"1"
"866","Iowa","G1801670","31","19","1010","Jefferson",NA,"1"
"867","Iowa","G1801690","31","19","1030","Johnson",NA,"1"
"868","Iowa","G1801710","31","19","1050","Jones",NA,"1"
"869","Iowa","G1801730","31","19","1070","Keokuk",NA,"1"
"870","Iowa","G1801750","31","19","1090","Kossuth",NA,"1"
"871","Iowa","G1801770","31","19","1110","Lee",NA,"1"
"872","Iowa","G1801790","31","19","1130","Linn",NA,"1"
"873","Iowa","G1801810","31","19","1150","Louisa",NA,"1"
"874","Iowa","G1801830","31","19","1170","Lucas",NA,"1"
"875","Iowa","G1900010","31","19","1190","Lyon",NA,"1"
"876","Iowa","G1900030","31","19","1210","Madison",NA,"1"
"877","Iowa","G1900050","31","19","1230","Mahaska",NA,"1"
"878","Iowa","G1900070","31","19","1250","Marion",NA,"1"
"879","Iowa","G1900090","31","19","1270","Marshall",NA,"1"
"880","Iowa","G1900110","31","19","1290","Mills",NA,"1"
"881","Iowa","G1900130","31","19","1310","Mitchell",NA,"1"
"882","Iowa","G1900150","31","19","1330","Monona",NA,"1"
"883","Iowa","G1900170","31","19","1350","Monroe",NA,"1"
"884","Iowa","G1900190","31","19","1370","Montgomery",NA,"1"
"885","Iowa","G1900210","31","19","1390","Muscatine",NA,"1"
"886","Iowa","G1900230","31","19","1410","O Brien",NA,"1"
"887","Iowa","G1900250","31","19","1430","Osceola",NA,"1"
"888","Iowa","G1900270","31","19","1450","Page",NA,"1"
"889","Iowa","G1900290","31","19","1470","Palo Alto",NA,"1"
"890","Iowa","G1900310","31","19","1490","Plymouth",NA,"1"
"891","Iowa","G1900330","31","19","1510","Pocahontas",NA,"1"
"892","Iowa","G1900350","31","19","1530","Polk",NA,"0"
"893","Iowa","G1900370","31","19","1550","Pottawattamie",NA,"1"
"894","Iowa","G1900390","31","19","1570","Poweshiek",NA,"1"
"895","Iowa","G1900410","31","19","1590","Ringgold",NA,"1"
"896","Iowa","G1900430","31","19","1610","Sac",NA,"1"
"897","Iowa","G1900450","31","19","1630","Scott",NA,"1"
"898","Iowa","G1900470","31","19","1650","Shelby",NA,"1"
"899","Iowa","G1900490","31","19","1670","Sioux",NA,"1"
"900","Iowa","G1900510","31","19","1690","Story",NA,"1"
"901","Iowa","G1900530","31","19","1710","Tama",NA,"1"
"902","Iowa","G1900550","31","19","1730","Taylor",NA,"1"
"903","Iowa","G1900570","31","19","1750","Union",NA,"1"
"904","Iowa","G1900590","31","19","1770","Van Buren",NA,"1"
"905","Iowa","G1900610","31","19","1790","Wapello",NA,"1"
"906","Iowa","G1900630","31","19","1810","Warren",NA,"1"
"907","Iowa","G1900650","31","19","1830","Washington",NA,"1"
"908","Iowa","G1900670","31","19","1850","Wayne",NA,"1"
"909","Iowa","G1900690","31","19","1870","Webster",NA,"1"
"910","Iowa","G1900710","31","19","1890","Winnebago",NA,"1"
"911","Iowa","G1900730","31","19","1910","Winneshiek",NA,"1"
"912","Iowa","G1900750","31","19","1930","Woodbury",NA,"1"
"913","Iowa","G1900770","31","19","1950","Worth",NA,"1"
"914","Iowa","G1900790","31","19","1970","Wright",NA,"1"
"915","Kansas","G1900810","32","20","10","Allen",NA,"1"
"916","Kansas","G1900830","32","20","30","Anderson",NA,"1"
"917","Kansas","G1900850","32","20","50","Atchison",NA,"1"
"918","Kansas","G1900870","32","20","70","Barber",NA,"1"
"919","Kansas","G1900890","32","20","90","Barton",NA,"1"
"920","Kansas","G1900910","32","20","110","Bourbon",NA,"1"
"921","Kansas","G1900930","32","20","130","Brown",NA,"1"
"922","Kansas","G1900950","32","20","150","Butler",NA,"1"
"923","Kansas","G1900970","32","20","170","Chase",NA,"1"
"924","Kansas","G1900990","32","20","190","Chautauqua",NA,"1"
"925","Kansas","G1901010","32","20","210","Cherokee",NA,"1"
"926","Kansas","G1901030","32","20","230","Cheyenne",NA,"1"
"927","Kansas","G1901050","32","20","250","Clark",NA,"1"
"928","Kansas","G1901070","32","20","270","Clay",NA,"1"
"929","Kansas","G1901090","32","20","290","Cloud",NA,"1"
"930","Kansas","G1901110","32","20","310","Coffey",NA,"1"
"931","Kansas","G1901130","32","20","330","Comanche",NA,"1"
"932","Kansas","G1901150","32","20","350","Cowley",NA,"1"
"933","Kansas","G1901170","32","20","370","Crawford",NA,"1"
"934","Kansas","G1901190","32","20","390","Decatur",NA,"1"
"935","Kansas","G1901210","32","20","410","Dickinson",NA,"1"
"936","Kansas","G1901230","32","20","430","Doniphan",NA,"1"
"937","Kansas","G1901250","32","20","450","Douglas",NA,"1"
"938","Kansas","G1901270","32","20","470","Edwards",NA,"1"
"939","Kansas","G1901290","32","20","490","Elk",NA,"1"
"940","Kansas","G1901310","32","20","510","Ellis",NA,"1"
"941","Kansas","G1901330","32","20","530","Ellsworth",NA,"1"
"942","Kansas","G1901350","32","20","550","Finney",NA,"1"
"943","Kansas","G1901370","32","20","570","Ford",NA,"1"
"944","Kansas","G1901390","32","20","590","Franklin",NA,"1"
"945","Kansas","G1901410","32","20","610","Geary",NA,"1"
"946","Kansas","G1901430","32","20","630","Gove",NA,"1"
"947","Kansas","G1901450","32","20","650","Graham",NA,"0"
"948","Kansas","G1901470","32","20","670","Grant",NA,"1"
"949","Kansas","G1901490","32","20","690","Gray",NA,"1"
"950","Kansas","G1901510","32","20","710","Greeley",NA,"1"
"951","Kansas","G1901530","32","20","730","Greenwood",NA,"1"
"952","Kansas","G1901550","32","20","750","Hamilton",NA,"1"
"953","Kansas","G1901570","32","20","770","Harper",NA,"1"
"954","Kansas","G1901590","32","20","790","Harvey",NA,"1"
"955","Kansas","G1901610","32","20","810","Haskell",NA,"1"
"956","Kansas","G1901630","32","20","830","Hodgeman",NA,"1"
"957","Kansas","G1901650","32","20","850","Jackson",NA,"1"
"958","Kansas","G1901670","32","20","870","Jefferson",NA,"1"
"959","Kansas","G1901690","32","20","890","Jewell",NA,"1"
"960","Kansas","G1901710","32","20","910","Johnson",NA,"1"
"961","Kansas","G1901730","32","20","930","Kearny",NA,"1"
"962","Kansas","G1901750","32","20","950","Kingman",NA,"1"
"963","Kansas","G1901770","32","20","970","Kiowa",NA,"1"
"964","Kansas","G1901790","32","20","990","Labette",NA,"0"
"965","Kansas","G1901810","32","20","1010","Lane",NA,"1"
"966","Kansas","G1901830","32","20","1030","Leavenworth",NA,"1"
"967","Kansas","G1901850","32","20","1050","Lincoln",NA,"1"
"968","Kansas","G1901870","32","20","1070","Linn",NA,"1"
"969","Kansas","G1901890","32","20","1090","Logan",NA,"1"
"970","Kansas","G1901910","32","20","1110","Lyon",NA,"1"
"971","Kansas","G1901950","32","20","1150","Marion",NA,"1"
"972","Kansas","G1901970","32","20","1170","Marshall",NA,"1"
"973","Kansas","G1901930","32","20","1130","McPherson",NA,"1"
"974","Kansas","G2000010","32","20","1190","Meade",NA,"1"
"975","Kansas","G2000030","32","20","1210","Miami",NA,"1"
"976","Kansas","G2000050","32","20","1230","Mitchell",NA,"1"
"977","Kansas","G2000070","32","20","1250","Montgomery",NA,"1"
"978","Kansas","G2000090","32","20","1270","Morris",NA,"1"
"979","Kansas","G2000110","32","20","1290","Morton",NA,"1"
"980","Kansas","G2000130","32","20","1310","Nemaha",NA,"1"
"981","Kansas","G2000150","32","20","1330","Neosho",NA,"1"
"982","Kansas","G2000170","32","20","1350","Ness",NA,"1"
"983","Kansas","G2000190","32","20","1370","Norton",NA,"1"
"984","Kansas","G2000210","32","20","1390","Osage",NA,"1"
"985","Kansas","G2000230","32","20","1410","Osborne",NA,"1"
"986","Kansas","G2000250","32","20","1430","Ottawa",NA,"1"
"987","Kansas","G2000270","32","20","1450","Pawnee",NA,"1"
"988","Kansas","G2000290","32","20","1470","Phillips",NA,"1"
"989","Kansas","G2000310","32","20","1490","Pottawatomie",NA,"1"
"990","Kansas","G2000330","32","20","1510","Pratt",NA,"1"
"991","Kansas","G2000350","32","20","1530","Rawlins",NA,"1"
"992","Kansas","G2000370","32","20","1550","Reno",NA,"1"
"993","Kansas","G2000390","32","20","1570","Republic",NA,"1"
"994","Kansas","G2000410","32","20","1590","Rice",NA,"1"
"995","Kansas","G2000430","32","20","1610","Riley",NA,"1"
"996","Kansas","G2000450","32","20","1630","Rooks",NA,"1"
"997","Kansas","G2000470","32","20","1650","Rush",NA,"1"
"998","Kansas","G2000490","32","20","1670","Russell",NA,"1"
"999","Kansas","G2000510","32","20","1690","Saline",NA,"1"
"1000","Kansas","G2000530","32","20","1710","Scott",NA,"1"
"1001","Kansas","G2000550","32","20","1730","Sedgwick",NA,"0"
"1002","Kansas","G2000570","32","20","1750","Seward",NA,"1"
"1003","Kansas","G2000590","32","20","1770","Shawnee",NA,"0"
"1004","Kansas","G2000610","32","20","1790","Sheridan",NA,"1"
"1005","Kansas","G2000630","32","20","1810","Sherman",NA,"1"
"1006","Kansas","G2000650","32","20","1830","Smith",NA,"1"
"1007","Kansas","G2000670","32","20","1850","Stafford",NA,"1"
"1008","Kansas","G2000690","32","20","1870","Stanton",NA,"1"
"1009","Kansas","G2000710","32","20","1890","Stevens",NA,"1"
"1010","Kansas","G2000730","32","20","1910","Sumner",NA,"1"
"1011","Kansas","G2000750","32","20","1930","Thomas",NA,"1"
"1012","Kansas","G2000770","32","20","1950","Trego",NA,"1"
"1013","Kansas","G2000790","32","20","1970","Wabaunsee",NA,"1"
"1014","Kansas","G2000810","32","20","1990","Wallace",NA,"1"
"1015","Kansas","G2000830","32","20","2010","Washington",NA,"1"
"1016","Kansas","G2000850","32","20","2030","Wichita",NA,"1"
"1017","Kansas","G2000870","32","20","2050","Wilson",NA,"1"
"1018","Kansas","G2000890","32","20","2070","Woodson",NA,"1"
"1019","Kansas","G2000910","32","20","2090","Wyandotte",NA,"1"
"1020","Kentucky","G2000930","51","21","10","Adair",NA,"1"
"1021","Kentucky","G2000950","51","21","30","Allen",NA,"1"
"1022","Kentucky","G2000970","51","21","50","Anderson",NA,"1"
"1023","Kentucky","G2000990","51","21","70","Ballard",NA,"1"
"1024","Kentucky","G2001010","51","21","90","Barren",NA,"1"
"1025","Kentucky","G2001030","51","21","110","Bath",NA,"1"
"1026","Kentucky","G2001050","51","21","130","Bell",NA,"1"
"1027","Kentucky","G2001070","51","21","150","Boone",NA,"1"
"1028","Kentucky","G2001090","51","21","170","Bourbon",NA,"1"
"1029","Kentucky","G2001110","51","21","190","Boyd",NA,"1"
"1030","Kentucky","G2001130","51","21","210","Boyle",NA,"1"
"1031","Kentucky","G2001150","51","21","230","Bracken",NA,"1"
"1032","Kentucky","G2001170","51","21","250","Breathitt",NA,"1"
"1033","Kentucky","G2001190","51","21","270","Breckinridge",NA,"1"
"1034","Kentucky","G2001210","51","21","290","Bullitt",NA,"1"
"1035","Kentucky","G2001230","51","21","310","Butler",NA,"1"
"1036","Kentucky","G2001250","51","21","330","Caldwell",NA,"1"
"1037","Kentucky","G2001270","51","21","350","Calloway",NA,"1"
"1038","Kentucky","G2001290","51","21","370","Campbell",NA,"1"
"1039","Kentucky","G2001310","51","21","390","Carlisle",NA,"1"
"1040","Kentucky","G2001330","51","21","410","Carroll",NA,"1"
"1041","Kentucky","G2001350","51","21","430","Carter",NA,"1"
"1042","Kentucky","G2001370","51","21","450","Casey",NA,"1"
"1043","Kentucky","G2001390","51","21","470","Christian",NA,"1"
"1044","Kentucky","G2001410","51","21","490","Clark",NA,"1"
"1045","Kentucky","G2001430","51","21","510","Clay",NA,"1"
"1046","Kentucky","G2001450","51","21","530","Clinton",NA,"1"
"1047","Kentucky","G2001470","51","21","550","Crittenden",NA,"1"
"1048","Kentucky","G2001490","51","21","570","Cumberland",NA,"1"
"1049","Kentucky","G2001510","51","21","590","Daviess",NA,"0"
"1050","Kentucky","G2001530","51","21","610","Edmonson",NA,"1"
"1051","Kentucky","G2001550","51","21","630","Elliott",NA,"1"
"1052","Kentucky","G2001570","51","21","650","Estill",NA,"1"
"1053","Kentucky","G2001590","51","21","670","Fayette",NA,"0"
"1054","Kentucky","G2001610","51","21","690","Fleming",NA,"1"
"1055","Kentucky","G2001630","51","21","710","Floyd",NA,"1"
"1056","Kentucky","G2001650","51","21","730","Franklin",NA,"1"
"1057","Kentucky","G2001670","51","21","750","Fulton",NA,"1"
"1058","Kentucky","G2001690","51","21","770","Gallatin",NA,"1"
"1059","Kentucky","G2001710","51","21","790","Garrard",NA,"1"
"1060","Kentucky","G2001730","51","21","810","Grant",NA,"1"
"1061","Kentucky","G2001750","51","21","830","Graves",NA,"1"
"1062","Kentucky","G2001770","51","21","850","Grayson",NA,"1"
"1063","Kentucky","G2001790","51","21","870","Green",NA,"1"
"1064","Kentucky","G2001810","51","21","890","Greenup",NA,"1"
"1065","Kentucky","G2001830","51","21","910","Hancock",NA,"1"
"1066","Kentucky","G2001850","51","21","930","Hardin",NA,"1"
"1067","Kentucky","G2001870","51","21","950","Harlan",NA,"1"
"1068","Kentucky","G2001890","51","21","970","Harrison",NA,"1"
"1069","Kentucky","G2001910","51","21","990","Hart",NA,"1"
"1070","Kentucky","G2001930","51","21","1010","Henderson",NA,"1"
"1071","Kentucky","G2001950","51","21","1030","Henry",NA,"1"
"1072","Kentucky","G2001970","51","21","1050","Hickman",NA,"1"
"1073","Kentucky","G2001990","51","21","1070","Hopkins",NA,"1"
"1074","Kentucky","G2002010","51","21","1090","Jackson",NA,"1"
"1075","Kentucky","G2002030","51","21","1110","Jefferson",NA,"0"
"1076","Kentucky","G2002050","51","21","1130","Jessamine",NA,"1"
"1077","Kentucky","G2002070","51","21","1150","Johnson",NA,"1"
"1078","Kentucky","G2002090","51","21","1170","Kenton",NA,"1"
"1079","Kentucky","G2100010","51","21","1190","Knott",NA,"1"
"1080","Kentucky","G2100030","51","21","1210","Knox",NA,"1"
"1081","Kentucky","G2100050","51","21","1230","Larue",NA,"1"
"1082","Kentucky","G2100070","51","21","1250","Laurel",NA,"1"
"1083","Kentucky","G2100090","51","21","1270","Lawrence",NA,"1"
"1084","Kentucky","G2100110","51","21","1290","Lee",NA,"1"
"1085","Kentucky","G2100130","51","21","1310","Leslie",NA,"1"
"1086","Kentucky","G2100150","51","21","1330","Letcher",NA,"1"
"1087","Kentucky","G2100170","51","21","1350","Lewis",NA,"1"
"1088","Kentucky","G2100190","51","21","1370","Lincoln",NA,"1"
"1089","Kentucky","G2100210","51","21","1390","Livingston",NA,"1"
"1090","Kentucky","G2100230","51","21","1410","Logan",NA,"1"
"1091","Kentucky","G2100250","51","21","1430","Lyon",NA,"1"
"1092","Kentucky","G2100330","51","21","1510","Madison",NA,"1"
"1093","Kentucky","G2100350","51","21","1530","Magoffin",NA,"1"
"1094","Kentucky","G2100370","51","21","1550","Marion",NA,"1"
"1095","Kentucky","G2100390","51","21","1570","Marshall",NA,"1"
"1096","Kentucky","G2100410","51","21","1590","Martin",NA,"1"
"1097","Kentucky","G2100430","51","21","1610","Mason",NA,"1"
"1098","Kentucky","G2100270","51","21","1450","McCracken",NA,"1"
"1099","Kentucky","G2100290","51","21","1470","McCreary",NA,"1"
"1100","Kentucky","G2100310","51","21","1490","McLean",NA,"1"
"1101","Kentucky","G2100450","51","21","1630","Meade",NA,"1"
"1102","Kentucky","G2100470","51","21","1650","Menifee",NA,"1"
"1103","Kentucky","G2100490","51","21","1670","Mercer",NA,"1"
"1104","Kentucky","G2100510","51","21","1690","Metcalfe",NA,"1"
"1105","Kentucky","G2100530","51","21","1710","Monroe",NA,"1"
"1106","Kentucky","G2100550","51","21","1730","Montgomery",NA,"1"
"1107","Kentucky","G2100570","51","21","1750","Morgan",NA,"1"
"1108","Kentucky","G2100590","51","21","1770","Muhlenberg",NA,"1"
"1109","Kentucky","G2100610","51","21","1790","Nelson",NA,"1"
"1110","Kentucky","G2100630","51","21","1810","Nicholas",NA,"1"
"1111","Kentucky","G2100650","51","21","1830","Ohio",NA,"1"
"1112","Kentucky","G2100670","51","21","1850","Oldham",NA,"1"
"1113","Kentucky","G2100690","51","21","1870","Owen",NA,"1"
"1114","Kentucky","G2100710","51","21","1890","Owsley",NA,"1"
"1115","Kentucky","G2100730","51","21","1910","Pendleton",NA,"1"
"1116","Kentucky","G2100750","51","21","1930","Perry",NA,"1"
"1117","Kentucky","G2100770","51","21","1950","Pike",NA,"1"
"1118","Kentucky","G2100790","51","21","1970","Powell",NA,"1"
"1119","Kentucky","G2100810","51","21","1990","Pulaski",NA,"1"
"1120","Kentucky","G2100830","51","21","2010","Robertson",NA,"1"
"1121","Kentucky","G2100850","51","21","2030","Rockcastle",NA,"1"
"1122","Kentucky","G2100870","51","21","2050","Rowan",NA,"1"
"1123","Kentucky","G2100890","51","21","2070","Russell",NA,"1"
"1124","Kentucky","G2100910","51","21","2090","Scott",NA,"1"
"1125","Kentucky","G2100930","51","21","2110","Shelby",NA,"1"
"1126","Kentucky","G2100950","51","21","2130","Simpson",NA,"1"
"1127","Kentucky","G2100970","51","21","2150","Spencer",NA,"1"
"1128","Kentucky","G2100990","51","21","2170","Taylor",NA,"1"
"1129","Kentucky","G2101010","51","21","2190","Todd",NA,"1"
"1130","Kentucky","G2101030","51","21","2210","Trigg",NA,"1"
"1131","Kentucky","G2101050","51","21","2230","Trimble",NA,"1"
"1132","Kentucky","G2101070","51","21","2250","Union",NA,"1"
"1133","Kentucky","G2101090","51","21","2270","Warren",NA,"1"
"1134","Kentucky","G2101110","51","21","2290","Washington",NA,"1"
"1135","Kentucky","G2101130","51","21","2310","Wayne",NA,"1"
"1136","Kentucky","G2101150","51","21","2330","Webster",NA,"1"
"1137","Kentucky","G2101170","51","21","2350","Whitley",NA,"1"
"1138","Kentucky","G2101190","51","21","2370","Wolfe",NA,"1"
"1139","Kentucky","G2101210","51","21","2390","Woodford",NA,"1"
"1140","Louisiana","G2101230","45","22","10","Acadia",NA,"1"
"1141","Louisiana","G2101250","45","22","30","Allen",NA,"1"
"1142","Louisiana","G2101270","45","22","50","Ascension",NA,"1"
"1143","Louisiana","G2101290","45","22","70","Assumption",NA,"1"
"1144","Louisiana","G2101310","45","22","90","Avoyelles",NA,"1"
"1145","Louisiana","G2101330","45","22","110","Beauregard",NA,"1"
"1146","Louisiana","G2101350","45","22","130","Bienville",NA,"1"
"1147","Louisiana","G2101370","45","22","150","Bossier",NA,"1"
"1148","Louisiana","G2101390","45","22","170","Caddo",NA,"1"
"1149","Louisiana","G2101410","45","22","190","Calcasieu",NA,"1"
"1150","Louisiana","G2101430","45","22","210","Caldwell",NA,"1"
"1151","Louisiana","G2101450","45","22","230","Cameron",NA,"1"
"1152","Louisiana","G2101470","45","22","250","Catahoula",NA,"1"
"1153","Louisiana","G2101490","45","22","270","Claiborne",NA,"1"
"1154","Louisiana","G2101510","45","22","290","Concordia",NA,"0"
"1155","Louisiana","G2101530","45","22","310","De Soto",NA,"1"
"1156","Louisiana","G2101550","45","22","330","East Baton Rouge",NA,"0"
"1157","Louisiana","G2101570","45","22","350","East Carroll",NA,"1"
"1158","Louisiana","G2101590","45","22","370","East Feliciana",NA,"1"
"1159","Louisiana","G2101610","45","22","390","Evangeline",NA,"1"
"1160","Louisiana","G2101630","45","22","410","Franklin",NA,"1"
"1161","Louisiana","G2101650","45","22","430","Grant",NA,"1"
"1162","Louisiana","G2101670","45","22","450","Iberia",NA,"1"
"1163","Louisiana","G2101690","45","22","470","Iberville",NA,"1"
"1164","Louisiana","G2101710","45","22","490","Jackson",NA,"1"
"1165","Louisiana","G2101730","45","22","510","Jefferson",NA,"1"
"1166","Louisiana","G2101750","45","22","530","Jefferson Davis",NA,"1"
"1167","Louisiana","G2101810","45","22","590","La Salle",NA,"1"
"1168","Louisiana","G2101770","45","22","550","Lafayette",NA,"1"
"1169","Louisiana","G2101790","45","22","570","Lafourche",NA,"1"
"1170","Louisiana","G2101830","45","22","610","Lincoln",NA,"1"
"1171","Louisiana","G2101850","45","22","630","Livingston",NA,"1"
"1172","Louisiana","G2101870","45","22","650","Madison",NA,"1"
"1173","Louisiana","G2101890","45","22","670","Morehouse",NA,"1"
"1174","Louisiana","G2101910","45","22","690","Natchitoches",NA,"1"
"1175","Louisiana","G2101930","45","22","710","Orleans",NA,"0"
"1176","Louisiana","G2101950","45","22","730","Ouachita",NA,"1"
"1177","Louisiana","G2101970","45","22","750","Plaquemines",NA,"1"
"1178","Louisiana","G2101990","45","22","770","Pointe Coupee",NA,"1"
"1179","Louisiana","G2102010","45","22","790","Rapides",NA,"1"
"1180","Louisiana","G2102030","45","22","810","Red River",NA,"1"
"1181","Louisiana","G2102050","45","22","830","Richland",NA,"1"
"1182","Louisiana","G2102070","45","22","850","Sabine",NA,"1"
"1183","Louisiana","G2102090","45","22","870","St Bernard",NA,"1"
"1184","Louisiana","G2102110","45","22","890","St Charles",NA,"1"
"1185","Louisiana","G2102130","45","22","910","St Helena",NA,"1"
"1186","Louisiana","G2102150","45","22","930","St James",NA,"1"
"1187","Louisiana","G2102170","45","22","950","St John The Baptist",NA,"1"
"1188","Louisiana","G2102190","45","22","970","St Landry",NA,"1"
"1189","Louisiana","G2102210","45","22","990","St Martin",NA,"0"
"1190","Louisiana","G2102230","45","22","1010","St Mary",NA,"1"
"1191","Louisiana","G2102250","45","22","1030","St Tammany",NA,"1"
"1192","Louisiana","G2102270","45","22","1050","Tangipahoa",NA,"1"
"1193","Louisiana","G2102290","45","22","1070","Tensas",NA,"1"
"1194","Louisiana","G2102310","45","22","1090","Terrebonne",NA,"1"
"1195","Louisiana","G2102330","45","22","1110","Union",NA,"1"
"1196","Louisiana","G2102350","45","22","1130","Vermilion",NA,"1"
"1197","Louisiana","G2102370","45","22","1150","Vernon",NA,"1"
"1198","Louisiana","G2102390","45","22","1170","Washington",NA,"1"
"1199","Louisiana","G2200010","45","22","1190","Webster",NA,"1"
"1200","Louisiana","G2200030","45","22","1210","West Baton Rouge",NA,"1"
"1201","Louisiana","G2200050","45","22","1230","West Carroll",NA,"1"
"1202","Louisiana","G2200070","45","22","1250","West Feliciana",NA,"1"
"1203","Louisiana","G2200090","45","22","1270","Winn",NA,"1"
"1204","Maine","G2200110","2","23","10","Androscoggin",NA,"1"
"1205","Maine","G2200130","2","23","30","Aroostook",NA,"1"
"1206","Maine","G2200150","2","23","50","Cumberland",NA,"1"
"1207","Maine","G2200170","2","23","70","Franklin",NA,"1"
"1208","Maine","G2200190","2","23","90","Hancock",NA,"1"
"1209","Maine","G2200210","2","23","110","Kennebec",NA,"1"
"1210","Maine","G2200230","2","23","130","Knox",NA,"1"
"1211","Maine","G2200250","2","23","150","Lincoln",NA,"1"
"1212","Maine","G2200270","2","23","170","Oxford",NA,"1"
"1213","Maine","G2200290","2","23","190","Penobscot",NA,"1"
"1214","Maine","G2200310","2","23","210","Piscataquis",NA,"1"
"1215","Maine","G2200330","2","23","230","Sagadahoc",NA,"1"
"1216","Maine","G2200350","2","23","250","Somerset",NA,"1"
"1217","Maine","G2200370","2","23","270","Waldo",NA,"1"
"1218","Maine","G2200390","2","23","290","Washington",NA,"1"
"1219","Maine","G2200410","2","23","310","York",NA,"1"
"1220","Maryland","G2200430","52","24","10","Allegany",NA,"1"
"1221","Maryland","G2200450","52","24","30","Anne Arundel",NA,"1"
"1222","Maryland","G2200470","52","24","50","Baltimore",NA,"1"
"1223","Maryland","G2200890","52","24","5100","Baltimore City",NA,"0"
"1224","Maryland","G2200490","52","24","90","Calvert",NA,"1"
"1225","Maryland","G2200510","52","24","110","Caroline",NA,"1"
"1226","Maryland","G2200530","52","24","130","Carroll",NA,"1"
"1227","Maryland","G2200550","52","24","150","Cecil",NA,"1"
"1228","Maryland","G2200570","52","24","170","Charles",NA,"1"
"1229","Maryland","G2200590","52","24","190","Dorchester",NA,"1"
"1230","Maryland","G2200610","52","24","210","Frederick",NA,"1"
"1231","Maryland","G2200630","52","24","230","Garrett",NA,"1"
"1232","Maryland","G2200650","52","24","250","Harford",NA,"1"
"1233","Maryland","G2200670","52","24","270","Howard",NA,"1"
"1234","Maryland","G2200690","52","24","290","Kent",NA,"1"
"1235","Maryland","G2200710","52","24","310","Montgomery",NA,"1"
"1236","Maryland","G2200730","52","24","330","Prince Georges",NA,"1"
"1237","Maryland","G2200750","52","24","350","Queen Anne's",NA,"1"
"1238","Maryland","G2200790","52","24","390","Somerset",NA,"1"
"1239","Maryland","G2200770","52","24","370","St Mary's",NA,"1"
"1240","Maryland","G2200810","52","24","410","Talbot",NA,"1"
