"","STATE","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","ALLCOUNTIES","VARIABLE NAME","black_population","total_population","cty_percentage"
"795","Indiana","G1800270","22","18","1450","Shelby",NA,12929384,32414764,0.398873303535389
"796","Indiana","G1800290","22","18","1470","Spencer",NA,11496,933358,0.012316817341256
"797","Indiana","G1800230","22","18","1410","St Joseph",NA,NA,NA,NA
"798","Indiana","G1800310","22","18","1490","Starke",NA,2190,553360,0.00395764059563395
"799","Indiana","G1800330","22","18","1510","Steuben",NA,43114,3158146,0.013651680447959
"800","Indiana","G1800350","22","18","1530","Sullivan",NA,303352,7435512,0.0407977285222591
"801","Indiana","G1800370","22","18","1550","Switzerland",NA,2366,255950,0.00924399296737644
"802","Indiana","G1800390","22","18","1570","Tippecanoe",NA,233132,4488056,0.0519449846436854
"803","Indiana","G1800410","22","18","1590","Tipton",NA,276750,1845766,0.149937749422191
"804","Indiana","G1800430","22","18","1610","Union",NA,4679118,27003340,0.17327923138397
"805","Indiana","G1800450","22","18","1630","Vanderburgh",NA,417466,4353306,0.0958963142035042
"806","Indiana","G1800470","22","18","1650","Vermillion",NA,1422,376034,0.00378157294287219
"807","Indiana","G1800490","22","18","1670","Vigo",NA,185668,2583756,0.0718597266924586
"808","Indiana","G1800510","22","18","1690","Wabash",NA,7954,1038832,0.00765667595915413
"809","Indiana","G1800530","22","18","1710","Warren",NA,1618818,19770854,0.0818790124088722
"810","Indiana","G1800550","22","18","1730","Warrick",NA,22974,1480128,0.0155216305616812
"811","Indiana","G1800570","22","18","1750","Washington",NA,3336744,61811224,0.0539828171013083
"812","Indiana","G1800590","22","18","1770","Wayne",NA,18314310,57520294,0.318397364241567
"813","Indiana","G1800610","22","18","1790","Wells",NA,4622,765676,0.00603649585464348
"814","Indiana","G1800630","22","18","1810","White",NA,114146,4139982,0.0275716174611387
"815","Indiana","G1800650","22","18","1830","Whitley",NA,10530,1673788,0.00629111930543175
"816","Iowa","G1800670","31","19","10","Adair",NA,33134,1783908,0.0185738277982945
"817","Iowa","G1800690","31","19","30","Adams",NA,995836,19994978,0.0498043058612017
"818","Iowa","G1800710","31","19","50","Allamakee",NA,5094,334506,0.0152284263959391
"819","Iowa","G1800730","31","19","70","Appanoose",NA,1980,302274,0.00655034835943548
"820","Iowa","G1800750","31","19","90","Audubon",NA,654,136826,0.0047797933141362
"821","Iowa","G1800770","31","19","110","Benton",NA,341662,15755756,0.0216849004262315
"822","Iowa","G1800790","31","19","130","Black Hawk",NA,295856,3169714,0.0933383895203163
"823","Iowa","G1800810","31","19","150","Boone",NA,579268,12294946,0.0471143183548752
"824","Iowa","G1800830","31","19","170","Bremer",NA,6674,595358,0.0112100618451419
"825","Iowa","G1800850","31","19","190","Buchanan",NA,142344,3171602,0.044880788951451
"826","Iowa","G1800870","31","19","210","Buena Vista",NA,15188,484790,0.0313290290641309
"827","Iowa","G1800890","31","19","230","Butler",NA,1133246,17488504,0.0647994819911411
"828","Iowa","G1800910","31","19","250","Calhoun",NA,1377512,8375494,0.164469343539617
"829","Iowa","G1800930","31","19","270","Carroll",NA,868206,12727756,0.0682135955466148
"830","Iowa","G1800950","31","19","290","Cass",NA,526310,11375748,0.0462659686202613
"831","Iowa","G1800970","31","19","310","Cedar",NA,3894,983562,0.00395907934629439
"832","Iowa","G1800990","31","19","330","Cerro Gordo",NA,16884,1034292,0.016324210184358
"833","Iowa","G1801010","31","19","350","Cherokee",NA,915646,11578360,0.0790825298228765
"834","Iowa","G1801030","31","19","370","Chickasaw",NA,183814,704782,0.260809725560528
"835","Iowa","G1801050","31","19","390","Clarke",NA,1241488,4507316,0.275438420558931
"836","Iowa","G1801070","31","19","410","Clay",NA,1402206,16836214,0.0832851138622971
"837","Iowa","G1801090","31","19","430","Clayton",NA,4704656,7068126,0.665615751615067
"838","Iowa","G1801110","31","19","450","Clinton",NA,237318,9313182,0.0254819459127933
"839","Iowa","G1801130","31","19","470","Crawford",NA,204010,8251950,0.0247226413150831
"840","Iowa","G1801150","31","19","490","Dallas",NA,15088754,64628514,0.233468991720899
"841","Iowa","G1801170","31","19","510","Davis",NA,111998,8281184,0.0135243945793259
"842","Iowa","G1801190","31","19","530","Decatur",NA,290132,1822880,0.159161327130694
"843","Iowa","G1801210","31","19","550","Delaware",NA,3327660,23513044,0.141523998338965
"844","Iowa","G1801230","31","19","570","Des Moines",NA,55278,952006,0.0580647600960498
"845","Iowa","G1801250","31","19","590","Dickinson",NA,9306,1483200,0.00627427184466019
"846","Iowa","G1801270","31","19","610","Dubuque",NA,74644,2313610,0.0322630002463682
"847","Iowa","G1801290","31","19","630","Emmet",NA,7766,1023594,0.00758699249897909
"848","Iowa","G1801310","31","19","650","Fayette",NA,2371166,18674014,0.126976771035943
"849","Iowa","G1801330","31","19","670","Floyd",NA,473650,5966948,0.0793789387807636
"850","Iowa","G1801350","31","19","690","Franklin",NA,8205618,53658684,0.152922460789385
"851","Iowa","G1801370","31","19","710","Fremont",NA,53658,2578056,0.0208133570411194
"852","Iowa","G1801390","31","19","730","Greene",NA,1281880,18860946,0.0679647775885685
"853","Iowa","G1801410","31","19","750","Grundy",NA,24160,2072292,0.0116585886544946
"854","Iowa","G1801430","31","19","770","Guthrie",NA,1070,257694,0.00415221153771527
"855","Iowa","G1801450","31","19","790","Hamilton",NA,7236688,37006032,0.195554281529022
"856","Iowa","G1801470","31","19","810","Hancock",NA,357836,8005512,0.0446987025939128
"857","Iowa","G1801490","31","19","830","Hardin",NA,439014,5850790,0.0750349952741425
"858","Iowa","G1801510","31","19","850","Harrison",NA,1586804,10368244,0.153044623564029
"859","Iowa","G1801530","31","19","870","Henry",NA,2850166,12125520,0.235055156397416
"860","Iowa","G1801550","31","19","890","Howard",NA,1725344,11276926,0.152997722961027
"861","Iowa","G1801570","31","19","910","Humboldt",NA,49730,3886286,0.0127962790180651
"862","Iowa","G1801590","31","19","930","Ida",NA,664,166638,0.00398468536588293
"863","Iowa","G1801610","31","19","950","Iowa",NA,5914,956218,0.00618478213127132
"864","Iowa","G1801630","31","19","970","Jackson",NA,5952394,41466070,0.14354854462938
"865","Iowa","G1801650","31","19","990","Jasper",NA,797952,7028740,0.11352703329473
"866","Iowa","G1801670","31","19","1010","Jefferson",NA,15107612,76885430,0.19649512267799
"867","Iowa","G1801690","31","19","1030","Johnson",NA,1323588,28732174,0.0460664062524472
"868","Iowa","G1801710","31","19","1050","Jones",NA,797944,3555556,0.224421721947285
"869","Iowa","G1801730","31","19","1070","Keokuk",NA,1366,246090,0.00555081474257386
"870","Iowa","G1801750","31","19","1090","Kossuth",NA,2798,362100,0.00772714719690693
"871","Iowa","G1801770","31","19","1110","Lee",NA,3977428,28438850,0.139858960541653
"872","Iowa","G1801790","31","19","1130","Linn",NA,300252,8785270,0.0341767526780623
"873","Iowa","G1801810","31","19","1150","Louisa",NA,141254,1116552,0.126509110189225
"874","Iowa","G1801830","31","19","1170","Lucas",NA,2073764,10613176,0.19539523324592
"875","Iowa","G1900010","31","19","1190","Lyon",NA,68438,3189188,0.021459380883159
"876","Iowa","G1900030","31","19","1210","Madison",NA,5304308,33135078,0.160081349438803
"877","Iowa","G1900050","31","19","1230","Mahaska",NA,8818,537554,0.0164039333722752
"878","Iowa","G1900070","31","19","1250","Marion",NA,8719650,48666138,0.179172836767939
"879","Iowa","G1900090","31","19","1270","Marshall",NA,570840,8779542,0.0650193369995838
"880","Iowa","G1900110","31","19","1290","Mills",NA,3322,476072,0.00697793611050429
"881","Iowa","G1900130","31","19","1310","Mitchell",NA,287382,1515738,0.189598730123544
"882","Iowa","G1900150","31","19","1330","Monona",NA,1052,212684,0.00494630531680803
"883","Iowa","G1900170","31","19","1350","Monroe",NA,4610660,37336686,0.123488731699434
"884","Iowa","G1900190","31","19","1370","Montgomery",NA,14663838,88804858,0.165124277322756
"885","Iowa","G1900210","31","19","1390","Muscatine",NA,25526,1027334,0.024846836569217
"886","Iowa","G1900230","31","19","1410","O Brien",NA,NA,NA,NA
"887","Iowa","G1900250","31","19","1430","Osceola",NA,1087752,8653314,0.125703516594914
"888","Iowa","G1900270","31","19","1450","Page",NA,21568,942788,0.0228768291492891
"889","Iowa","G1900290","31","19","1470","Palo Alto",NA,2942,217998,0.0134955366562996
"890","Iowa","G1900310","31","19","1490","Plymouth",NA,1306780,12858890,0.10162463478574
"891","Iowa","G1900330","31","19","1510","Pocahontas",NA,3808,370688,0.0102727900552486
"892","Iowa","G1900350","31","19","1530","Polk",NA,3647332,35410710,0.103000815290063
"893","Iowa","G1900370","31","19","1550","Pottawattamie",NA,36784,2241016,0.0164139836574125
"894","Iowa","G1900390","31","19","1570","Poweshiek",NA,6578,445038,0.0147807602946265
"895","Iowa","G1900410","31","19","1590","Ringgold",NA,652,119040,0.00547715053763441
"896","Iowa","G1900430","31","19","1610","Sac",NA,800,237870,0.003363181569765
"897","Iowa","G1900450","31","19","1630","Scott",NA,910316,12520840,0.0727040677782002
"898","Iowa","G1900470","31","19","1650","Shelby",NA,12929384,32414764,0.398873303535389
"899","Iowa","G1900490","31","19","1670","Sioux",NA,6450,964844,0.00668501851076443
"900","Iowa","G1900510","31","19","1690","Story",NA,64932,2288604,0.0283718808496358
"901","Iowa","G1900530","31","19","1710","Tama",NA,2838,412806,0.00687490007412683
"902","Iowa","G1900550","31","19","1730","Taylor",NA,486008,5644554,0.0861021083330942
"903","Iowa","G1900570","31","19","1750","Union",NA,4679118,27003340,0.17327923138397
"904","Iowa","G1900590","31","19","1770","Van Buren",NA,76770,2526914,0.0303809310487021
"905","Iowa","G1900610","31","19","1790","Wapello",NA,26308,846974,0.031061165986205
"906","Iowa","G1900630","31","19","1810","Warren",NA,1618818,19770854,0.0818790124088722
"907","Iowa","G1900650","31","19","1830","Washington",NA,3336744,61811224,0.0539828171013083
"908","Iowa","G1900670","31","19","1850","Wayne",NA,18314310,57520294,0.318397364241567
"909","Iowa","G1900690","31","19","1870","Webster",NA,134598,2705794,0.0497443633920395
"910","Iowa","G1900710","31","19","1890","Winnebago",NA,1009712,11224228,0.0899582581537011
"911","Iowa","G1900730","31","19","1910","Winneshiek",NA,3972,491660,0.00807875361021844
"912","Iowa","G1900750","31","19","1930","Woodbury",NA,86780,2462454,0.0352412674510874
"913","Iowa","G1900770","31","19","1950","Worth",NA,143472,726424,0.197504487737189
"914","Iowa","G1900790","31","19","1970","Wright",NA,49718,3926538,0.0126620447834708
"915","Kansas","G1900810","32","20","10","Allen",NA,1391770,12162636,0.114429964030824
"916","Kansas","G1900830","32","20","30","Anderson",NA,1156774,8626822,0.134090398526827
"917","Kansas","G1900850","32","20","50","Atchison",NA,20128,521968,0.0385617509119333
"918","Kansas","G1900870","32","20","70","Barber",NA,884,112314,0.00787079081859786
"919","Kansas","G1900890","32","20","90","Barton",NA,13736,929970,0.0147703689366324
"920","Kansas","G1900910","32","20","110","Bourbon",NA,40102,833414,0.0481177422025548
"921","Kansas","G1900930","32","20","130","Brown",NA,267768,10509984,0.0254774888334749
"922","Kansas","G1900950","32","20","150","Butler",NA,1133246,17488504,0.0647994819911411
"923","Kansas","G1900970","32","20","170","Chase",NA,1242,158272,0.00784725030327537
"924","Kansas","G1900990","32","20","190","Chautauqua",NA,84876,3205184,0.0264808510213454
"925","Kansas","G1901010","32","20","210","Cherokee",NA,915646,11578360,0.0790825298228765
"926","Kansas","G1901030","32","20","230","Cheyenne",NA,1694,341326,0.00496299725189408
"927","Kansas","G1901050","32","20","250","Clark",NA,7190408,71104570,0.101124414366053
"928","Kansas","G1901070","32","20","270","Clay",NA,1402206,16836214,0.0832851138622971
"929","Kansas","G1901090","32","20","290","Cloud",NA,2046,218180,0.00937757814648455
"930","Kansas","G1901110","32","20","310","Coffey",NA,1614,199772,0.00807921029974171
"931","Kansas","G1901130","32","20","330","Comanche",NA,525304,3328964,0.157798041673025
"932","Kansas","G1901150","32","20","350","Cowley",NA,24654,853836,0.0288743974252667
"933","Kansas","G1901170","32","20","370","Crawford",NA,204010,8251950,0.0247226413150831
"934","Kansas","G1901190","32","20","390","Decatur",NA,290132,1822880,0.159161327130694
"935","Kansas","G1901210","32","20","410","Dickinson",NA,9306,1483200,0.00627427184466019
"936","Kansas","G1901230","32","20","430","Doniphan",NA,6110,185850,0.0328759752488566
"937","Kansas","G1901250","32","20","450","Douglas",NA,3364802,34766672,0.0967824012606096
"938","Kansas","G1901270","32","20","470","Edwards",NA,2388,273120,0.00874340949033392
"939","Kansas","G1901290","32","20","490","Elk",NA,3194,800296,0.00399102332137109
"940","Kansas","G1901310","32","20","510","Ellis",NA,443714,4833484,0.0918000349230493
"941","Kansas","G1901330","32","20","530","Ellsworth",NA,7702,150842,0.0510600495883109
"942","Kansas","G1901350","32","20","550","Finney",NA,31590,881622,0.0358316829661692
"943","Kansas","G1901370","32","20","570","Ford",NA,26734,1141082,0.0234286405359124
"944","Kansas","G1901390","32","20","590","Franklin",NA,8205618,53658684,0.152922460789385
"945","Kansas","G1901410","32","20","610","Geary",NA,154654,834788,0.185261407686742
"946","Kansas","G1901430","32","20","630","Gove",NA,408,64412,0.00633422343662672
"947","Kansas","G1901450","32","20","650","Graham",NA,20450,1177994,0.0173600205094423
"948","Kansas","G1901470","32","20","670","Grant",NA,209572,7955664,0.0263424900800235
"949","Kansas","G1901490","32","20","690","Gray",NA,30692,684114,0.0448638677179534
"950","Kansas","G1901510","32","20","710","Greeley",NA,596,88202,0.00675721638965103
"951","Kansas","G1901530","32","20","730","Greenwood",NA,542490,1836190,0.295443282013299
"952","Kansas","G1901550","32","20","750","Hamilton",NA,7236688,37006032,0.195554281529022
"953","Kansas","G1901570","32","20","770","Harper",NA,1198,226314,0.00529353022791343
"954","Kansas","G1901590","32","20","790","Harvey",NA,15036,829834,0.018119286507904
"955","Kansas","G1901610","32","20","810","Haskell",NA,9120,542816,0.0168012733596652
"956","Kansas","G1901630","32","20","830","Hodgeman",NA,582,44596,0.0130504978024935
"957","Kansas","G1901650","32","20","850","Jackson",NA,5952394,41466070,0.14354854462938
"958","Kansas","G1901670","32","20","870","Jefferson",NA,15107612,76885430,0.19649512267799
"959","Kansas","G1901690","32","20","890","Jewell",NA,182,70774,0.00257156582925933
"960","Kansas","G1901710","32","20","910","Johnson",NA,1323588,28732174,0.0460664062524472
"961","Kansas","G1901730","32","20","930","Kearny",NA,920,93618,0.00982716998867739
"962","Kansas","G1901750","32","20","950","Kingman",NA,548,179130,0.00305923072628817
"963","Kansas","G1901770","32","20","970","Kiowa",NA,10610,311570,0.0340533427480181
"964","Kansas","G1901790","32","20","990","Labette",NA,21482,491374,0.0437182268496095
"965","Kansas","G1901810","32","20","1010","Lane",NA,101032,8857138,0.011406844965044
"966","Kansas","G1901830","32","20","1030","Leavenworth",NA,181074,1914364,0.094587027336494
"967","Kansas","G1901850","32","20","1050","Lincoln",NA,699984,14445444,0.048457077539465
"968","Kansas","G1901870","32","20","1070","Linn",NA,300252,8785270,0.0341767526780623
"969","Kansas","G1901890","32","20","1090","Logan",NA,260124,5546610,0.0468978348937459
"970","Kansas","G1901910","32","20","1110","Lyon",NA,68438,3189188,0.021459380883159
"971","Kansas","G1901950","32","20","1150","Marion",NA,8719650,48666138,0.179172836767939
"972","Kansas","G1901970","32","20","1170","Marshall",NA,570840,8779542,0.0650193369995838
"973","Kansas","G1901930","32","20","1130","McPherson",NA,8482,761528,0.0111381328066729
"974","Kansas","G2000010","32","20","1190","Meade",NA,38376,1442632,0.0266013785913525
"975","Kansas","G2000030","32","20","1210","Miami",NA,109926,4178252,0.0263090881067011
"976","Kansas","G2000050","32","20","1230","Mitchell",NA,287382,1515738,0.189598730123544
"977","Kansas","G2000070","32","20","1250","Montgomery",NA,14663838,88804858,0.165124277322756
"978","Kansas","G2000090","32","20","1270","Morris",NA,497924,12283282,0.0405367230028587
"979","Kansas","G2000110","32","20","1290","Morton",NA,8176,787842,0.010377715328708
"980","Kansas","G2000130","32","20","1310","Nemaha",NA,3786,412222,0.00918437152796309
"981","Kansas","G2000150","32","20","1330","Neosho",NA,4910,388684,0.012632369739943
"982","Kansas","G2000170","32","20","1350","Ness",NA,562,70916,0.00792486885893169
"983","Kansas","G2000190","32","20","1370","Norton",NA,4246,132060,0.0321520520975314
"984","Kansas","G2000210","32","20","1390","Osage",NA,132424,1845920,0.0717387535754529
"985","Kansas","G2000230","32","20","1410","Osborne",NA,302,87178,0.00346417674183854
"986","Kansas","G2000250","32","20","1430","Ottawa",NA,140862,8629492,0.0163233247101915
"987","Kansas","G2000270","32","20","1450","Pawnee",NA,12010,620170,0.0193656578035055
"988","Kansas","G2000290","32","20","1470","Phillips",NA,292716,796764,0.367381056373029
"989","Kansas","G2000310","32","20","1490","Pottawatomie",NA,58738,2280040,0.0257618287398467
"990","Kansas","G2000330","32","20","1510","Pratt",NA,3400,228042,0.0149095342086107
"991","Kansas","G2000350","32","20","1530","Rawlins",NA,398,60188,0.00661261381006181
"992","Kansas","G2000370","32","20","1550","Reno",NA,49322,1517146,0.0325097254977438
"993","Kansas","G2000390","32","20","1570","Republic",NA,808,112866,0.00715893183066645
"994","Kansas","G2000410","32","20","1590","Rice",NA,83092,1810168,0.0459029217177632
"995","Kansas","G2000430","32","20","1610","Riley",NA,122738,1793600,0.0684310883140054
"996","Kansas","G2000450","32","20","1630","Rooks",NA,814,121950,0.00667486674866749
"997","Kansas","G2000470","32","20","1650","Rush",NA,4134,478628,0.00863718796225879
"998","Kansas","G2000490","32","20","1670","Russell",NA,621900,2638864,0.235669591157407
"999","Kansas","G2000510","32","20","1690","Saline",NA,302040,5602418,0.0539124356661713
"1000","Kansas","G2000530","32","20","1710","Scott",NA,910316,12520840,0.0727040677782002
"1001","Kansas","G2000550","32","20","1730","Sedgwick",NA,1149026,12311160,0.0933320661903509
"1002","Kansas","G2000570","32","20","1750","Seward",NA,27274,949308,0.0287304015135235
"1003","Kansas","G2000590","32","20","1770","Shawnee",NA,369424,4270434,0.0865073666985604
"1004","Kansas","G2000610","32","20","1790","Sheridan",NA,6976,1021570,0.00682870483667296
"1005","Kansas","G2000630","32","20","1810","Sherman",NA,2892,331294,0.0087294065090222
"1006","Kansas","G2000650","32","20","1830","Smith",NA,1067096,6309970,0.169112689917702
"1007","Kansas","G2000670","32","20","1850","Stafford",NA,647444,3538456,0.182973590741272
"1008","Kansas","G2000690","32","20","1870","Stanton",NA,1836,194570,0.00943619262990184
"1009","Kansas","G2000710","32","20","1890","Stevens",NA,9080,1436080,0.00632276753384213
"1010","Kansas","G2000730","32","20","1910","Sumner",NA,324606,4839498,0.0670743122530477
"1011","Kansas","G2000750","32","20","1930","Thomas",NA,395008,1275590,0.309666899238784
"1012","Kansas","G2000770","32","20","1950","Trego",NA,462,68826,0.00671257954842647
"1013","Kansas","G2000790","32","20","1970","Wabaunsee",NA,1176,166396,0.00706747758359576
"1014","Kansas","G2000810","32","20","1990","Wallace",NA,278,36336,0.00765081461911052
"1015","Kansas","G2000830","32","20","2010","Washington",NA,3336744,61811224,0.0539828171013083
"1016","Kansas","G2000850","32","20","2030","Wichita",NA,346648,3220238,0.107646701889736
"1017","Kansas","G2000870","32","20","2050","Wilson",NA,1028712,6463820,0.15914923373485
"1018","Kansas","G2000890","32","20","2070","Woodson",NA,416,76122,0.00546491158929088
"1019","Kansas","G2000910","32","20","2090","Wyandotte",NA,937288,3909886,0.239722590377315
"1020","Kentucky","G2000930","51","21","10","Adair",NA,33134,1783908,0.0185738277982945
"1021","Kentucky","G2000950","51","21","30","Allen",NA,1391770,12162636,0.114429964030824
"1022","Kentucky","G2000970","51","21","50","Anderson",NA,1156774,8626822,0.134090398526827
"1023","Kentucky","G2000990","51","21","70","Ballard",NA,6350,193556,0.0328070429229784
"1024","Kentucky","G2001010","51","21","90","Barren",NA,41862,1042104,0.0401706547523088
"1025","Kentucky","G2001030","51","21","110","Bath",NA,8826,398100,0.0221703089675961
"1026","Kentucky","G2001050","51","21","130","Bell",NA,1945268,8843626,0.219962716650388
"1027","Kentucky","G2001070","51","21","150","Boone",NA,579268,12294946,0.0471143183548752
"1028","Kentucky","G2001090","51","21","170","Bourbon",NA,40102,833414,0.0481177422025548
"1029","Kentucky","G2001110","51","21","190","Boyd",NA,33362,1203492,0.0277209985608546
"1030","Kentucky","G2001130","51","21","210","Boyle",NA,55962,713040,0.0784836755301245
"1031","Kentucky","G2001150","51","21","230","Bracken",NA,1230,200848,0.00612403409543535
"1032","Kentucky","G2001170","51","21","250","Breathitt",NA,1462,316176,0.0046240068822428
"1033","Kentucky","G2001190","51","21","270","Breckinridge",NA,10260,484596,0.0211722754624471
"1034","Kentucky","G2001210","51","21","290","Bullitt",NA,21118,1891902,0.0111623117899342
"1035","Kentucky","G2001230","51","21","310","Butler",NA,1133246,17488504,0.0647994819911411
"1036","Kentucky","G2001250","51","21","330","Caldwell",NA,184070,3481110,0.0528768122811402
"1037","Kentucky","G2001270","51","21","350","Calloway",NA,36892,925934,0.0398430125689304
"1038","Kentucky","G2001290","51","21","370","Campbell",NA,269116,5682434,0.0473592830114701
"1039","Kentucky","G2001310","51","21","390","Carlisle",NA,1460,116614,0.0125199375718181
"1040","Kentucky","G2001330","51","21","410","Carroll",NA,868206,12727756,0.0682135955466148
"1041","Kentucky","G2001350","51","21","430","Carter",NA,104446,3351834,0.0311608510445326
"1042","Kentucky","G2001370","51","21","450","Casey",NA,3212,382920,0.00838817507573384
"1043","Kentucky","G2001390","51","21","470","Christian",NA,404908,4563886,0.0887200074673206
"1044","Kentucky","G2001410","51","21","490","Clark",NA,7190408,71104570,0.101124414366053
"1045","Kentucky","G2001430","51","21","510","Clay",NA,1402206,16836214,0.0832851138622971
"1046","Kentucky","G2001450","51","21","530","Clinton",NA,237318,9313182,0.0254819459127933
"1047","Kentucky","G2001470","51","21","550","Crittenden",NA,627950,1396254,0.449739087587215
"1048","Kentucky","G2001490","51","21","570","Cumberland",NA,4396326,26604214,0.165249234576146
"1049","Kentucky","G2001510","51","21","590","Daviess",NA,129764,3376488,0.0384316485057847
"1050","Kentucky","G2001530","51","21","610","Edmonson",NA,5224,291790,0.0179032866102334
"1051","Kentucky","G2001550","51","21","630","Elliott",NA,6594,181190,0.0363927369060103
"1052","Kentucky","G2001570","51","21","650","Estill",NA,1182,344590,0.00343016338257059
"1053","Kentucky","G2001590","51","21","670","Fayette",NA,2371166,18674014,0.126976771035943
"1054","Kentucky","G2001610","51","21","690","Fleming",NA,5084,348390,0.0145928413559517
"1055","Kentucky","G2001630","51","21","710","Floyd",NA,473650,5966948,0.0793789387807636
"1056","Kentucky","G2001650","51","21","730","Franklin",NA,8205618,53658684,0.152922460789385
"1057","Kentucky","G2001670","51","21","750","Fulton",NA,10967506,28762146,0.381317374579769
"1058","Kentucky","G2001690","51","21","770","Gallatin",NA,14934,2813586,0.00530781714154108
"1059","Kentucky","G2001710","51","21","790","Garrard",NA,8780,415026,0.0211553011136652
"1060","Kentucky","G2001730","51","21","810","Grant",NA,209572,7955664,0.0263424900800235
"1061","Kentucky","G2001750","51","21","830","Graves",NA,39048,894456,0.0436555850707022
"1062","Kentucky","G2001770","51","21","850","Grayson",NA,213030,4083748,0.0521653148039497
"1063","Kentucky","G2001790","51","21","870","Green",NA,11298,1149614,0.00982764649699812
"1064","Kentucky","G2001810","51","21","890","Greenup",NA,7210,862130,0.00836300789904075
"1065","Kentucky","G2001830","51","21","910","Hancock",NA,357836,8005512,0.0446987025939128
"1066","Kentucky","G2001850","51","21","930","Hardin",NA,439014,5850790,0.0750349952741425
"1067","Kentucky","G2001870","51","21","950","Harlan",NA,13952,738324,0.0188968528721808
"1068","Kentucky","G2001890","51","21","970","Harrison",NA,1586804,10368244,0.153044623564029
"1069","Kentucky","G2001910","51","21","990","Hart",NA,136930,1064320,0.128654915814793
"1070","Kentucky","G2001930","51","21","1010","Henderson",NA,354562,6580512,0.0538806098978317
"1071","Kentucky","G2001950","51","21","1030","Henry",NA,2850166,12125520,0.235055156397416
"1072","Kentucky","G2001970","51","21","1050","Hickman",NA,38944,703744,0.055338304838123
"1073","Kentucky","G2001990","51","21","1070","Hopkins",NA,136754,1964674,0.0696064588832549
"1074","Kentucky","G2002010","51","21","1090","Jackson",NA,5952394,41466070,0.14354854462938
"1075","Kentucky","G2002030","51","21","1110","Jefferson",NA,15107612,76885430,0.19649512267799
"1076","Kentucky","G2002050","51","21","1130","Jessamine",NA,48402,1242630,0.0389512566089665
"1077","Kentucky","G2002070","51","21","1150","Johnson",NA,1323588,28732174,0.0460664062524472
"1078","Kentucky","G2002090","51","21","1170","Kenton",NA,191506,3949014,0.048494636889107
"1079","Kentucky","G2100010","51","21","1190","Knott",NA,3338,372592,0.00895886116717482
"1080","Kentucky","G2100030","51","21","1210","Knox",NA,1136358,16617592,0.0683828318808164
"1081","Kentucky","G2100050","51","21","1230","Larue",NA,10464,340916,0.0306937779394338
"1082","Kentucky","G2100070","51","21","1250","Laurel",NA,10896,1443548,0.00754806906316936
"1083","Kentucky","G2100090","51","21","1270","Lawrence",NA,378764,9495386,0.0398892683246368
"1084","Kentucky","G2100110","51","21","1290","Lee",NA,3977428,28438850,0.139858960541653
"1085","Kentucky","G2100130","51","21","1310","Leslie",NA,812,252534,0.00321540861824546
"1086","Kentucky","G2100150","51","21","1330","Letcher",NA,2722,547662,0.00497021885761656
"1087","Kentucky","G2100170","51","21","1350","Lewis",NA,37042,3840540,0.00964499783884558
"1088","Kentucky","G2100190","51","21","1370","Lincoln",NA,699984,14445444,0.048457077539465
"1089","Kentucky","G2100210","51","21","1390","Livingston",NA,121980,7497532,0.0162693537019915
"1090","Kentucky","G2100230","51","21","1410","Logan",NA,260124,5546610,0.0468978348937459
"1091","Kentucky","G2100250","51","21","1430","Lyon",NA,68438,3189188,0.021459380883159
"1092","Kentucky","G2100330","51","21","1510","Madison",NA,5304308,33135078,0.160081349438803
"1093","Kentucky","G2100350","51","21","1530","Magoffin",NA,662,304214,0.00217609971927656
"1094","Kentucky","G2100370","51","21","1550","Marion",NA,8719650,48666138,0.179172836767939
"1095","Kentucky","G2100390","51","21","1570","Marshall",NA,570840,8779542,0.0650193369995838
"1096","Kentucky","G2100410","51","21","1590","Martin",NA,475172,5438430,0.0873730102253776
"1097","Kentucky","G2100430","51","21","1610","Mason",NA,59754,3703608,0.01613399690248
"1098","Kentucky","G2100270","51","21","1450","McCracken",NA,173368,1571456,0.110323165268388
"1099","Kentucky","G2100290","51","21","1470","McCreary",NA,24504,424484,0.0577265574203032
"1100","Kentucky","G2100310","51","21","1490","McLean",NA,330872,4586414,0.0721417647861706
"1101","Kentucky","G2100450","51","21","1630","Meade",NA,38376,1442632,0.0266013785913525
"1102","Kentucky","G2100470","51","21","1650","Menifee",NA,4094,153902,0.0266013437122325
"1103","Kentucky","G2100490","51","21","1670","Mercer",NA,2167436,15166986,0.142904859277908
"1104","Kentucky","G2100510","51","21","1690","Metcalfe",NA,4180,240770,0.0173609668978693
"1105","Kentucky","G2100530","51","21","1710","Monroe",NA,4610660,37336686,0.123488731699434
"1106","Kentucky","G2100550","51","21","1730","Montgomery",NA,14663838,88804858,0.165124277322756
"1107","Kentucky","G2100570","51","21","1750","Morgan",NA,602266,8869524,0.0679028547642467
"1108","Kentucky","G2100590","51","21","1770","Muhlenberg",NA,35648,746120,0.0477778373451992
"1109","Kentucky","G2100610","51","21","1790","Nelson",NA,98068,1512034,0.0648583299052799
"1110","Kentucky","G2100630","51","21","1810","Nicholas",NA,3816,780300,0.00489042675893887
"1111","Kentucky","G2100650","51","21","1830","Ohio",NA,44742,1746028,0.0256250186136763
"1112","Kentucky","G2100670","51","21","1850","Oldham",NA,71408,1599124,0.04465444831045
"1113","Kentucky","G2100690","51","21","1870","Owen",NA,4888,764424,0.00639435705838644
