"","STATE","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","ALLCOUNTIES","VARIABLE NAME","black_population","total_population","cty_percentage"
"1782","Nevada","G3100810","65","32","130","Humboldt",NA,49730,3886286,0.0127962790180651
"1783","Nevada","G3100830","65","32","150","Lander",NA,1288,137670,0.00935570567298613
"1784","Nevada","G3100850","65","32","170","Lincoln",NA,699984,14445444,0.048457077539465
"1785","Nevada","G3100870","65","32","190","Lyon",NA,68438,3189188,0.021459380883159
"1786","Nevada","G3100890","65","32","210","Mineral",NA,24166,887286,0.0272358630700811
"1787","Nevada","G3100910","65","32","230","Nye",NA,35254,1071166,0.0329117989181882
"1788","Nevada","G3100930","65","32","250","Ormsby",NA,NA,NA,NA
"1789","Nevada","G3100950","65","32","270","Pershing",NA,6672,159590,0.0418071307726048
"1790","Nevada","G3100970","65","32","290","Storey",NA,1408,95704,0.0147120287553289
"1791","Nevada","G3100990","65","32","310","Washoe",NA,284048,10762000,0.02639360713622
"1792","Nevada","G3101010","65","32","330","White Pine",NA,10756,234922,0.0457854096253224
"1793","New Hampshire","G3101050","4","33","10","Belknap",NA,8850,1458624,0.00606736211662498
"1794","New Hampshire","G3101070","4","33","30","Carroll",NA,868206,12727756,0.0682135955466148
"1795","New Hampshire","G3101090","4","33","50","Cheshire",NA,13148,1834138,0.00716849004818612
"1796","New Hampshire","G3101110","4","33","70","Coos",NA,14712,2289752,0.00642514997257345
"1797","New Hampshire","G3101130","4","33","90","Grafton",NA,25318,2160002,0.0117212854432542
"1798","New Hampshire","G3101150","4","33","110","Hillsborough",NA,6143720,42893672,0.14323138387406
"1799","New Hampshire","G3101170","4","33","130","Merrimack",NA,53634,3583900,0.0149652613075142
"1800","New Hampshire","G3101190","4","33","150","Rockingham",NA,530266,11399910,0.0465149286266295
"1801","New Hampshire","G3101210","4","33","170","Strafford",NA,39164,3066560,0.0127713137848273
"1802","New Hampshire","G3101230","4","33","190","Sullivan",NA,303352,7435512,0.0407977285222591
"1803","New Jersey","G3101250","12","34","10","Atlantic",NA,1115044,6455470,0.172728554233851
"1804","New Jersey","G3101270","12","34","30","Bergen",NA,1550684,22185238,0.0698971090596369
"1805","New Jersey","G3101290","12","34","50","Burlington",NA,1916758,10750072,0.178301875559531
"1806","New Jersey","G3101310","12","34","70","Camden",NA,2890494,14808576,0.195190543641738
"1807","New Jersey","G3101330","12","34","90","Cape May",NA,111780,2260248,0.0494547500982193
"1808","New Jersey","G3101350","12","34","110","Cumberland",NA,4396326,26604214,0.165249234576146
"1809","New Jersey","G3101370","12","34","130","Essex",NA,9389242,38946152,0.241082662030385
"1810","New Jersey","G3101390","12","34","150","Gloucester",NA,833902,7876084,0.105877743304922
"1811","New Jersey","G3101410","12","34","170","Hudson",NA,2395258,15896358,0.150679671406494
"1812","New Jersey","G3101430","12","34","190","Hunterdon",NA,82880,3019074,0.0274521260492456
"1813","New Jersey","G3101450","12","34","210","Mercer",NA,2167436,15166986,0.142904859277908
"1814","New Jersey","G3101470","12","34","230","Middlesex",NA,4649210,61800822,0.0752289346572122
"1815","New Jersey","G3101490","12","34","250","Monmouth",NA,1133060,14974282,0.0756670670420124
"1816","New Jersey","G3101510","12","34","270","Morris",NA,497924,12283282,0.0405367230028587
"1817","New Jersey","G3101530","12","34","290","Ocean",NA,494706,14226958,0.034772436946816
"1818","New Jersey","G3101550","12","34","310","Passaic",NA,1802820,12073094,0.149325433894576
"1819","New Jersey","G3101570","12","34","330","Salem",NA,225508,1532814,0.147120263776296
"1820","New Jersey","G3101590","12","34","350","Somerset",NA,1112742,11544956,0.0963833902874987
"1821","New Jersey","G3101610","12","34","370","Sussex",NA,899098,8970248,0.100231119585545
"1822","New Jersey","G3101630","12","34","390","Union",NA,4679118,27003340,0.17327923138397
"1823","New Jersey","G3101650","12","34","410","Warren",NA,1618818,19770854,0.0818790124088722
"1824","New Mexico","G3101670","66","35","10","Bernalillo",NA,562706,16227658,0.0346757369424473
"1825","New Mexico","G3101690","66","35","30","Catron",NA,684,86124,0.00794203706283963
"1826","New Mexico","G3101710","66","35","50","Chaves",NA,38690,1568554,0.0246660299868541
"1827","New Mexico","G3101730",NA,"35","60","Cibola",NA,9040,648248,0.0139452802014044
"1828","New Mexico","G3101750","66","35","70","Colfax",NA,13578,557698,0.0243465101183795
"1829","New Mexico","G3101770","66","35","90","Curry",NA,86720,1739944,0.0498406845277779
"1830","New Mexico","G3101790","66","35","110","De Baca",NA,252,44402,0.00567542002612495
"1831","New Mexico","G3101810","66","35","130","Dona Ana",NA,NA,NA,NA
"1832","New Mexico","G3101830","66","35","150","Eddy",NA,25966,1415966,0.0183380109409407
"1833","New Mexico","G3101850","66","35","170","Grant",NA,209572,7955664,0.0263424900800235
"1834","New Mexico","G3200010","66","35","190","Guadalupe",NA,298952,3773164,0.0792311174388391
"1835","New Mexico","G3200030","66","35","210","Harding",NA,356,46838,0.00760066612579529
"1836","New Mexico","G3200050","66","35","230","Hidalgo",NA,164952,20202442,0.00816495352393537
"1837","New Mexico","G3200070","66","35","250","Lea",NA,72174,1659806,0.043483395047373
"1838","New Mexico","G3200090","66","35","270","Lincoln",NA,699984,14445444,0.048457077539465
"1839","New Mexico","G3200110","66","35","280","Los Alamos",NA,4618,444974,0.0103781344527995
"1840","New Mexico","G3200130","66","35","290","Luna",NA,9524,585032,0.0162794513804373
"1841","New Mexico","G3200150","66","35","310","McKinley",NA,10628,1732342,0.0061350472366311
"1842","New Mexico","G3200170","66","35","330","Mora",NA,1096,110520,0.00991675714802751
"1843","New Mexico","G3200190","66","35","350","Otero",NA,71226,2031436,0.0350618971013608
"1844","New Mexico","G3200210","66","35","370","Quay",NA,3914,204132,0.0191738678894049
"1845","New Mexico","G3200230","66","35","390","Rio Arriba",NA,7656,946606,0.00808784224904554
"1846","New Mexico","G3200250","66","35","410","Roosevelt",NA,12430,727222,0.0170924421978433
"1847","New Mexico","G3200290","66","35","450","San Juan",NA,26426,3832560,0.00689513014799507
"1848","New Mexico","G3200310","66","35","470","San Miguel",NA,15280,865272,0.0176591869377491
"1849","New Mexico","G3200270","66","35","430","Sandoval",NA,87220,3375042,0.0258426413656482
"1850","New Mexico","G3200330","66","35","490","Santa Fe",NA,40252,3568354,0.0112802709596638
"1851","New Mexico","G3205100","66","35","510","Sierra",NA,2238,343824,0.00650914421331844
"1852","New Mexico","G3300010","66","35","530","Socorro",NA,5266,410212,0.0128372646338966
"1853","New Mexico","G3300030","66","35","550","Taos",NA,6396,787446,0.00812246173070915
"1854","New Mexico","G3300050","66","35","570","Torrance",NA,8058,377824,0.0213273905310409
"1855","New Mexico","G3300070","66","35","590","Union",NA,4679118,27003340,0.17327923138397
"1856","New Mexico","G3300090","66","35","610","Valencia",NA,32408,1837338,0.0176385618759314
"1857","New York","G3300110","13","36","10","Albany",NA,1024604,8254678,0.124124042149191
"1858","New York","G3300130","13","36","30","Allegany",NA,155358,2868116,0.054167265201268
"1859","New York","G3300150","13","36","50","Bronx",NA,14941016,34056712,0.438709878980684
"1860","New York","G3300170","13","36","70","Broome",NA,272060,4679730,0.0581358326228223
"1861","New York","G3300190","13","36","90","Cattaraugus",NA,26762,1869582,0.0143144296425618
"1862","New York","G3400010","13","36","110","Cayuga",NA,80852,1872674,0.0431746262296588
"1863","New York","G3400030","13","36","130","Chautauqua",NA,84876,3205184,0.0264808510213454
"1864","New York","G3400050","13","36","150","Chemung",NA,136106,2065334,0.0659002369592521
"1865","New York","G3400070","13","36","170","Chenango",NA,10602,1165252,0.00909846110540896
"1866","New York","G3400090","13","36","190","Clinton",NA,237318,9313182,0.0254819459127933
"1867","New York","G3400110","13","36","210","Columbia",NA,1253102,11455794,0.109385870590899
"1868","New York","G3400130","13","36","230","Cortland",NA,21684,1158042,0.018724709466496
"1869","New York","G3400150","13","36","250","Delaware",NA,3327660,23513044,0.141523998338965
"1870","New York","G3400170","13","36","270","Dutchess",NA,804706,7079426,0.113668255025196
"1871","New York","G3400190","13","36","290","Erie",NA,3741886,30500680,0.122682051678848
"1872","New York","G3400210","13","36","310","Essex",NA,9389242,38946152,0.241082662030385
"1873","New York","G3400230","13","36","330","Franklin",NA,8205618,53658684,0.152922460789385
"1874","New York","G3400250","13","36","350","Fulton",NA,10967506,28762146,0.381317374579769
"1875","New York","G3400270","13","36","370","Genesee",NA,2074348,11288720,0.183754048288911
"1876","New York","G3400290","13","36","390","Greene",NA,1281880,18860946,0.0679647775885685
"1877","New York","G3400310","13","36","410","Hamilton",NA,7236688,37006032,0.195554281529022
"1878","New York","G3400330","13","36","430","Herkimer",NA,19898,1505548,0.013216450089934
"1879","New York","G3400350","13","36","450","Jefferson",NA,15107612,76885430,0.19649512267799
"1880","New York","G3400370","13","36","470","Kings",NA,21686882,65322270,0.331998290935082
"1881","New York","G3400390","13","36","490","Lewis",NA,37042,3840540,0.00964499783884558
"1882","New York","G3400410","13","36","510","Livingston",NA,121980,7497532,0.0162693537019915
"1883","New York","G3500010","13","36","530","Madison",NA,5304308,33135078,0.160081349438803
"1884","New York","G3500030","13","36","550","Monroe",NA,4610660,37336686,0.123488731699434
"1885","New York","G3500050","13","36","570","Montgomery",NA,14663838,88804858,0.165124277322756
"1886","New York","G3500060","13","36","590","Nassau",NA,4212508,34405614,0.122436646530999
"1887","New York","G3500070","13","36","610","New York",NA,7074122,38967860,0.181537348984522
"1888","New York","G3500090","13","36","630","Niagara",NA,365276,5092554,0.0717274672001514
"1889","New York","G3500110","13","36","650","Oneida",NA,385780,6503984,0.0593144140575992
"1890","New York","G3500130","13","36","670","Onondaga",NA,1309730,11144598,0.117521511318757
"1891","New York","G3500150","13","36","690","Ontario",NA,68804,2624766,0.0262133843550244
"1892","New York","G3500170","13","36","710","Orange",NA,10403806,122757864,0.0847506274628565
"1893","New York","G3500190","13","36","730","Orleans",NA,67272,1641310,0.0409867727607825
"1894","New York","G3500210","13","36","750","Oswego",NA,29464,2863730,0.0102886794495291
"1895","New York","G3500230","13","36","770","Otsego",NA,35130,2036964,0.0172462547202602
"1896","New York","G3500250","13","36","790","Putnam",NA,605496,9819116,0.0616650215762804
"1897","New York","G3500270","13","36","810","Queens",NA,11335290,54487702,0.208033915616408
"1898","New York","G3500280","13","36","830","Rensselaer",NA,286262,3821192,0.074914319929488
"1899","New York","G3500290","13","36","850","Richmond",NA,4475408,17511124,0.255575141835556
"1900","New York","G3500310","13","36","870","Rockland",NA,997164,7722008,0.129132733351222
"1901","New York","G3500350","13","36","910","Saratoga",NA,97724,5431022,0.0179936667536976
"1902","New York","G3500370","13","36","930","Schenectady",NA,435572,3721006,0.117057591414795
"1903","New York","G3500390","13","36","950","Schoharie",NA,11054,758958,0.0145647058203484
"1904","New York","G3500410","13","36","970","Schuyler",NA,10972,712242,0.0154048764324485
"1905","New York","G3500430","13","36","990","Seneca",NA,77510,2168598,0.0357419862971376
"1906","New York","G3500330","13","36","890","St Lawrence",NA,NA,NA,NA
"1907","New York","G3500450","13","36","1010","Steuben",NA,43114,3158146,0.013651680447959
"1908","New York","G3500470","13","36","1030","Suffolk",NA,7646036,54400812,0.140550034436986
"1909","New York","G3500490","13","36","1050","Sullivan",NA,303352,7435512,0.0407977285222591
"1910","New York","G3500510","13","36","1070","Tioga",NA,18482,2177008,0.00848963347860917
"1911","New York","G3500530","13","36","1090","Tompkins",NA,106466,2458618,0.0433031890273316
"1912","New York","G3500550","13","36","1110","Ulster",NA,298028,4313962,0.0690845213750144
"1913","New York","G3500570","13","36","1130","Warren",NA,1618818,19770854,0.0818790124088722
"1914","New York","G3500590","13","36","1150","Washington",NA,3336744,61811224,0.0539828171013083
"1915","New York","G3500610","13","36","1170","Wayne",NA,18314310,57520294,0.318397364241567
"1916","New York","G3600010","13","36","1190","Westchester",NA,3771752,23157060,0.162876980065691
"1917","New York","G3600030","13","36","1210","Wyoming",NA,66178,2165408,0.0305614461570291
"1918","New York","G3600050","13","36","1230","Yates",NA,5600,602498,0.00929463666269432
"1919","North Carolina","G3600070","47","37","10","Alamance",NA,776806,3851728,0.201677273161552
"1920","North Carolina","G3600090","47","37","30","Alexander",NA,106610,1053296,0.10121561270526
"1921","North Carolina","G3600110","47","37","50","Alleghany",NA,21794,635324,0.0343037568232902
"1922","North Carolina","G3600130","47","37","70","Anson",NA,294624,606782,0.485551647873536
"1923","North Carolina","G3600150","47","37","90","Ashe",NA,5720,646904,0.00884211567713293
"1924","North Carolina","G3600170","47","37","110","Avery",NA,18738,422250,0.0443765541740675
"1925","North Carolina","G3600190","47","37","130","Beaufort",NA,1096060,5464780,0.20056800090763
"1926","North Carolina","G3600210","47","37","150","Bertie",NA,293906,475182,0.618512485742305
"1927","North Carolina","G3600230","47","37","170","Bladen",NA,282040,813844,0.346552902030365
"1928","North Carolina","G3600250","47","37","190","Brunswick",NA,547578,3440198,0.15917048960554
"1929","North Carolina","G3600270","47","37","210","Buncombe",NA,386336,6066486,0.0636836547549933
"1930","North Carolina","G3600290","47","37","230","Burke",NA,410080,2759548,0.148604046749685
"1931","North Carolina","G3600310","47","37","250","Cabarrus",NA,865574,4795940,0.180480573151457
"1932","North Carolina","G3600330","47","37","270","Caldwell",NA,184070,3481110,0.0528768122811402
"1933","North Carolina","G3600350","47","37","290","Camden",NA,2890494,14808576,0.195190543641738
"1934","North Carolina","G3600370","47","37","310","Carteret",NA,96724,1647790,0.0586992274500998
"1935","North Carolina","G3600390","47","37","330","Caswell",NA,181480,549124,0.330490016826801
"1936","North Carolina","G3600410","47","37","350","Catawba",NA,334706,3765046,0.0888982498487402
"1937","North Carolina","G3600430","47","37","370","Chatham",NA,2985460,8461548,0.352826693177182
"1938","North Carolina","G3600450","47","37","390","Cherokee",NA,915646,11578360,0.0790825298228765
"1939","North Carolina","G3600470","47","37","410","Chowan",NA,117946,343004,0.343861879161759
"1940","North Carolina","G3600490","47","37","430","Clay",NA,1402206,16836214,0.0832851138622971
"1941","North Carolina","G3600510","47","37","450","Cleveland",NA,842150,9134952,0.0921898659128149
"1942","North Carolina","G3600530","47","37","470","Columbus",NA,414914,1354456,0.306332579279061
"1943","North Carolina","G3600550","47","37","490","Craven",NA,538506,2477810,0.217331433806466
"1944","North Carolina","G3600570","47","37","510","Cumberland",NA,4396326,26604214,0.165249234576146
"1945","North Carolina","G3600590","47","37","530","Currituck",NA,35936,621374,0.0578331246560043
"1946","North Carolina","G3600610","47","37","550","Dare",NA,23386,857472,0.0272731937602627
"1947","North Carolina","G3600630","47","37","570","Davidson",NA,4878614,20107842,0.242622455457925
"1948","North Carolina","G3600650","47","37","590","Davie",NA,64668,1008234,0.0641398722915514
"1949","North Carolina","G3600670","47","37","610","Duplin",NA,367604,1417268,0.259375079378071
"1950","North Carolina","G3600690","47","37","630","Durham",NA,2759510,7261342,0.380027548626686
"1951","North Carolina","G3600710","47","37","650","Edgecombe",NA,746092,1287366,0.579549250174387
"1952","North Carolina","G3600730","47","37","670","Forsyth",NA,2617558,14036562,0.186481419025542
"1953","North Carolina","G3600750","47","37","690","Franklin",NA,8205618,53658684,0.152922460789385
"1954","North Carolina","G3600770","47","37","710","Gaston",NA,869692,5181136,0.167857396524623
"1955","North Carolina","G3600790","47","37","730","Gates",NA,90556,280112,0.323284971725595
"1956","North Carolina","G3600810","47","37","750","Graham",NA,20450,1177994,0.0173600205094423
"1957","North Carolina","G3600830","47","37","770","Granville",NA,454346,1412794,0.321593947879167
"1958","North Carolina","G3600850","47","37","790","Greene",NA,1281880,18860946,0.0679647775885685
"1959","North Carolina","G3600870","47","37","810","Guilford",NA,4302104,12452930,0.345469218890655
"1960","North Carolina","G3600890","47","37","830","Halifax",NA,973778,2084974,0.467045632223711
"1961","North Carolina","G3600910","47","37","850","Harnett",NA,673968,3090804,0.218055884488308
"1962","North Carolina","G3600930","47","37","870","Haywood",NA,234630,1881262,0.124719470227964
"1963","North Carolina","G3600950","47","37","890","Henderson",NA,354562,6580512,0.0538806098978317
"1964","North Carolina","G3600970","47","37","910","Hertford",NA,352320,579540,0.607930427580495
"1965","North Carolina","G3600990","47","37","930","Hoke",NA,439448,1263512,0.347798833726945
"1966","North Carolina","G3601010","47","37","950","Hyde",NA,37498,160902,0.23304868802128
"1967","North Carolina","G3601030","47","37","970","Iredell",NA,503990,4127172,0.1221150947913
"1968","North Carolina","G3601050","47","37","990","Jackson",NA,5952394,41466070,0.14354854462938
"1969","North Carolina","G3601070","47","37","1010","Johnston",NA,758846,4846114,0.156588557347186
"1970","North Carolina","G3601090","47","37","1030","Jones",NA,797944,3555556,0.224421721947285
"1971","North Carolina","G3601110","47","37","1050","Lee",NA,3977428,28438850,0.139858960541653
"1972","North Carolina","G3601130","47","37","1070","Lenoir",NA,570986,1381362,0.413350012523871
"1973","North Carolina","G3601150","47","37","1090","Lincoln",NA,699984,14445444,0.048457077539465
"1974","North Carolina","G3601190","47","37","1130","Macon",NA,1047434,5120434,0.204559613501512
"1975","North Carolina","G3601210","47","37","1150","Madison",NA,5304308,33135078,0.160081349438803
"1976","North Carolina","G3601230","47","37","1170","Martin",NA,475172,5438430,0.0873730102253776
"1977","North Carolina","G3601170","47","37","1110","McDowell",NA,84192,1553580,0.0541922527323987
"1978","North Carolina","G3700010","47","37","1190","Mecklenburg",NA,8382614,25693942,0.326248654254766
"1979","North Carolina","G3700030","47","37","1210","Mitchell",NA,287382,1515738,0.189598730123544
"1980","North Carolina","G3700050","47","37","1230","Montgomery",NA,14663838,88804858,0.165124277322756
"1981","North Carolina","G3700070","47","37","1250","Moore",NA,310918,2961362,0.104991554561719
"1982","North Carolina","G3700090","47","37","1270","Nash",NA,910214,2271154,0.400771590125549
"1983","North Carolina","G3700110","47","37","1290","New Hanover",NA,751292,5321086,0.141191478581628
"1984","North Carolina","G3700130","47","37","1310","Northampton",NA,858100,8020862,0.106983513742039
"1985","North Carolina","G3700150","47","37","1330","Onslow",NA,734516,4672772,0.157190635451505
"1986","North Carolina","G3700170","47","37","1350","Orange",NA,10403806,122757864,0.0847506274628565
"1987","North Carolina","G3700190","47","37","1370","Pamlico",NA,60044,307844,0.19504684190694
"1988","North Carolina","G3700210","47","37","1390","Pasquotank",NA,354480,957982,0.37002782933291
"1989","North Carolina","G3700230","47","37","1410","Pender",NA,224284,1402514,0.159915694246189
"1990","North Carolina","G3700250","47","37","1430","Perquimans",NA,76384,324830,0.235150694209279
"1991","North Carolina","G3700270","47","37","1450","Person",NA,255700,946786,0.270071589567231
"1992","North Carolina","G3700290","47","37","1470","Pitt",NA,1499866,4241518,0.353615380153992
"1993","North Carolina","G3700310","47","37","1490","Polk",NA,3647332,35410710,0.103000815290063
"1994","North Carolina","G3700330","47","37","1510","Randolph",NA,565754,7254296,0.0779888220717765
"1995","North Carolina","G3700350","47","37","1530","Richmond",NA,4475408,17511124,0.255575141835556
"1996","North Carolina","G3700370","47","37","1550","Robeson",NA,774728,3196054,0.242401411240236
"1997","North Carolina","G3700390","47","37","1570","Rockingham",NA,530266,11399910,0.0465149286266295
"1998","North Carolina","G3700410","47","37","1590","Rowan",NA,567386,3932860,0.144268039035206
"1999","North Carolina","G3700430","47","37","1610","Rutherford",NA,1237068,8874812,0.139390896393073
"2000","North Carolina","G3700450","47","37","1630","Sampson",NA,411812,1523700,0.270271050731771
"2001","North Carolina","G3700470","47","37","1650","Scotland",NA,332906,966494,0.34444704260968
"2002","North Carolina","G3700490","47","37","1670","Stanly",NA,167274,1473610,0.113513073336907
"2003","North Carolina","G3700510","47","37","1690","Stokes",NA,45874,1108592,0.0413804176829708
"2004","North Carolina","G3700530","47","37","1710","Surry",NA,140452,1897296,0.0740274580244727
"2005","North Carolina","G3700550","47","37","1730","Swain",NA,3528,340038,0.0103753109946535
"2006","North Carolina","G3700570","47","37","1750","Transylvania",NA,29592,804784,0.0367701147140102
"2007","North Carolina","G3700590","47","37","1770","Tyrrell",NA,36054,97798,0.368657845763717
"2008","North Carolina","G3700610","47","37","1790","Union",NA,4679118,27003340,0.17327923138397
"2009","North Carolina","G3700630","47","37","1810","Vance",NA,550200,1073942,0.512318169882545
"2010","North Carolina","G3700650","47","37","1830","Wake",NA,5232584,24740598,0.211497878911415
"2011","North Carolina","G3700670","47","37","1850","Warren",NA,1618818,19770854,0.0818790124088722
"2012","North Carolina","G3700690","47","37","1870","Washington",NA,3336744,61811224,0.0539828171013083
"2013","North Carolina","G3700710","47","37","1890","Watauga",NA,23444,1294562,0.0181096000037078
"2014","North Carolina","G3700730","47","37","1910","Wayne",NA,18314310,57520294,0.318397364241567
"2015","North Carolina","G3700750","47","37","1930","Wilkes",NA,173296,1883276,0.0920183764886294
"2016","North Carolina","G3700770","47","37","1950","Wilson",NA,1028712,6463820,0.15914923373485
"2017","North Carolina","G3700790","47","37","1970","Yadkin",NA,30662,908114,0.033764483313769
"2018","North Carolina","G3700810","47","37","1990","Yancey",NA,4438,426384,0.0104084581034936
"2019","North Dakota","G3700830","36","38","10","Adams",NA,995836,19994978,0.0498043058612017
"2020","North Dakota","G3700850","36","38","30","Barnes",NA,3890,259574,0.0149860925978719
"2021","North Dakota","G3700870","36","38","50","Benson",NA,396,163680,0.00241935483870968
"2022","North Dakota","G3700890","36","38","70","Billings",NA,108,21710,0.00497466605251036
"2023","North Dakota","G3700910","36","38","90","Bottineau",NA,1048,156256,0.00670694245340979
"2024","North Dakota","G3700930","36","38","110","Bowman",NA,194,75364,0.00257417334536383
"2025","North Dakota","G3700950","36","38","130","Burke",NA,410080,2759548,0.148604046749685
"2026","North Dakota","G3700970","36","38","150","Burleigh",NA,37182,2193740,0.0169491370900836
"2027","North Dakota","G3700990","36","38","170","Cass",NA,526310,11375748,0.0462659686202613
"2028","North Dakota","G3701010","36","38","190","Cavalier",NA,324,91874,0.00352656899666935
"2029","North Dakota","G3701030","36","38","210","Dickey",NA,1018,120254,0.00846541487185457
"2030","North Dakota","G3701050","36","38","230","Divide",NA,662,54818,0.0120763252946113
"2031","North Dakota","G3701070","36","38","250","Dunn",NA,8806,1170390,0.00752398773058553
"2032","North Dakota","G3701090","36","38","270","Eddy",NA,25966,1415966,0.0183380109409407
"2033","North Dakota","G3701110","36","38","290","Emmons",NA,206,80634,0.00255475357789518
"2034","North Dakota","G3701130","36","38","310","Foster",NA,262,78826,0.00332377641894806
"2035","North Dakota","G3701150","36","38","330","Golden Valley",NA,396,62874,0.00629831090752934
"2036","North Dakota","G3701170","36","38","350","Grand Forks",NA,59448,1663122,0.0357448220876159
"2037","North Dakota","G3701190","36","38","370","Grant",NA,209572,7955664,0.0263424900800235
"2038","North Dakota","G3701210","36","38","390","Griggs",NA,244,54682,0.00446216305182693
"2039","North Dakota","G3701230","36","38","410","Hettinger",NA,360,60926,0.00590880740570528
"2040","North Dakota","G3701250","36","38","430","Kidder",NA,282,58984,0.00478095754780958
"2041","North Dakota","G3701270","36","38","450","LaMoure",NA,360,98144,0.00366807955656994
"2042","North Dakota","G3701290","36","38","470","Logan",NA,260124,5546610,0.0468978348937459
"2043","North Dakota","G3701310","36","38","490","McHenry",NA,111424,7521572,0.014813924535988
"2044","North Dakota","G3701330","36","38","510","McIntosh",NA,132250,880498,0.150199091877551
"2045","North Dakota","G3701350","36","38","530","McKenzie",NA,4190,277840,0.0150806219406853
"2046","North Dakota","G3701370","36","38","550","McLean",NA,330872,4586414,0.0721417647861706
"2047","North Dakota","G3701390","36","38","570","Mercer",NA,2167436,15166986,0.142904859277908
"2048","North Dakota","G3701410","36","38","590","Morton",NA,8176,787842,0.010377715328708
"2049","North Dakota","G3701430","36","38","610","Mountrail",NA,2498,232388,0.0107492641616607
"2050","North Dakota","G3701450","36","38","630","Nelson",NA,98068,1512034,0.0648583299052799
"2051","North Dakota","G3701470","36","38","650","Oliver",NA,162,45496,0.00356075259363461
"2052","North Dakota","G3701490","36","38","670","Pembina",NA,826,168244,0.00490953614987756
"2053","North Dakota","G3701510","36","38","690","Pierce",NA,1584990,22311370,0.0710395641325477
"2054","North Dakota","G3701530","36","38","710","Ramsey",NA,1573380,13127120,0.119857211635149
"2055","North Dakota","G3701550","36","38","730","Ransom",NA,812,128434,0.00632231340610742
"2056","North Dakota","G3701570","36","38","750","Renville",NA,2082,415992,0.00500490394046039
"2057","North Dakota","G3701590","36","38","770","Richland",NA,4930850,14111142,0.349429550067599
"2058","North Dakota","G3701610","36","38","790","Rolette",NA,1010,346214,0.00291727082093734
"2059","North Dakota","G3701630","36","38","810","Sargent",NA,1084,93172,0.0116343965998369
"2060","North Dakota","G3701650","36","38","830","Sheridan",NA,6976,1021570,0.00682870483667296
"2061","North Dakota","G3701670","36","38","850","Sioux",NA,6450,964844,0.00668501851076443
"2062","North Dakota","G3701690","36","38","870","Slope",NA,142,18256,0.00777826468010517
"2063","North Dakota","G3701710","36","38","890","Stark",NA,720034,9799032,0.0734801151787238
"2064","North Dakota","G3701730","36","38","910","Steele",NA,28016,924356,0.0303086689543855
"2065","North Dakota","G3701750","36","38","930","Stutsman",NA,6886,502846,0.0136940534477753
"2066","North Dakota","G3701770","36","38","950","Towner",NA,116,53296,0.00217652356649655
"2067","North Dakota","G3701790","36","38","970","Traill",NA,1442,192884,0.00747599593538085
"2068","North Dakota","G3701810","36","38","990","Walsh",NA,1428,259320,0.00550670985654789
"2069","North Dakota","G3701830","36","38","1010","Ward",NA,82254,1903314,0.0432162007950343
"2070","North Dakota","G3701850","36","38","1030","Wells",NA,4622,765676,0.00603649585464348
"2071","North Dakota","G3701870","36","38","1050","Williams",NA,38974,1668734,0.0233554299247214
"2072","Ohio","G3701890","24","39","10","Adams",NA,995836,19994978,0.0498043058612017
"2073","Ohio","G3701910","24","39","30","Allen",NA,1391770,12162636,0.114429964030824
"2074","Ohio","G3701930","24","39","50","Ashland",NA,11716,1658824,0.00706283487579152
"2075","Ohio","G3701950","24","39","70","Ashtabula",NA,88270,2367808,0.0372792050706814
"2076","Ohio","G3701970","24","39","90","Athens",NA,43836,1571184,0.0278999786148535
"2077","Ohio","G3701990","24","39","110","Auglaize",NA,5856,1098088,0.0053329059237511
"2078","Ohio","G3800010","24","39","130","Belmont",NA,67680,1643126,0.0411897809419363
"2079","Ohio","G3800030","24","39","150","Brown",NA,267768,10509984,0.0254774888334749
"2080","Ohio","G3800050","24","39","170","Butler",NA,1133246,17488504,0.0647994819911411
"2081","Ohio","G3800070","24","39","190","Carroll",NA,868206,12727756,0.0682135955466148
"2082","Ohio","G3800090","24","39","210","Champaign",NA,685438,5926880,0.115649043004076
"2083","Ohio","G3800110","24","39","230","Clark",NA,7190408,71104570,0.101124414366053
"2084","Ohio","G3800130","24","39","250","Clermont",NA,72774,4870808,0.0149408475965384
"2085","Ohio","G3800150","24","39","270","Clinton",NA,237318,9313182,0.0254819459127933
"2086","Ohio","G3800170","24","39","290","Columbiana",NA,61320,2504750,0.0244814851781615
"2087","Ohio","G3800190","24","39","310","Coshocton",NA,9980,879620,0.0113458084172711
"2088","Ohio","G3800210","24","39","330","Crawford",NA,204010,8251950,0.0247226413150831
"2089","Ohio","G3800230","24","39","350","Cuyahoga",NA,9147772,30082180,0.304092722003525
"2090","Ohio","G3800250","24","39","370","Darke",NA,7434,1245696,0.00596774815043157
"2091","Ohio","G3800270","24","39","390","Defiance",NA,19024,920814,0.020659981277435
"2092","Ohio","G3800290","24","39","410","Delaware",NA,3327660,23513044,0.141523998338965
"2093","Ohio","G3800310","24","39","430","Erie",NA,3741886,30500680,0.122682051678848
"2094","Ohio","G3800330","24","39","450","Fairfield",NA,3402480,26767670,0.127111549118769
"2095","Ohio","G3800350","24","39","470","Fayette",NA,2371166,18674014,0.126976771035943
"2096","Ohio","G3800370","24","39","490","Franklin",NA,8205618,53658684,0.152922460789385
"2097","Ohio","G3800390","24","39","510","Fulton",NA,10967506,28762146,0.381317374579769
