,STATE,GISJOIN,STATEICP,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,EPLRA2
542,Georgia,G1301470,44,13,2650,Taliaferro,0
543,Georgia,G1301490,44,13,2670,Tattnall,0
544,Georgia,G1301510,44,13,2690,Taylor,0
545,Georgia,G1301530,44,13,2710,Telfair,0
546,Georgia,G1301550,44,13,2730,Terrell,0
547,Georgia,G1301570,44,13,2750,Thomas,0
548,Georgia,G1301590,44,13,2770,Tift,1
549,Georgia,G1301610,44,13,2790,Toombs,0
550,Georgia,G1301630,44,13,2810,Towns,0
551,Georgia,G1301650,44,13,2830,Treutlen,0
552,Georgia,G1301670,44,13,2850,Troup,0
553,Georgia,G1301690,44,13,2870,Turner,0
554,Georgia,G1301710,44,13,2890,Twiggs,0
555,Georgia,G1301730,44,13,2910,Union,0
556,Georgia,G1301750,44,13,2930,Upson,0
557,Georgia,G1301770,44,13,2950,Walker,0
558,Georgia,G1301790,44,13,2970,Walton,0
559,Georgia,G1301810,44,13,2990,Ware,0
560,Georgia,G1301830,44,13,3010,Warren,0
561,Georgia,G1301850,44,13,3030,Washington,0
562,Georgia,G1301870,44,13,3050,Wayne,0
563,Georgia,G1301890,44,13,3070,Webster,0
564,Georgia,G1301910,44,13,3090,Wheeler,0
565,Georgia,G1301930,44,13,3110,White,0
566,Georgia,G1301950,44,13,3130,Whitfield,0
567,Georgia,G1301970,44,13,3150,Wilcox,0
568,Georgia,G1301990,44,13,3170,Wilkes,0
569,Georgia,G1302010,44,13,3190,Wilkinson,0
570,Georgia,G1302015,44,13,3210,Worth,0
571,Hawaii,G1302050,82,15,15,Hawaii,0
572,Hawaii,G1302070,82,15,35,Honolulu,0
573,Hawaii,G1302090,,15,5,Kalawao,0
574,Hawaii,G1302110,82,15,75,Kauai,0
575,Hawaii,G1302130,82,15,95,Maui,0
576,Idaho,G1302150,63,16,10,Ada,0
577,Idaho,G1302170,63,16,30,Adams,0
578,Idaho,G1302190,63,16,50,Bannock,0
579,Idaho,G1302210,63,16,70,Bear Lake,0
580,Idaho,G1302230,63,16,90,Benewah,0
581,Idaho,G1302250,63,16,110,Bingham,0
582,Idaho,G1302270,63,16,130,Blaine,0
583,Idaho,G1302290,63,16,150,Boise,0
584,Idaho,G1302310,63,16,170,Bonner,0
585,Idaho,G1302330,63,16,190,Bonneville,0
586,Idaho,G1302350,63,16,210,Boundary,0
587,Idaho,G1302370,63,16,230,Butte,0
588,Idaho,G1302390,63,16,250,Camas,0
589,Idaho,G1302410,63,16,270,Canyon,0
590,Idaho,G1302430,63,16,290,Caribou,0
591,Idaho,G1302450,63,16,310,Cassia,0
592,Idaho,G1302470,63,16,330,Clark,0
593,Idaho,G1302490,63,16,350,Clearwater,0
594,Idaho,G1302510,63,16,370,Custer,0
595,Idaho,G1302530,63,16,390,Elmore,0
596,Idaho,G1302550,63,16,410,Franklin,0
597,Idaho,G1302570,63,16,430,Fremont,0
598,Idaho,G1302590,63,16,450,Gem,0
599,Idaho,G1302610,63,16,470,Gooding,0
600,Idaho,G1302630,63,16,490,Idaho,0
601,Idaho,G1302650,63,16,510,Jefferson,0
602,Idaho,G1302670,63,16,530,Jerome,0
603,Idaho,G1302690,63,16,550,Kootenai,0
604,Idaho,G1302710,63,16,570,Latah,0
605,Idaho,G1302730,63,16,590,Lemhi,0
606,Idaho,G1302750,63,16,610,Lewis,0
607,Idaho,G1302770,63,16,630,Lincoln,0
608,Idaho,G1302790,63,16,650,Madison,0
609,Idaho,G1302810,63,16,670,Minidoka,0
610,Idaho,G1302830,63,16,690,Nez Perce,0
611,Idaho,G1302850,63,16,710,Oneida,0
612,Idaho,G1302870,63,16,730,Owyhee,0
613,Idaho,G1302890,63,16,750,Payette,0
614,Idaho,G1302910,63,16,770,Power,0
615,Idaho,G1302930,63,16,790,Shoshone,0
616,Idaho,G1302950,63,16,810,Teton,0
617,Idaho,G1302970,63,16,830,Twin Falls,0
618,Idaho,G1302990,63,16,850,Valley,0
619,Idaho,G1303010,63,16,870,Washington,0
620,Idaho,G1303030,63,16,875,Yellowstone National Park,0
621,Illinois,G1303050,21,17,10,Adams,0
622,Illinois,G1303070,21,17,30,Alexander,0
623,Illinois,G1303090,21,17,50,Bond,0
624,Illinois,G1303110,21,17,70,Boone,0
625,Illinois,G1303130,21,17,90,Brown,0
626,Illinois,G1303150,21,17,110,Bureau,0
627,Illinois,G1303170,21,17,130,Calhoun,0
628,Illinois,G1303190,21,17,150,Carroll,0
629,Illinois,G1303210,21,17,170,Cass,0
630,Illinois,G1550015,21,17,190,Champaign,0
631,Illinois,G1550035,21,17,210,Christian,0
632,Illinois,G1500050,21,17,230,Clark,0
633,Illinois,G1550075,21,17,250,Clay,0
634,Illinois,G1550095,21,17,270,Clinton,0
635,Illinois,G1600010,21,17,290,Coles,0
636,Illinois,G1600030,21,17,310,Cook,1
637,Illinois,G1600050,21,17,330,Crawford,0
638,Illinois,G1600070,21,17,350,Cumberland,0
639,Illinois,G1600110,21,17,390,De Witt,0
640,Illinois,G1600090,21,17,370,DeKalb,0
641,Illinois,G1600130,21,17,410,Douglas,0
642,Illinois,G1600150,21,17,430,Dupage,0
643,Illinois,G1600170,21,17,450,Edgar,0
644,Illinois,G1600190,21,17,470,Edwards,0
645,Illinois,G1600210,21,17,490,Effingham,0
646,Illinois,G1600230,21,17,510,Fayette,0
647,Illinois,G1600250,21,17,530,Ford,0
648,Illinois,G1600270,21,17,550,Franklin,0
649,Illinois,G1600290,21,17,570,Fulton,0
650,Illinois,G1600310,21,17,590,Gallatin,0
651,Illinois,G1600330,21,17,610,Greene,0
652,Illinois,G1600350,21,17,630,Grundy,0
653,Illinois,G1600370,21,17,650,Hamilton,0
654,Illinois,G1600390,21,17,670,Hancock,0
655,Illinois,G1600410,21,17,690,Hardin,0
656,Illinois,G1600430,21,17,710,Henderson,0
657,Illinois,G1600450,21,17,730,Henry,0
658,Illinois,G1600470,21,17,750,Iroquois,0
659,Illinois,G1600490,21,17,770,Jackson,0
660,Illinois,G1600510,21,17,790,Jasper,0
661,Illinois,G1600530,21,17,810,Jefferson,0
662,Illinois,G1600550,21,17,830,Jersey,0
663,Illinois,G1600570,21,17,850,Jo Daviess,0
664,Illinois,G1600590,21,17,870,Johnson,0
665,Illinois,G1600610,21,17,890,Kane,0
666,Illinois,G1600630,21,17,910,Kankakee,0
667,Illinois,G1600650,21,17,930,Kendall,0
668,Illinois,G1600670,21,17,950,Knox,0
669,Illinois,G1600710,21,17,990,La Salle,0
670,Illinois,G1600690,21,17,970,Lake,1
671,Illinois,G1600730,21,17,1010,Lawrence,0
672,Illinois,G1600750,21,17,1030,Lee,0
673,Illinois,G1600770,21,17,1050,Livingston,0
674,Illinois,G1600790,21,17,1070,Logan,0
675,Illinois,G1600870,21,17,1150,Macon,0
676,Illinois,G1600875,21,17,1170,Macoupin,0
677,Illinois,G1700010,21,17,1190,Madison,0
678,Illinois,G1700030,21,17,1210,Marion,0
679,Illinois,G1700050,21,17,1230,Marshall,0
680,Illinois,G1700070,21,17,1250,Mason,0
681,Illinois,G1700090,21,17,1270,Massac,0
682,Illinois,G1600810,21,17,1090,McDonough,0
683,Illinois,G1600830,21,17,1110,McHenry,0
684,Illinois,G1600850,21,17,1130,McLean,0
685,Illinois,G1700110,21,17,1290,Menard,0
686,Illinois,G1700130,21,17,1310,Mercer,0
687,Illinois,G1700150,21,17,1330,Monroe,0
688,Illinois,G1700170,21,17,1350,Montgomery,0
689,Illinois,G1700190,21,17,1370,Morgan,0
690,Illinois,G1700210,21,17,1390,Moultrie,0
691,Illinois,G1700230,21,17,1410,Ogle,0
692,Illinois,G1700250,21,17,1430,Peoria,0
693,Illinois,G1700270,21,17,1450,Perry,0
694,Illinois,G1700290,21,17,1470,Piatt,0
695,Illinois,G1700310,21,17,1490,Pike,0
696,Illinois,G1700330,21,17,1510,Pope,0
697,Illinois,G1700350,21,17,1530,Pulaski,0
698,Illinois,G1700370,21,17,1550,Putnam,0
699,Illinois,G1700390,21,17,1570,Randolph,0
700,Illinois,G1700410,21,17,1590,Richland,0
701,Illinois,G1700430,21,17,1610,Rock Island,0
702,Illinois,G1700470,21,17,1650,Saline,0
703,Illinois,G1700490,21,17,1670,Sangamon,0
704,Illinois,G1700510,21,17,1690,Schuyler,0
705,Illinois,G1700530,21,17,1710,Scott,0
706,Illinois,G1700550,21,17,1730,Shelby,0
707,Illinois,G1700450,21,17,1630,St Clair,1
708,Illinois,G1700570,21,17,1750,Stark,0
709,Illinois,G1700590,21,17,1770,Stephenson,0
710,Illinois,G1700610,21,17,1790,Tazewell,0
711,Illinois,G1700630,21,17,1810,Union,0
712,Illinois,G1700650,21,17,1830,Vermilion,0
713,Illinois,G1700670,21,17,1850,Wabash,0
714,Illinois,G1700690,21,17,1870,Warren,0
715,Illinois,G1700710,21,17,1890,Washington,0
716,Illinois,G1700730,21,17,1910,Wayne,0
717,Illinois,G1700750,21,17,1930,White,0
718,Illinois,G1700770,21,17,1950,Whiteside,0
719,Illinois,G1700790,21,17,1970,Will,1
720,Illinois,G1700810,21,17,1990,Williamson,0
721,Illinois,G1700830,21,17,2010,Winnebago,1
722,Illinois,G1700850,21,17,2030,Woodford,0
723,Indiana,G1700870,22,18,10,Adams,0
724,Indiana,G1700890,22,18,30,Allen,1
725,Indiana,G1700910,22,18,50,Bartholomew,0
726,Indiana,G1700930,22,18,70,Benton,0
727,Indiana,G1700950,22,18,90,Blackford,0
728,Indiana,G1700970,22,18,110,Boone,0
729,Indiana,G1700990,22,18,130,Brown,0
730,Indiana,G1701010,22,18,150,Carroll,0
731,Indiana,G1701030,22,18,170,Cass,0
732,Indiana,G1701050,22,18,190,Clark,0
733,Indiana,G1701070,22,18,210,Clay,0
734,Indiana,G1701090,22,18,230,Clinton,0
735,Indiana,G1701110,22,18,250,Crawford,0
736,Indiana,G1701130,22,18,270,Daviess,0
737,Indiana,G1701150,22,18,290,Dearborn,0
738,Indiana,G1701170,22,18,310,Decatur,0
739,Indiana,G1701190,22,18,330,DeKalb,0
740,Indiana,G1701210,22,18,350,Delaware,0
741,Indiana,G1701230,22,18,370,Dubois,0
742,Indiana,G1701250,22,18,390,Elkhart,0
743,Indiana,G1701270,22,18,410,Fayette,0
744,Indiana,G1701290,22,18,430,Floyd,0
745,Indiana,G1701310,22,18,450,Fountain,0
746,Indiana,G1701330,22,18,470,Franklin,0
747,Indiana,G1701350,22,18,490,Fulton,0
748,Indiana,G1701370,22,18,510,Gibson,0
749,Indiana,G1701390,22,18,530,Grant,0
750,Indiana,G1701410,22,18,550,Greene,0
751,Indiana,G1701430,22,18,570,Hamilton,0
752,Indiana,G1701450,22,18,590,Hancock,0
753,Indiana,G1701470,22,18,610,Harrison,0
754,Indiana,G1701490,22,18,630,Hendricks,0
755,Indiana,G1701510,22,18,650,Henry,0
756,Indiana,G1701530,22,18,670,Howard,0
757,Indiana,G1701550,22,18,690,Huntington,0
758,Indiana,G1701570,22,18,710,Jackson,0
759,Indiana,G1701590,22,18,730,Jasper,0
760,Indiana,G1701610,22,18,750,Jay,0
761,Indiana,G1701630,22,18,770,Jefferson,0
762,Indiana,G1701650,22,18,790,Jennings,0
763,Indiana,G1701670,22,18,810,Johnson,0
764,Indiana,G1701690,22,18,830,Knox,0
765,Indiana,G1701710,22,18,850,Kosciusko,0
766,Indiana,G1701730,22,18,870,Lagrange,0
767,Indiana,G1701750,22,18,890,Lake,1
768,Indiana,G1701770,22,18,910,LaPorte,0
769,Indiana,G1701790,22,18,930,Lawrence,0
770,Indiana,G1701810,22,18,950,Madison,0
771,Indiana,G1701830,22,18,970,Marion,1
772,Indiana,G1701850,22,18,990,Marshall,0
773,Indiana,G1701870,22,18,1010,Martin,0
774,Indiana,G1701890,22,18,1030,Miami,0
775,Indiana,G1701910,22,18,1050,Monroe,0
776,Indiana,G1701930,22,18,1070,Montgomery,0
777,Indiana,G1701950,22,18,1090,Morgan,0
778,Indiana,G1701970,22,18,1110,Newton,0
779,Indiana,G1701990,22,18,1130,Noble,0
780,Indiana,G1702010,22,18,1150,Ohio,0
781,Indiana,G1702030,22,18,1170,Orange,0
782,Indiana,G1800010,22,18,1190,Owen,0
783,Indiana,G1800030,22,18,1210,Parke,0
784,Indiana,G1800050,22,18,1230,Perry,0
785,Indiana,G1800070,22,18,1250,Pike,0
786,Indiana,G1800090,22,18,1270,Porter,0
787,Indiana,G1800110,22,18,1290,Posey,0
788,Indiana,G1800130,22,18,1310,Pulaski,0
789,Indiana,G1800150,22,18,1330,Putnam,0
790,Indiana,G1800170,22,18,1350,Randolph,0
791,Indiana,G1800190,22,18,1370,Ripley,0
792,Indiana,G1800210,22,18,1390,Rush,0
793,Indiana,G1800250,22,18,1430,Scott,0
794,Indiana,G1800270,22,18,1450,Shelby,0
795,Indiana,G1800290,22,18,1470,Spencer,0
796,Indiana,G1800230,22,18,1410,St Joseph,1
797,Indiana,G1800310,22,18,1490,Starke,0
798,Indiana,G1800330,22,18,1510,Steuben,0
799,Indiana,G1800350,22,18,1530,Sullivan,0
800,Indiana,G1800370,22,18,1550,Switzerland,0
801,Indiana,G1800390,22,18,1570,Tippecanoe,0
802,Indiana,G1800410,22,18,1590,Tipton,0
803,Indiana,G1800430,22,18,1610,Union,0
804,Indiana,G1800450,22,18,1630,Vanderburgh,0
805,Indiana,G1800470,22,18,1650,Vermillion,0
806,Indiana,G1800490,22,18,1670,Vigo,0
807,Indiana,G1800510,22,18,1690,Wabash,0
808,Indiana,G1800530,22,18,1710,Warren,0
809,Indiana,G1800550,22,18,1730,Warrick,0
810,Indiana,G1800570,22,18,1750,Washington,0
811,Indiana,G1800590,22,18,1770,Wayne,0
812,Indiana,G1800610,22,18,1790,Wells,0
813,Indiana,G1800630,22,18,1810,White,0
814,Indiana,G1800650,22,18,1830,Whitley,0
815,Iowa,G1800670,31,19,10,Adair,0
816,Iowa,G1800690,31,19,30,Adams,0
817,Iowa,G1800710,31,19,50,Allamakee,0
818,Iowa,G1800730,31,19,70,Appanoose,0
819,Iowa,G1800750,31,19,90,Audubon,0
820,Iowa,G1800770,31,19,110,Benton,0
821,Iowa,G1800790,31,19,130,Black Hawk,0
822,Iowa,G1800810,31,19,150,Boone,0
823,Iowa,G1800830,31,19,170,Bremer,0
824,Iowa,G1800850,31,19,190,Buchanan,0
825,Iowa,G1800870,31,19,210,Buena Vista,0
826,Iowa,G1800890,31,19,230,Butler,0
827,Iowa,G1800910,31,19,250,Calhoun,0
828,Iowa,G1800930,31,19,270,Carroll,0
829,Iowa,G1800950,31,19,290,Cass,0
830,Iowa,G1800970,31,19,310,Cedar,0
831,Iowa,G1800990,31,19,330,Cerro Gordo,0
832,Iowa,G1801010,31,19,350,Cherokee,0
833,Iowa,G1801030,31,19,370,Chickasaw,0
834,Iowa,G1801050,31,19,390,Clarke,0
835,Iowa,G1801070,31,19,410,Clay,0
836,Iowa,G1801090,31,19,430,Clayton,0
837,Iowa,G1801110,31,19,450,Clinton,0
838,Iowa,G1801130,31,19,470,Crawford,0
839,Iowa,G1801150,31,19,490,Dallas,0
840,Iowa,G1801170,31,19,510,Davis,0
841,Iowa,G1801190,31,19,530,Decatur,0
842,Iowa,G1801210,31,19,550,Delaware,0
843,Iowa,G1801230,31,19,570,Des Moines,0
844,Iowa,G1801250,31,19,590,Dickinson,0
845,Iowa,G1801270,31,19,610,Dubuque,0
846,Iowa,G1801290,31,19,630,Emmet,0
847,Iowa,G1801310,31,19,650,Fayette,0
848,Iowa,G1801330,31,19,670,Floyd,0
849,Iowa,G1801350,31,19,690,Franklin,0
850,Iowa,G1801370,31,19,710,Fremont,0
851,Iowa,G1801390,31,19,730,Greene,0
852,Iowa,G1801410,31,19,750,Grundy,0
853,Iowa,G1801430,31,19,770,Guthrie,0
854,Iowa,G1801450,31,19,790,Hamilton,0
855,Iowa,G1801470,31,19,810,Hancock,0
856,Iowa,G1801490,31,19,830,Hardin,0
857,Iowa,G1801510,31,19,850,Harrison,0
858,Iowa,G1801530,31,19,870,Henry,0
859,Iowa,G1801550,31,19,890,Howard,0
860,Iowa,G1801570,31,19,910,Humboldt,0
861,Iowa,G1801590,31,19,930,Ida,0
862,Iowa,G1801610,31,19,950,Iowa,0
863,Iowa,G1801630,31,19,970,Jackson,0
864,Iowa,G1801650,31,19,990,Jasper,0
865,Iowa,G1801670,31,19,1010,Jefferson,0
866,Iowa,G1801690,31,19,1030,Johnson,0
867,Iowa,G1801710,31,19,1050,Jones,0
868,Iowa,G1801730,31,19,1070,Keokuk,0
869,Iowa,G1801750,31,19,1090,Kossuth,0
870,Iowa,G1801770,31,19,1110,Lee,0
871,Iowa,G1801790,31,19,1130,Linn,0
872,Iowa,G1801810,31,19,1150,Louisa,0
873,Iowa,G1801830,31,19,1170,Lucas,0
874,Iowa,G1900010,31,19,1190,Lyon,0
875,Iowa,G1900030,31,19,1210,Madison,0
876,Iowa,G1900050,31,19,1230,Mahaska,0
877,Iowa,G1900070,31,19,1250,Marion,0
878,Iowa,G1900090,31,19,1270,Marshall,0
879,Iowa,G1900110,31,19,1290,Mills,0
880,Iowa,G1900130,31,19,1310,Mitchell,0
881,Iowa,G1900150,31,19,1330,Monona,0
882,Iowa,G1900170,31,19,1350,Monroe,0
883,Iowa,G1900190,31,19,1370,Montgomery,0
884,Iowa,G1900210,31,19,1390,Muscatine,0
885,Iowa,G1900230,31,19,1410,O Brien,0
886,Iowa,G1900250,31,19,1430,Osceola,0
887,Iowa,G1900270,31,19,1450,Page,0
888,Iowa,G1900290,31,19,1470,Palo Alto,0
889,Iowa,G1900310,31,19,1490,Plymouth,0
890,Iowa,G1900330,31,19,1510,Pocahontas,0
891,Iowa,G1900350,31,19,1530,Polk,0
892,Iowa,G1900370,31,19,1550,Pottawattamie,0
893,Iowa,G1900390,31,19,1570,Poweshiek,0
894,Iowa,G1900410,31,19,1590,Ringgold,0
895,Iowa,G1900430,31,19,1610,Sac,0
896,Iowa,G1900450,31,19,1630,Scott,0
897,Iowa,G1900470,31,19,1650,Shelby,0
898,Iowa,G1900490,31,19,1670,Sioux,0
899,Iowa,G1900510,31,19,1690,Story,0
900,Iowa,G1900530,31,19,1710,Tama,0
901,Iowa,G1900550,31,19,1730,Taylor,0
902,Iowa,G1900570,31,19,1750,Union,0
903,Iowa,G1900590,31,19,1770,Van Buren,0
904,Iowa,G1900610,31,19,1790,Wapello,0
905,Iowa,G1900630,31,19,1810,Warren,0
906,Iowa,G1900650,31,19,1830,Washington,0
907,Iowa,G1900670,31,19,1850,Wayne,0
908,Iowa,G1900690,31,19,1870,Webster,0
909,Iowa,G1900710,31,19,1890,Winnebago,0
910,Iowa,G1900730,31,19,1910,Winneshiek,0
911,Iowa,G1900750,31,19,1930,Woodbury,0
912,Iowa,G1900770,31,19,1950,Worth,0
913,Iowa,G1900790,31,19,1970,Wright,0
914,Kansas,G1900810,32,20,10,Allen,0
915,Kansas,G1900830,32,20,30,Anderson,0
916,Kansas,G1900850,32,20,50,Atchison,0
917,Kansas,G1900870,32,20,70,Barber,0
918,Kansas,G1900890,32,20,90,Barton,0
919,Kansas,G1900910,32,20,110,Bourbon,0
920,Kansas,G1900930,32,20,130,Brown,0
921,Kansas,G1900950,32,20,150,Butler,0
922,Kansas,G1900970,32,20,170,Chase,0
923,Kansas,G1900990,32,20,190,Chautauqua,0
924,Kansas,G1901010,32,20,210,Cherokee,0
925,Kansas,G1901030,32,20,230,Cheyenne,0
926,Kansas,G1901050,32,20,250,Clark,0
927,Kansas,G1901070,32,20,270,Clay,0
928,Kansas,G1901090,32,20,290,Cloud,0
929,Kansas,G1901110,32,20,310,Coffey,0
930,Kansas,G1901130,32,20,330,Comanche,0
931,Kansas,G1901150,32,20,350,Cowley,0
932,Kansas,G1901170,32,20,370,Crawford,0
933,Kansas,G1901190,32,20,390,Decatur,0
934,Kansas,G1901210,32,20,410,Dickinson,0
935,Kansas,G1901230,32,20,430,Doniphan,0
936,Kansas,G1901250,32,20,450,Douglas,0
937,Kansas,G1901270,32,20,470,Edwards,0
938,Kansas,G1901290,32,20,490,Elk,0
939,Kansas,G1901310,32,20,510,Ellis,0
940,Kansas,G1901330,32,20,530,Ellsworth,0
941,Kansas,G1901350,32,20,550,Finney,0
942,Kansas,G1901370,32,20,570,Ford,0
943,Kansas,G1901390,32,20,590,Franklin,0
944,Kansas,G1901410,32,20,610,Geary,0
945,Kansas,G1901430,32,20,630,Gove,0
946,Kansas,G1901450,32,20,650,Graham,0
947,Kansas,G1901470,32,20,670,Grant,0
948,Kansas,G1901490,32,20,690,Gray,0
949,Kansas,G1901510,32,20,710,Greeley,0
950,Kansas,G1901530,32,20,730,Greenwood,0
951,Kansas,G1901550,32,20,750,Hamilton,0
952,Kansas,G1901570,32,20,770,Harper,0
953,Kansas,G1901590,32,20,790,Harvey,0
954,Kansas,G1901610,32,20,810,Haskell,0
955,Kansas,G1901630,32,20,830,Hodgeman,0
956,Kansas,G1901650,32,20,850,Jackson,0
957,Kansas,G1901670,32,20,870,Jefferson,0
958,Kansas,G1901690,32,20,890,Jewell,0
959,Kansas,G1901710,32,20,910,Johnson,0
960,Kansas,G1901730,32,20,930,Kearny,0
961,Kansas,G1901750,32,20,950,Kingman,0
962,Kansas,G1901770,32,20,970,Kiowa,0
963,Kansas,G1901790,32,20,990,Labette,0
964,Kansas,G1901810,32,20,1010,Lane,0
965,Kansas,G1901830,32,20,1030,Leavenworth,0
966,Kansas,G1901850,32,20,1050,Lincoln,0
967,Kansas,G1901870,32,20,1070,Linn,0
968,Kansas,G1901890,32,20,1090,Logan,0
969,Kansas,G1901910,32,20,1110,Lyon,0
970,Kansas,G1901950,32,20,1150,Marion,0
971,Kansas,G1901970,32,20,1170,Marshall,0
972,Kansas,G1901930,32,20,1130,McPherson,0
973,Kansas,G2000010,32,20,1190,Meade,0
974,Kansas,G2000030,32,20,1210,Miami,0
975,Kansas,G2000050,32,20,1230,Mitchell,0
976,Kansas,G2000070,32,20,1250,Montgomery,0
977,Kansas,G2000090,32,20,1270,Morris,0
978,Kansas,G2000110,32,20,1290,Morton,0
979,Kansas,G2000130,32,20,1310,Nemaha,0
980,Kansas,G2000150,32,20,1330,Neosho,0
981,Kansas,G2000170,32,20,1350,Ness,0
982,Kansas,G2000190,32,20,1370,Norton,0
983,Kansas,G2000210,32,20,1390,Osage,0
984,Kansas,G2000230,32,20,1410,Osborne,0
985,Kansas,G2000250,32,20,1430,Ottawa,0
986,Kansas,G2000270,32,20,1450,Pawnee,0
987,Kansas,G2000290,32,20,1470,Phillips,0
988,Kansas,G2000310,32,20,1490,Pottawatomie,0
989,Kansas,G2000330,32,20,1510,Pratt,0
990,Kansas,G2000350,32,20,1530,Rawlins,0
991,Kansas,G2000370,32,20,1550,Reno,0
992,Kansas,G2000390,32,20,1570,Republic,0
993,Kansas,G2000410,32,20,1590,Rice,0
994,Kansas,G2000430,32,20,1610,Riley,0
995,Kansas,G2000450,32,20,1630,Rooks,0
996,Kansas,G2000470,32,20,1650,Rush,0
997,Kansas,G2000490,32,20,1670,Russell,0
998,Kansas,G2000510,32,20,1690,Saline,0
999,Kansas,G2000530,32,20,1710,Scott,0
1000,Kansas,G2000550,32,20,1730,Sedgwick,0
1001,Kansas,G2000570,32,20,1750,Seward,0
1002,Kansas,G2000590,32,20,1770,Shawnee,0
1003,Kansas,G2000610,32,20,1790,Sheridan,0
1004,Kansas,G2000630,32,20,1810,Sherman,0
1005,Kansas,G2000650,32,20,1830,Smith,0
1006,Kansas,G2000670,32,20,1850,Stafford,0
1007,Kansas,G2000690,32,20,1870,Stanton,0
1008,Kansas,G2000710,32,20,1890,Stevens,0
1009,Kansas,G2000730,32,20,1910,Sumner,0
1010,Kansas,G2000750,32,20,1930,Thomas,0
1011,Kansas,G2000770,32,20,1950,Trego,0
1012,Kansas,G2000790,32,20,1970,Wabaunsee,0
1013,Kansas,G2000810,32,20,1990,Wallace,0
1014,Kansas,G2000830,32,20,2010,Washington,0
1015,Kansas,G2000850,32,20,2030,Wichita,0
1016,Kansas,G2000870,32,20,2050,Wilson,0
1017,Kansas,G2000890,32,20,2070,Woodson,0
1018,Kansas,G2000910,32,20,2090,Wyandotte,0
1019,Kentucky,G2000930,51,21,10,Adair,0
1020,Kentucky,G2000950,51,21,30,Allen,0
1021,Kentucky,G2000970,51,21,50,Anderson,0
1022,Kentucky,G2000990,51,21,70,Ballard,0
1023,Kentucky,G2001010,51,21,90,Barren,0
1024,Kentucky,G2001030,51,21,110,Bath,0
1025,Kentucky,G2001050,51,21,130,Bell,0
1026,Kentucky,G2001070,51,21,150,Boone,0
1027,Kentucky,G2001090,51,21,170,Bourbon,0
1028,Kentucky,G2001110,51,21,190,Boyd,0
1029,Kentucky,G2001130,51,21,210,Boyle,0
1030,Kentucky,G2001150,51,21,230,Bracken,0
1031,Kentucky,G2001170,51,21,250,Breathitt,0
1032,Kentucky,G2001190,51,21,270,Breckinridge,0
1033,Kentucky,G2001210,51,21,290,Bullitt,0
1034,Kentucky,G2001230,51,21,310,Butler,0
1035,Kentucky,G2001250,51,21,330,Caldwell,0
1036,Kentucky,G2001270,51,21,350,Calloway,0
1037,Kentucky,G2001290,51,21,370,Campbell,0
1038,Kentucky,G2001310,51,21,390,Carlisle,0
1039,Kentucky,G2001330,51,21,410,Carroll,0
1040,Kentucky,G2001350,51,21,430,Carter,0
1041,Kentucky,G2001370,51,21,450,Casey,0
1042,Kentucky,G2001390,51,21,470,Christian,0
1043,Kentucky,G2001410,51,21,490,Clark,0
1044,Kentucky,G2001430,51,21,510,Clay,0
1045,Kentucky,G2001450,51,21,530,Clinton,0
1046,Kentucky,G2001470,51,21,550,Crittenden,0
1047,Kentucky,G2001490,51,21,570,Cumberland,0
1048,Kentucky,G2001510,51,21,590,Daviess,0
1049,Kentucky,G2001530,51,21,610,Edmonson,0
1050,Kentucky,G2001550,51,21,630,Elliott,0
1051,Kentucky,G2001570,51,21,650,Estill,0
1052,Kentucky,G2001590,51,21,670,Fayette,0
1053,Kentucky,G2001610,51,21,690,Fleming,0
1054,Kentucky,G2001630,51,21,710,Floyd,0
1055,Kentucky,G2001650,51,21,730,Franklin,0
1056,Kentucky,G2001670,51,21,750,Fulton,0
1057,Kentucky,G2001690,51,21,770,Gallatin,0
1058,Kentucky,G2001710,51,21,790,Garrard,0
1059,Kentucky,G2001730,51,21,810,Grant,0
1060,Kentucky,G2001750,51,21,830,Graves,0
1061,Kentucky,G2001770,51,21,850,Grayson,0
1062,Kentucky,G2001790,51,21,870,Green,0
1063,Kentucky,G2001810,51,21,890,Greenup,0
1064,Kentucky,G2001830,51,21,910,Hancock,0
1065,Kentucky,G2001850,51,21,930,Hardin,1
1066,Kentucky,G2001870,51,21,950,Harlan,0
1067,Kentucky,G2001890,51,21,970,Harrison,0
1068,Kentucky,G2001910,51,21,990,Hart,0
1069,Kentucky,G2001930,51,21,1010,Henderson,0
1070,Kentucky,G2001950,51,21,1030,Henry,0
1071,Kentucky,G2001970,51,21,1050,Hickman,0
1072,Kentucky,G2001990,51,21,1070,Hopkins,0
1073,Kentucky,G2002010,51,21,1090,Jackson,0
1074,Kentucky,G2002030,51,21,1110,Jefferson,1
1075,Kentucky,G2002050,51,21,1130,Jessamine,0
1076,Kentucky,G2002070,51,21,1150,Johnson,0
1077,Kentucky,G2002090,51,21,1170,Kenton,0
1078,Kentucky,G2100010,51,21,1190,Knott,0
1079,Kentucky,G2100030,51,21,1210,Knox,0
1080,Kentucky,G2100050,51,21,1230,Larue,0
1081,Kentucky,G2100070,51,21,1250,Laurel,0
1082,Kentucky,G2100090,51,21,1270,Lawrence,0
1083,Kentucky,G2100110,51,21,1290,Lee,0
1084,Kentucky,G2100130,51,21,1310,Leslie,0
