,STATE,GISJOIN,STATEICP,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,EPLRA2
1085,Kentucky,G2100150,51,21,1330,Letcher,0
1086,Kentucky,G2100170,51,21,1350,Lewis,0
1087,Kentucky,G2100190,51,21,1370,Lincoln,0
1088,Kentucky,G2100210,51,21,1390,Livingston,0
1089,Kentucky,G2100230,51,21,1410,Logan,0
1090,Kentucky,G2100250,51,21,1430,Lyon,0
1091,Kentucky,G2100330,51,21,1510,Madison,0
1092,Kentucky,G2100350,51,21,1530,Magoffin,0
1093,Kentucky,G2100370,51,21,1550,Marion,0
1094,Kentucky,G2100390,51,21,1570,Marshall,0
1095,Kentucky,G2100410,51,21,1590,Martin,0
1096,Kentucky,G2100430,51,21,1610,Mason,0
1097,Kentucky,G2100270,51,21,1450,McCracken,0
1098,Kentucky,G2100290,51,21,1470,McCreary,0
1099,Kentucky,G2100310,51,21,1490,McLean,0
1100,Kentucky,G2100450,51,21,1630,Meade,0
1101,Kentucky,G2100470,51,21,1650,Menifee,0
1102,Kentucky,G2100490,51,21,1670,Mercer,0
1103,Kentucky,G2100510,51,21,1690,Metcalfe,0
1104,Kentucky,G2100530,51,21,1710,Monroe,0
1105,Kentucky,G2100550,51,21,1730,Montgomery,0
1106,Kentucky,G2100570,51,21,1750,Morgan,0
1107,Kentucky,G2100590,51,21,1770,Muhlenberg,0
1108,Kentucky,G2100610,51,21,1790,Nelson,0
1109,Kentucky,G2100630,51,21,1810,Nicholas,0
1110,Kentucky,G2100650,51,21,1830,Ohio,0
1111,Kentucky,G2100670,51,21,1850,Oldham,0
1112,Kentucky,G2100690,51,21,1870,Owen,0
1113,Kentucky,G2100710,51,21,1890,Owsley,0
1114,Kentucky,G2100730,51,21,1910,Pendleton,0
1115,Kentucky,G2100750,51,21,1930,Perry,0
1116,Kentucky,G2100770,51,21,1950,Pike,0
1117,Kentucky,G2100790,51,21,1970,Powell,0
1118,Kentucky,G2100810,51,21,1990,Pulaski,0
1119,Kentucky,G2100830,51,21,2010,Robertson,0
1120,Kentucky,G2100850,51,21,2030,Rockcastle,0
1121,Kentucky,G2100870,51,21,2050,Rowan,0
1122,Kentucky,G2100890,51,21,2070,Russell,0
1123,Kentucky,G2100910,51,21,2090,Scott,0
1124,Kentucky,G2100930,51,21,2110,Shelby,0
1125,Kentucky,G2100950,51,21,2130,Simpson,0
1126,Kentucky,G2100970,51,21,2150,Spencer,0
1127,Kentucky,G2100990,51,21,2170,Taylor,0
1128,Kentucky,G2101010,51,21,2190,Todd,0
1129,Kentucky,G2101030,51,21,2210,Trigg,0
1130,Kentucky,G2101050,51,21,2230,Trimble,0
1131,Kentucky,G2101070,51,21,2250,Union,0
1132,Kentucky,G2101090,51,21,2270,Warren,0
1133,Kentucky,G2101110,51,21,2290,Washington,0
1134,Kentucky,G2101130,51,21,2310,Wayne,0
1135,Kentucky,G2101150,51,21,2330,Webster,0
1136,Kentucky,G2101170,51,21,2350,Whitley,0
1137,Kentucky,G2101190,51,21,2370,Wolfe,0
1138,Kentucky,G2101210,51,21,2390,Woodford,0
1139,Louisiana,G2101230,45,22,10,Acadia,0
1140,Louisiana,G2101250,45,22,30,Allen,0
1141,Louisiana,G2101270,45,22,50,Ascension,1
1142,Louisiana,G2101290,45,22,70,Assumption,0
1143,Louisiana,G2101310,45,22,90,Avoyelles,0
1144,Louisiana,G2101330,45,22,110,Beauregard,0
1145,Louisiana,G2101350,45,22,130,Bienville,0
1146,Louisiana,G2101370,45,22,150,Bossier,1
1147,Louisiana,G2101390,45,22,170,Caddo,0
1148,Louisiana,G2101410,45,22,190,Calcasieu,1
1149,Louisiana,G2101430,45,22,210,Caldwell,0
1150,Louisiana,G2101450,45,22,230,Cameron,0
1151,Louisiana,G2101470,45,22,250,Catahoula,0
1152,Louisiana,G2101490,45,22,270,Claiborne,0
1153,Louisiana,G2101510,45,22,290,Concordia,0
1154,Louisiana,G2101530,45,22,310,De Soto,0
1155,Louisiana,G2101550,45,22,330,East Baton Rouge,1
1156,Louisiana,G2101570,45,22,350,East Carroll,0
1157,Louisiana,G2101590,45,22,370,East Feliciana,0
1158,Louisiana,G2101610,45,22,390,Evangeline,0
1159,Louisiana,G2101630,45,22,410,Franklin,0
1160,Louisiana,G2101650,45,22,430,Grant,0
1161,Louisiana,G2101670,45,22,450,Iberia,0
1162,Louisiana,G2101690,45,22,470,Iberville,1
1163,Louisiana,G2101710,45,22,490,Jackson,0
1164,Louisiana,G2101730,45,22,510,Jefferson,0
1165,Louisiana,G2101750,45,22,530,Jefferson Davis,0
1166,Louisiana,G2101810,45,22,590,La Salle,0
1167,Louisiana,G2101770,45,22,550,Lafayette,0
1168,Louisiana,G2101790,45,22,570,Lafourche,0
1169,Louisiana,G2101830,45,22,610,Lincoln,0
1170,Louisiana,G2101850,45,22,630,Livingston,1
1171,Louisiana,G2101870,45,22,650,Madison,0
1172,Louisiana,G2101890,45,22,670,Morehouse,0
1173,Louisiana,G2101910,45,22,690,Natchitoches,0
1174,Louisiana,G2101930,45,22,710,Orleans,1
1175,Louisiana,G2101950,45,22,730,Ouachita,0
1176,Louisiana,G2101970,45,22,750,Plaquemines,0
1177,Louisiana,G2101990,45,22,770,Pointe Coupee,0
1178,Louisiana,G2102010,45,22,790,Rapides,1
1179,Louisiana,G2102030,45,22,810,Red River,0
1180,Louisiana,G2102050,45,22,830,Richland,0
1181,Louisiana,G2102070,45,22,850,Sabine,0
1182,Louisiana,G2102090,45,22,870,St Bernard,0
1183,Louisiana,G2102110,45,22,890,St Charles,0
1184,Louisiana,G2102130,45,22,910,St Helena,0
1185,Louisiana,G2102150,45,22,930,St James,0
1186,Louisiana,G2102170,45,22,950,St John The Baptist,0
1187,Louisiana,G2102190,45,22,970,St Landry,0
1188,Louisiana,G2102210,45,22,990,St Martin,0
1189,Louisiana,G2102230,45,22,1010,St Mary,0
1190,Louisiana,G2102250,45,22,1030,St Tammany,1
1191,Louisiana,G2102270,45,22,1050,Tangipahoa,1
1192,Louisiana,G2102290,45,22,1070,Tensas,0
1193,Louisiana,G2102310,45,22,1090,Terrebonne,0
1194,Louisiana,G2102330,45,22,1110,Union,0
1195,Louisiana,G2102350,45,22,1130,Vermilion,1
1196,Louisiana,G2102370,45,22,1150,Vernon,0
1197,Louisiana,G2102390,45,22,1170,Washington,0
1198,Louisiana,G2200010,45,22,1190,Webster,1
1199,Louisiana,G2200030,45,22,1210,West Baton Rouge,0
1200,Louisiana,G2200050,45,22,1230,West Carroll,0
1201,Louisiana,G2200070,45,22,1250,West Feliciana,0
1202,Louisiana,G2200090,45,22,1270,Winn,1
1203,Maine,G2200110,2,23,10,Androscoggin,0
1204,Maine,G2200130,2,23,30,Aroostook,0
1205,Maine,G2200150,2,23,50,Cumberland,0
1206,Maine,G2200170,2,23,70,Franklin,0
1207,Maine,G2200190,2,23,90,Hancock,0
1208,Maine,G2200210,2,23,110,Kennebec,0
1209,Maine,G2200230,2,23,130,Knox,0
1210,Maine,G2200250,2,23,150,Lincoln,0
1211,Maine,G2200270,2,23,170,Oxford,0
1212,Maine,G2200290,2,23,190,Penobscot,0
1213,Maine,G2200310,2,23,210,Piscataquis,0
1214,Maine,G2200330,2,23,230,Sagadahoc,0
1215,Maine,G2200350,2,23,250,Somerset,0
1216,Maine,G2200370,2,23,270,Waldo,0
1217,Maine,G2200390,2,23,290,Washington,0
1218,Maine,G2200410,2,23,310,York,0
1219,Maryland,G2200430,52,24,10,Allegany,0
1220,Maryland,G2200450,52,24,30,Anne Arundel,1
1221,Maryland,G2200470,52,24,50,Baltimore,1
1222,Maryland,G2200890,52,24,5100,Baltimore City,1
1223,Maryland,G2200490,52,24,90,Calvert,0
1224,Maryland,G2200510,52,24,110,Caroline,0
1225,Maryland,G2200530,52,24,130,Carroll,0
1226,Maryland,G2200550,52,24,150,Cecil,1
1227,Maryland,G2200570,52,24,170,Charles,1
1228,Maryland,G2200590,52,24,190,Dorchester,0
1229,Maryland,G2200610,52,24,210,Frederick,0
1230,Maryland,G2200630,52,24,230,Garrett,0
1231,Maryland,G2200650,52,24,250,Harford,0
1232,Maryland,G2200670,52,24,270,Howard,0
1233,Maryland,G2200690,52,24,290,Kent,0
1234,Maryland,G2200710,52,24,310,Montgomery,0
1235,Maryland,G2200730,52,24,330,Prince Georges,1
1236,Maryland,G2200750,52,24,350,Queen Anne's,0
1237,Maryland,G2200790,52,24,390,Somerset,0
1238,Maryland,G2200770,52,24,370,St Mary's,1
1239,Maryland,G2200810,52,24,410,Talbot,0
1240,Maryland,G2200830,52,24,430,Washington,0
1241,Maryland,G2200850,52,24,450,Wicomico,0
1242,Maryland,G2200870,52,24,470,Worcester,0
1243,Massachusetts,G2200910,3,25,10,Barnstable,0
1244,Massachusetts,G2200930,3,25,30,Berkshire,0
1245,Massachusetts,G2200950,3,25,50,Bristol,0
1246,Massachusetts,G2200970,3,25,70,Dukes,0
1247,Massachusetts,G2200990,3,25,90,Essex,0
1248,Massachusetts,G2201010,3,25,110,Franklin,0
1249,Massachusetts,G2201030,3,25,130,Hampden,1
1250,Massachusetts,G2201050,3,25,150,Hampshire,0
1251,Massachusetts,G2201070,3,25,170,Middlesex,0
1252,Massachusetts,G2201090,3,25,190,Nantucket,0
1253,Massachusetts,G2201110,3,25,210,Norfolk,0
1254,Massachusetts,G2201130,3,25,230,Plymouth,0
1255,Massachusetts,G2201150,3,25,250,Suffolk,0
1256,Massachusetts,G2201170,3,25,270,Worcester,0
1257,Michigan,G2201190,23,26,10,Alcona,0
1258,Michigan,G2201210,23,26,30,Alger,0
1259,Michigan,G2201230,23,26,50,Allegan,0
1260,Michigan,G2201250,23,26,70,Alpena,0
1261,Michigan,G2201270,23,26,90,Antrim,0
1262,Michigan,G2300010,23,26,110,Arenac,0
1263,Michigan,G2300030,23,26,130,Baraga,0
1264,Michigan,G2300050,23,26,150,Barry,0
1265,Michigan,G2300070,23,26,170,Bay,0
1266,Michigan,G2300090,23,26,190,Benzie,0
1267,Michigan,G2300110,23,26,210,Berrien,1
1268,Michigan,G2300130,23,26,230,Branch,0
1269,Michigan,G2300150,23,26,250,Calhoun,0
1270,Michigan,G2300170,23,26,270,Cass,0
1271,Michigan,G2300190,23,26,290,Charlevoix,0
1272,Michigan,G2300210,23,26,310,Cheboygan,0
1273,Michigan,G2300230,23,26,330,Chippewa,0
1274,Michigan,G2300250,23,26,350,Clare,0
1275,Michigan,G2300270,23,26,370,Clinton,0
1276,Michigan,G2300290,23,26,390,Crawford,0
1277,Michigan,G2300310,23,26,410,Delta,0
1278,Michigan,G2400010,23,26,430,Dickinson,0
1279,Michigan,G2400030,23,26,450,Eaton,0
1280,Michigan,G2400050,23,26,470,Emmet,0
1281,Michigan,G2400090,23,26,490,Genesee,1
1282,Michigan,G2400110,23,26,510,Gladwin,0
1283,Michigan,G2400130,23,26,530,Gogebic,0
1284,Michigan,G2400150,23,26,550,Grand Traverse,0
1285,Michigan,G2400170,23,26,570,Gratiot,0
1286,Michigan,G2400190,23,26,590,Hillsdale,0
1287,Michigan,G2400210,23,26,610,Houghton,0
1288,Michigan,G2400230,23,26,630,Huron,0
1289,Michigan,G2400250,23,26,650,Ingham,1
1290,Michigan,G2400270,23,26,670,Ionia,0
1291,Michigan,G2400290,23,26,690,Iosco,0
1292,Michigan,G2400310,23,26,710,Iron,0
1293,Michigan,G2400330,23,26,730,Isabella,0
1294,Michigan,G2400350,23,26,750,Jackson,0
1295,Michigan,G2400370,23,26,770,Kalamazoo,1
1296,Michigan,G2400390,23,26,790,Kalkaska,0
1297,Michigan,G2400410,23,26,810,Kent,1
1298,Michigan,G2400430,23,26,830,Keweenaw,0
1299,Michigan,G2400450,23,26,850,Lake,0
1300,Michigan,G2400470,23,26,870,Lapeer,0
1301,Michigan,G2405100,23,26,890,Leelanau,0
1302,Michigan,G2500010,23,26,910,Lenawee,0
1303,Michigan,G2500030,23,26,930,Livingston,0
1304,Michigan,G2500050,23,26,950,Luce,0
1305,Michigan,G2500070,23,26,970,Mackinac,0
1306,Michigan,G2500090,23,26,990,Macomb,0
1307,Michigan,G2500110,23,26,1010,Manistee,0
1308,Michigan,G2500130,23,26,1030,Marquette,0
1309,Michigan,G2500150,23,26,1050,Mason,0
1310,Michigan,G2500170,23,26,1070,Mecosta,0
1311,Michigan,G2500190,23,26,1090,Menominee,0
1312,Michigan,G2500210,23,26,1110,Midland,0
1313,Michigan,G2500230,23,26,1130,Missaukee,0
1314,Michigan,G2500250,23,26,1150,Monroe,0
1315,Michigan,G2500270,23,26,1170,Montcalm,0
1316,Michigan,G2600010,23,26,1190,Montmorency,0
1317,Michigan,G2600030,23,26,1210,Muskegon,0
1318,Michigan,G2600050,23,26,1230,Newaygo,0
1319,Michigan,G2600070,23,26,1250,Oakland,1
1320,Michigan,G2600090,23,26,1270,Oceana,0
1321,Michigan,G2600110,23,26,1290,Ogemaw,0
1322,Michigan,G2600130,23,26,1310,Ontonagon,0
1323,Michigan,G2600150,23,26,1330,Osceola,0
1324,Michigan,G2600170,23,26,1350,Oscoda,0
1325,Michigan,G2600190,23,26,1370,Otsego,0
1326,Michigan,G2600210,23,26,1390,Ottawa,0
1327,Michigan,G2600230,23,26,1410,Presque Isle,0
1328,Michigan,G2600250,23,26,1430,Roscommon,0
1329,Michigan,G2600270,23,26,1450,Saginaw,0
1330,Michigan,G2600330,23,26,1510,Sanilac,0
1331,Michigan,G2600350,23,26,1530,Schoolcraft,0
1332,Michigan,G2600370,23,26,1550,Shiawassee,0
1333,Michigan,G2600290,23,26,1470,St Clair,0
1334,Michigan,G2600310,23,26,1490,St Joseph,0
1335,Michigan,G2600390,23,26,1570,Tuscola,0
1336,Michigan,G2600410,23,26,1590,Van Buren,0
1337,Michigan,G2600430,23,26,1610,Washtenaw,0
1338,Michigan,G2600450,23,26,1630,Wayne,1
1339,Michigan,G2600470,23,26,1650,Wexford,0
1340,Minnesota,G2600490,33,27,10,Aitkin,0
1341,Minnesota,G2600510,33,27,30,Anoka,0
1342,Minnesota,G2600530,33,27,50,Becker,0
1343,Minnesota,G2600550,33,27,70,Beltrami,0
1344,Minnesota,G2600570,33,27,90,Benton,0
1345,Minnesota,G2600590,33,27,110,Big Stone,0
1346,Minnesota,G2600610,33,27,130,Blue Earth,0
1347,Minnesota,G2600630,33,27,150,Brown,0
1348,Minnesota,G2600650,33,27,170,Carlton,0
1349,Minnesota,G2600670,33,27,190,Carver,0
1350,Minnesota,G2600690,33,27,210,Cass,0
1351,Minnesota,G2600710,33,27,230,Chippewa,0
1352,Minnesota,G2600730,33,27,250,Chisago,0
1353,Minnesota,G2600750,33,27,270,Clay,0
1354,Minnesota,G2600770,33,27,290,Clearwater,0
1355,Minnesota,G2600790,33,27,310,Cook,0
1356,Minnesota,G2600810,33,27,330,Cottonwood,0
1357,Minnesota,G2600830,33,27,350,Crow Wing,0
1358,Minnesota,G2600850,33,27,370,Dakota,0
1359,Minnesota,G2600870,33,27,390,Dodge,0
1360,Minnesota,G2600890,33,27,410,Douglas,0
1361,Minnesota,G2600910,33,27,430,Faribault,0
1362,Minnesota,G2600930,33,27,450,Fillmore,0
1363,Minnesota,G2600950,33,27,470,Freeborn,0
1364,Minnesota,G2600970,33,27,490,Goodhue,0
1365,Minnesota,G2600990,33,27,510,Grant,0
1366,Minnesota,G2601010,33,27,530,Hennepin,1
1367,Minnesota,G2601030,33,27,550,Houston,0
1368,Minnesota,G2601050,33,27,570,Hubbard,0
1369,Minnesota,G2601070,33,27,590,Isanti,0
1370,Minnesota,G2601090,33,27,610,Itasca,0
1371,Minnesota,G2601110,33,27,630,Jackson,0
1372,Minnesota,G2601130,33,27,650,Kanabec,0
1373,Minnesota,G2601150,33,27,670,Kandiyohi,0
1374,Minnesota,G2601170,33,27,690,Kittson,0
1375,Minnesota,G2601190,33,27,710,Koochiching,0
1376,Minnesota,G2601210,33,27,730,Lac Qui Parle,0
1377,Minnesota,G2601230,33,27,750,Lake,0
1378,Minnesota,G2601250,33,27,770,Lake Of The Woods,0
1379,Minnesota,G2601270,33,27,790,Le Sueur,0
1380,Minnesota,G2601290,33,27,810,Lincoln,0
1381,Minnesota,G2601310,33,27,830,Lyon,0
1382,Minnesota,G2601350,33,27,870,Mahnomen,0
1383,Minnesota,G2601370,33,27,890,Marshall,0
1384,Minnesota,G2601390,33,27,910,Martin,0
1385,Minnesota,G2601330,33,27,850,McLeod,0
1386,Minnesota,G2601410,33,27,930,Meeker,0
1387,Minnesota,G2601430,33,27,950,Mille Lacs,0
1388,Minnesota,G2601450,33,27,970,Morrison,0
1389,Minnesota,G2601470,33,27,990,Mower,0
1390,Minnesota,G2601490,33,27,1010,Murray,0
1391,Minnesota,G2601510,33,27,1030,Nicollet,0
1392,Minnesota,G2601530,33,27,1050,Nobles,0
1393,Minnesota,G2601550,33,27,1070,Norman,0
1394,Minnesota,G2601570,33,27,1090,Olmsted,0
1395,Minnesota,G2601590,33,27,1110,Otter Tail,0
1396,Minnesota,G2601610,33,27,1130,Pennington,0
1397,Minnesota,G2601630,33,27,1150,Pine,0
1398,Minnesota,G2601650,33,27,1170,Pipestone,0
1399,Minnesota,G2700010,33,27,1190,Polk,0
1400,Minnesota,G2700030,33,27,1210,Pope,0
1401,Minnesota,G2700050,33,27,1230,Ramsey,0
1402,Minnesota,G2700070,33,27,1250,Red Lake,0
1403,Minnesota,G2700090,33,27,1270,Redwood,0
1404,Minnesota,G2700110,33,27,1290,Renville,0
1405,Minnesota,G2700130,33,27,1310,Rice,0
1406,Minnesota,G2700150,33,27,1330,Rock,0
1407,Minnesota,G2700170,33,27,1350,Roseau,0
1408,Minnesota,G2700210,33,27,1390,Scott,0
1409,Minnesota,G2700230,33,27,1410,Sherburne,0
1410,Minnesota,G2700250,33,27,1430,Sibley,0
1411,Minnesota,G2700190,33,27,1370,St Louis,0
1412,Minnesota,G2700270,33,27,1450,Stearns,0
1413,Minnesota,G2700290,33,27,1470,Steele,0
1414,Minnesota,G2700310,33,27,1490,Stevens,0
1415,Minnesota,G2700330,33,27,1510,Swift,0
1416,Minnesota,G2700350,33,27,1530,Todd,0
1417,Minnesota,G2700370,33,27,1550,Traverse,0
1418,Minnesota,G2700390,33,27,1570,Wabasha,0
1419,Minnesota,G2700410,33,27,1590,Wadena,0
1420,Minnesota,G2700430,33,27,1610,Waseca,0
1421,Minnesota,G2700450,33,27,1630,Washington,0
1422,Minnesota,G2700470,33,27,1650,Watonwan,0
1423,Minnesota,G2700490,33,27,1670,Wilkin,0
1424,Minnesota,G2700510,33,27,1690,Winona,0
1425,Minnesota,G2700530,33,27,1710,Wright,0
1426,Minnesota,G2700550,33,27,1730,Yellow Medicine,0
1427,Mississippi,G2700570,46,28,10,Adams,0
1428,Mississippi,G2700590,46,28,30,Alcorn,0
1429,Mississippi,G2700610,46,28,50,Amite,0
1430,Mississippi,G2700630,46,28,70,Attala,0
1431,Mississippi,G2700650,46,28,90,Benton,0
1432,Mississippi,G2700670,46,28,110,Bolivar,0
1433,Mississippi,G2700690,46,28,130,Calhoun,0
1434,Mississippi,G2700710,46,28,150,Carroll,0
1435,Mississippi,G2700730,46,28,170,Chickasaw,0
1436,Mississippi,G2700750,46,28,190,Choctaw,0
1437,Mississippi,G2700770,46,28,210,Claiborne,0
1438,Mississippi,G2700790,46,28,230,Clarke,0
1439,Mississippi,G2700810,46,28,250,Clay,0
1440,Mississippi,G2700830,46,28,270,Coahoma,1
1441,Mississippi,G2700850,46,28,290,Copiah,1
1442,Mississippi,G2700870,46,28,310,Covington,0
1443,Mississippi,G2700890,46,28,330,DeSoto,0
1444,Mississippi,G2700910,46,28,350,Forrest,1
1445,Mississippi,G2700930,46,28,370,Franklin,0
1446,Mississippi,G2700950,46,28,390,George,0
1447,Mississippi,G2700970,46,28,410,Greene,0
1448,Mississippi,G2700990,46,28,430,Grenada,0
1449,Mississippi,G2701010,46,28,450,Hancock,0
1450,Mississippi,G2701030,46,28,470,Harrison,1
1451,Mississippi,G2701050,46,28,490,Hinds,0
1452,Mississippi,G2701070,46,28,510,Holmes,0
1453,Mississippi,G2701090,46,28,530,Humphreys,0
1454,Mississippi,G2701110,46,28,550,Issaquena,0
1455,Mississippi,G2701130,46,28,570,Itawamba,0
1456,Mississippi,G2701150,46,28,590,Jackson,0
1457,Mississippi,G2701170,46,28,610,Jasper,0
1458,Mississippi,G2701190,46,28,630,Jefferson,0
1459,Mississippi,G2701210,46,28,650,Jefferson Davis,0
1460,Mississippi,G2701230,46,28,670,Jones,0
1461,Mississippi,G2701250,46,28,690,Kemper,0
1462,Mississippi,G2701270,46,28,710,Lafayette,0
1463,Mississippi,G2701290,46,28,730,Lamar,0
1464,Mississippi,G2701310,46,28,750,Lauderdale,0
1465,Mississippi,G2701330,46,28,770,Lawrence,0
1466,Mississippi,G2701350,46,28,790,Leake,0
1467,Mississippi,G2701370,46,28,810,Lee,0
1468,Mississippi,G2701390,46,28,830,Leflore,0
1469,Mississippi,G2701410,46,28,850,Lincoln,0
1470,Mississippi,G2701430,46,28,870,Lowndes,1
1471,Mississippi,G2701450,46,28,890,Madison,1
1472,Mississippi,G2701470,46,28,910,Marion,1
1473,Mississippi,G2701490,46,28,930,Marshall,0
1474,Mississippi,G2701510,46,28,950,Monroe,0
1475,Mississippi,G2701530,46,28,970,Montgomery,0
1476,Mississippi,G2701550,46,28,990,Neshoba,0
1477,Mississippi,G2701570,46,28,1010,Newton,0
1478,Mississippi,G2701590,46,28,1030,Noxubee,0
1479,Mississippi,G2701610,46,28,1050,Oktibbeha,0
1480,Mississippi,G2701630,46,28,1070,Panola,0
1481,Mississippi,G2701650,46,28,1090,Pearl River,1
1482,Mississippi,G2701670,46,28,1110,Perry,0
1483,Mississippi,G2701690,46,28,1130,Pike,0
1484,Mississippi,G2701710,46,28,1150,Pontotoc,0
1485,Mississippi,G2701730,46,28,1170,Prentiss,0
1486,Mississippi,G2800010,46,28,1190,Quitman,0
1487,Mississippi,G2800030,46,28,1210,Rankin,1
1488,Mississippi,G2800050,46,28,1230,Scott,0
1489,Mississippi,G2800070,46,28,1250,Sharkey,0
1490,Mississippi,G2800090,46,28,1270,Simpson,0
1491,Mississippi,G2800110,46,28,1290,Smith,0
1492,Mississippi,G2800130,46,28,1310,Stone,0
1493,Mississippi,G2800150,46,28,1330,Sunflower,0
1494,Mississippi,G2800170,46,28,1350,Tallahatchie,0
1495,Mississippi,G2800190,46,28,1370,Tate,0
1496,Mississippi,G2800210,46,28,1390,Tippah,0
1497,Mississippi,G2800230,46,28,1410,Tishomingo,0
1498,Mississippi,G2800250,46,28,1430,Tunica,0
1499,Mississippi,G2800270,46,28,1450,Union,0
1500,Mississippi,G2800290,46,28,1470,Walthall,0
1501,Mississippi,G2800310,46,28,1490,Warren,0
1502,Mississippi,G2800330,46,28,1510,Washington,1
1503,Mississippi,G2800350,46,28,1530,Wayne,0
1504,Mississippi,G2800370,46,28,1550,Webster,0
1505,Mississippi,G2800390,46,28,1570,Wilkinson,0
1506,Mississippi,G2800410,46,28,1590,Winston,1
1507,Mississippi,G2800430,46,28,1610,Yalobusha,0
1508,Mississippi,G2800450,46,28,1630,Yazoo,0
1509,Missouri,G2800470,34,29,10,Adair,0
1510,Missouri,G2800490,34,29,30,Andrew,0
1511,Missouri,G2800510,34,29,50,Atchison,0
1512,Missouri,G2800530,34,29,70,Audrain,0
1513,Missouri,G2800550,34,29,90,Barry,0
1514,Missouri,G2800570,34,29,110,Barton,0
1515,Missouri,G2800590,34,29,130,Bates,0
1516,Missouri,G2800610,34,29,150,Benton,0
1517,Missouri,G2800630,34,29,170,Bollinger,0
1518,Missouri,G2800650,34,29,190,Boone,0
1519,Missouri,G2800670,34,29,210,Buchanan,0
1520,Missouri,G2800690,34,29,230,Butler,0
1521,Missouri,G2800710,34,29,250,Caldwell,0
1522,Missouri,G2800730,34,29,270,Callaway,0
1523,Missouri,G2800750,34,29,290,Camden,0
1524,Missouri,G2800770,34,29,310,Cape Girardeau,0
1525,Missouri,G2800790,34,29,330,Carroll,0
1526,Missouri,G2800810,34,29,350,Carter,0
1527,Missouri,G2800830,34,29,370,Cass,0
1528,Missouri,G2800850,34,29,390,Cedar,0
1529,Missouri,G2800870,34,29,410,Chariton,0
1530,Missouri,G2800890,34,29,430,Christian,0
1531,Missouri,G2800910,34,29,450,Clark,0
1532,Missouri,G2800930,34,29,470,Clay,0
1533,Missouri,G2800950,34,29,490,Clinton,0
1534,Missouri,G2800970,34,29,510,Cole,0
1535,Missouri,G2800990,34,29,530,Cooper,0
1536,Missouri,G2801010,34,29,550,Crawford,0
1537,Missouri,G2801030,34,29,570,Dade,0
1538,Missouri,G2801050,34,29,590,Dallas,0
1539,Missouri,G2801070,34,29,610,Daviess,0
1540,Missouri,G2801090,34,29,630,DeKalb,0
1541,Missouri,G2801110,34,29,650,Dent,0
1542,Missouri,G2801130,34,29,670,Douglas,0
1543,Missouri,G2801150,34,29,690,Dunklin,1
1544,Missouri,G2801170,34,29,710,Franklin,0
1545,Missouri,G2801190,34,29,730,Gasconade,0
1546,Missouri,G2801210,34,29,750,Gentry,0
1547,Missouri,G2801230,34,29,770,Greene,0
1548,Missouri,G2801250,34,29,790,Grundy,0
1549,Missouri,G2801270,34,29,810,Harrison,0
1550,Missouri,G2801290,34,29,830,Henry,0
1551,Missouri,G2801310,34,29,850,Hickory,0
1552,Missouri,G2801330,34,29,870,Holt,0
1553,Missouri,G2801350,34,29,890,Howard,0
1554,Missouri,G2801370,34,29,910,Howell,0
1555,Missouri,G2801390,34,29,930,Iron,0
1556,Missouri,G2801410,34,29,950,Jackson,1
1557,Missouri,G2801430,34,29,970,Jasper,0
1558,Missouri,G2801450,34,29,990,Jefferson,0
1559,Missouri,G2801470,34,29,1010,Johnson,0
1560,Missouri,G2801490,34,29,1030,Knox,0
1561,Missouri,G2801510,34,29,1050,Laclede,0
1562,Missouri,G2801530,34,29,1070,Lafayette,0
1563,Missouri,G2801550,34,29,1090,Lawrence,0
1564,Missouri,G2801570,34,29,1110,Lewis,0
1565,Missouri,G2801590,34,29,1130,Lincoln,0
1566,Missouri,G2801610,34,29,1150,Linn,0
1567,Missouri,G2801630,34,29,1170,Livingston,0
1568,Missouri,G2900030,34,29,1210,Macon,0
1569,Missouri,G2900050,34,29,1230,Madison,0
1570,Missouri,G2900070,34,29,1250,Maries,0
1571,Missouri,G2900090,34,29,1270,Marion,0
1572,Missouri,G2900010,34,29,1190,McDonald,0
1573,Missouri,G2900110,34,29,1290,Mercer,0
1574,Missouri,G2900130,34,29,1310,Miller,0
1575,Missouri,G2900150,34,29,1330,Mississippi,0
1576,Missouri,G2900170,34,29,1350,Moniteau,0
1577,Missouri,G2900190,34,29,1370,Monroe,0
1578,Missouri,G2900210,34,29,1390,Montgomery,0
1579,Missouri,G2900230,34,29,1410,Morgan,0
1580,Missouri,G2900250,34,29,1430,New Madrid,0
1581,Missouri,G2900270,34,29,1450,Newton,0
1582,Missouri,G2900290,34,29,1470,Nodaway,0
1583,Missouri,G2900310,34,29,1490,Oregon,0
1584,Missouri,G2900330,34,29,1510,Osage,0
1585,Missouri,G2900350,34,29,1530,Ozark,0
1586,Missouri,G2900370,34,29,1550,Pemiscot,0
1587,Missouri,G2900390,34,29,1570,Perry,0
1588,Missouri,G2900410,34,29,1590,Pettis,0
1589,Missouri,G2900430,34,29,1610,Phelps,0
1590,Missouri,G2900450,34,29,1630,Pike,0
1591,Missouri,G2900470,34,29,1650,Platte,0
1592,Missouri,G2900490,34,29,1670,Polk,0
1593,Missouri,G2900510,34,29,1690,Pulaski,0
1594,Missouri,G2900530,34,29,1710,Putnam,0
1595,Missouri,G2900550,34,29,1730,Ralls,0
