,STATE,GISJOIN,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,GR.SV2,GR.LRA2,GR.LRA3,MM.LRA1,EP.SV1,EP.LRA1,EP.SV2,EP.LRA2,EP.SV3,cty_percentage
700,Illinois,G1700410,17,1590,Richland,1,1,0,1,0,0,0,0,0,0.349429550067599
701,Illinois,G1700430,17,1610,Rock Island,1,1,0,1,0,0,0,0,0,0.104483182387239
702,Illinois,G1700470,17,1650,Saline,1,1,0,1,0,0,0,0,0,0.0539124356661713
703,Illinois,G1700490,17,1670,Sangamon,1,1,0,0,0,1,0,0,0,0.126357135918435
704,Illinois,G1700510,17,1690,Schuyler,1,1,0,1,0,0,0,0,0,0.0154048764324485
705,Illinois,G1700530,17,1710,Scott,1,1,0,1,0,0,0,0,0,0.0727040677782002
706,Illinois,G1700550,17,1730,Shelby,1,1,0,1,0,0,0,0,0,0.398873303535389
707,Illinois,G1700450,17,1630,St Clair,1,1,0,1,0,1,1,1,1,0.1528898634315709
708,Illinois,G1700570,17,1750,Stark,1,1,0,1,0,0,0,0,0,0.0734801151787238
709,Illinois,G1700590,17,1770,Stephenson,0,0,0,1,0,0,0,0,0,0.0989823949767731
710,Illinois,G1700610,17,1790,Tazewell,1,1,0,1,0,1,0,0,0,0.0171736364687805
711,Illinois,G1700630,17,1810,Union,1,1,0,1,0,0,0,0,0,0.17327923138397
712,Illinois,G1700650,17,1830,Vermilion,1,1,0,1,0,0,0,0,1,0.136911875524045
713,Illinois,G1700670,17,1850,Wabash,1,1,0,1,0,0,0,0,0,0.0076566759591541
714,Illinois,G1700690,17,1870,Warren,1,1,0,1,0,0,0,0,0,0.0818790124088722
715,Illinois,G1700710,17,1890,Washington,1,1,0,1,0,0,0,0,0,0.0539828171013083
716,Illinois,G1700730,17,1910,Wayne,1,1,0,1,0,0,0,0,0,0.318397364241567
717,Illinois,G1700750,17,1930,White,1,1,0,1,0,0,0,0,0,0.0275716174611387
718,Illinois,G1700770,17,1950,Whiteside,0,0,0,1,0,0,0,0,0,0.0175102837004821
719,Illinois,G1700790,17,1970,Will,0,0,0,1,0,1,1,1,0,0.119037964790255
720,Illinois,G1700810,17,1990,Williamson,1,1,0,1,0,0,0,0,0,0.0608893186947332
721,Illinois,G1700830,17,2010,Winnebago,0,0,0,1,0,1,1,1,1,0.0899582581537011
722,Illinois,G1700850,17,2030,Woodford,1,1,0,1,0,0,0,0,0,0.0239515009521254
723,Indiana,G1700870,18,10,Adams,1,1,1,1,0,0,0,0,0,0.0498043058612017
724,Indiana,G1700890,18,30,Allen,1,1,1,1,0,1,1,1,0,0.114429964030824
725,Indiana,G1700910,18,50,Bartholomew,1,1,1,1,0,0,0,0,0,0.0223657654519563
726,Indiana,G1700930,18,70,Benton,1,1,1,1,0,0,0,0,0,0.0216849004262315
727,Indiana,G1700950,18,90,Blackford,1,1,1,1,0,0,0,0,0,0.0065972340788799
728,Indiana,G1700970,18,110,Boone,1,1,1,1,0,0,0,0,0,0.0471143183548752
729,Indiana,G1700990,18,130,Brown,1,1,1,1,0,0,0,0,0,0.0254774888334749
730,Indiana,G1701010,18,150,Carroll,1,1,1,1,0,0,0,0,0,0.0682135955466148
731,Indiana,G1701030,18,170,Cass,1,1,1,0,0,0,0,0,0,0.0462659686202613
732,Indiana,G1701050,18,190,Clark,1,1,1,1,0,0,0,0,0,0.101124414366053
733,Indiana,G1701070,18,210,Clay,1,1,1,1,0,0,0,0,0,0.0832851138622971
734,Indiana,G1701090,18,230,Clinton,1,1,1,1,0,0,0,0,0,0.0254819459127933
735,Indiana,G1701110,18,250,Crawford,1,1,1,1,0,0,0,0,0,0.0247226413150831
736,Indiana,G1701130,18,270,Daviess,1,1,1,1,0,0,0,0,0,0.0384316485057847
737,Indiana,G1701150,18,290,Dearborn,1,1,1,1,0,0,0,0,0,0.0066352538734992
738,Indiana,G1701170,18,310,Decatur,1,1,1,1,0,0,0,0,0,0.159161327130694
739,Indiana,G1701190,18,330,DeKalb,1,1,1,1,0,0,0,0,0,0.421506505614643
740,Indiana,G1701210,18,350,Delaware,1,1,1,1,0,1,0,0,0,0.141523998338965
741,Indiana,G1701230,18,370,Dubois,1,1,1,1,0,0,0,0,0,0.0068164783692387
742,Indiana,G1701250,18,390,Elkhart,1,1,1,1,0,0,0,0,0,0.0611768189370137
743,Indiana,G1701270,18,410,Fayette,1,1,1,1,0,0,0,0,0,0.126976771035943
744,Indiana,G1701290,18,430,Floyd,1,1,1,1,0,0,0,0,0,0.0793789387807636
745,Indiana,G1701310,18,450,Fountain,1,1,1,1,0,0,0,0,0,0.0044693629162593
746,Indiana,G1701330,18,470,Franklin,1,1,1,1,0,0,0,0,0,0.152922460789385
747,Indiana,G1701350,18,490,Fulton,1,1,1,1,0,0,0,0,0,0.381317374579769
748,Indiana,G1701370,18,510,Gibson,1,1,1,1,0,0,0,0,0,0.119006424859651
749,Indiana,G1701390,18,530,Grant,1,1,1,1,0,0,0,0,0,0.0263424900800235
750,Indiana,G1701410,18,550,Greene,1,1,1,1,0,0,0,0,0,0.0679647775885685
751,Indiana,G1701430,18,570,Hamilton,1,1,1,1,0,0,0,0,0,0.195554281529022
752,Indiana,G1701450,18,590,Hancock,1,1,1,1,0,0,0,0,0,0.0446987025939128
753,Indiana,G1701470,18,610,Harrison,1,1,1,1,0,0,0,0,0,0.153044623564029
754,Indiana,G1701490,18,630,Hendricks,1,1,1,1,0,0,0,0,0,0.0663675270231264
755,Indiana,G1701510,18,650,Henry,1,1,1,1,0,0,0,0,0,0.235055156397416
756,Indiana,G1701530,18,670,Howard,1,1,1,1,0,0,0,0,0,0.152997722961027
757,Indiana,G1701550,18,690,Huntington,1,1,1,1,0,0,0,0,0,0.0060101268703419
758,Indiana,G1701570,18,710,Jackson,1,1,1,1,0,0,0,0,0,0.14354854462938
759,Indiana,G1701590,18,730,Jasper,1,1,1,1,0,0,0,0,0,0.11352703329473
760,Indiana,G1701610,18,750,Jay,1,1,1,1,0,0,0,0,0,0.0042695591968613
761,Indiana,G1701630,18,770,Jefferson,1,1,1,1,0,0,0,0,0,0.19649512267799
762,Indiana,G1701650,18,790,Jennings,1,1,1,1,0,0,0,0,0,0.0083718149891653
763,Indiana,G1701670,18,810,Johnson,1,1,1,1,0,0,0,0,0,0.0460664062524472
764,Indiana,G1701690,18,830,Knox,1,1,1,1,0,0,0,0,0,0.0683828318808164
765,Indiana,G1701710,18,850,Kosciusko,1,1,1,1,0,0,0,0,0,0.0102205246988937
766,Indiana,G1701730,18,870,Lagrange,1,1,1,1,0,0,0,0,0,0.1402861674490558
767,Indiana,G1701750,18,890,Lake,1,1,1,1,1,1,1,1,1,0.118904118238553
768,Indiana,G1701770,18,910,LaPorte,1,1,1,1,0,0,0,0,0,0.113822491034501
769,Indiana,G1701790,18,930,Lawrence,1,1,1,1,0,0,0,0,0,0.0398892683246368
770,Indiana,G1701810,18,950,Madison,1,1,1,1,0,0,0,0,0,0.160081349438803
771,Indiana,G1701830,18,970,Marion,1,1,1,0,0,1,1,1,1,0.179172836767939
772,Indiana,G1701850,18,990,Marshall,1,1,1,1,0,0,0,0,0,0.0650193369995838
773,Indiana,G1701870,18,1010,Martin,1,1,1,1,0,0,0,0,0,0.0873730102253776
774,Indiana,G1701890,18,1030,Miami,1,1,1,1,0,0,0,0,0,0.0263090881067011
775,Indiana,G1701910,18,1050,Monroe,1,1,1,1,0,0,0,0,0,0.123488731699434
776,Indiana,G1701930,18,1070,Montgomery,1,1,1,1,0,0,0,0,0,0.165124277322756
777,Indiana,G1701950,18,1090,Morgan,1,1,1,1,0,0,0,0,0,0.0679028547642467
778,Indiana,G1701970,18,1110,Newton,1,1,1,1,0,0,0,0,0,0.260140159060287
779,Indiana,G1701990,18,1130,Noble,1,1,1,1,0,0,0,0,0,0.0130386961076876
780,Indiana,G1702010,18,1150,Ohio,1,1,1,1,0,0,0,0,0,0.0256250186136763
781,Indiana,G1702030,18,1170,Orange,1,1,1,1,0,0,0,0,0,0.0847506274628565
782,Indiana,G1800010,18,1190,Owen,1,1,1,1,0,0,0,0,0,0.0063943570583864
783,Indiana,G1800030,18,1210,Parke,1,1,1,1,0,0,0,0,0,0.0242601581460894
784,Indiana,G1800050,18,1230,Perry,1,1,1,1,0,0,0,0,0,0.0611730997777504
785,Indiana,G1800070,18,1250,Pike,1,1,1,1,0,0,0,0,0,0.141876366637961
786,Indiana,G1800090,18,1270,Porter,1,1,1,1,0,1,0,0,0,0.0387233947537518
787,Indiana,G1800110,18,1290,Posey,1,1,1,1,0,0,0,0,0,0.0097332089917243
788,Indiana,G1800130,18,1310,Pulaski,1,1,1,1,0,0,0,0,0,0.276627180628186
789,Indiana,G1800150,18,1330,Putnam,1,1,1,1,0,0,0,0,0,0.0616650215762804
790,Indiana,G1800170,18,1350,Randolph,1,1,1,1,0,0,0,0,0,0.0779888220717765
791,Indiana,G1800190,18,1370,Ripley,1,1,1,1,0,0,0,0,0,0.0042695209131482
792,Indiana,G1800210,18,1390,Rush,1,1,1,1,0,0,0,0,0,0.0086371879622587
793,Indiana,G1800250,18,1430,Scott,1,1,1,1,0,0,0,0,0,0.0727040677782002
794,Indiana,G1800270,18,1450,Shelby,1,1,1,1,0,0,0,0,0,0.398873303535389
795,Indiana,G1800290,18,1470,Spencer,1,1,1,1,0,0,0,0,0,0.012316817341256
796,Indiana,G1800230,18,1410,St Joseph,1,1,1,1,0,1,1,1,1,0.1402861674490558
797,Indiana,G1800310,18,1490,Starke,1,1,1,1,0,0,0,0,0,0.0039576405956339
798,Indiana,G1800330,18,1510,Steuben,1,1,1,1,0,0,0,0,0,0.013651680447959
799,Indiana,G1800350,18,1530,Sullivan,1,1,1,1,0,0,0,0,0,0.0407977285222591
800,Indiana,G1800370,18,1550,Switzerland,1,1,1,1,0,0,0,0,0,0.0092439929673764
801,Indiana,G1800390,18,1570,Tippecanoe,1,1,1,1,0,0,0,0,0,0.0519449846436854
802,Indiana,G1800410,18,1590,Tipton,1,1,1,1,0,0,0,0,0,0.149937749422191
803,Indiana,G1800430,18,1610,Union,1,1,1,0,0,0,0,0,0,0.17327923138397
804,Indiana,G1800450,18,1630,Vanderburgh,1,1,1,0,0,1,0,0,0,0.0958963142035042
805,Indiana,G1800470,18,1650,Vermillion,1,1,1,1,0,0,0,0,0,0.0037815729428721
806,Indiana,G1800490,18,1670,Vigo,1,1,1,1,0,1,0,0,0,0.0718597266924586
807,Indiana,G1800510,18,1690,Wabash,1,1,1,1,0,0,0,0,0,0.0076566759591541
808,Indiana,G1800530,18,1710,Warren,1,1,1,1,0,0,0,0,0,0.0818790124088722
809,Indiana,G1800550,18,1730,Warrick,1,1,1,1,0,0,0,0,0,0.0155216305616812
810,Indiana,G1800570,18,1750,Washington,1,1,1,1,0,0,0,0,0,0.0539828171013083
811,Indiana,G1800590,18,1770,Wayne,1,1,1,1,0,0,0,0,0,0.318397364241567
812,Indiana,G1800610,18,1790,Wells,1,1,1,1,0,0,0,0,0,0.0060364958546434
813,Indiana,G1800630,18,1810,White,1,1,1,1,0,0,0,0,0,0.0275716174611387
814,Indiana,G1800650,18,1830,Whitley,1,1,1,1,0,0,0,0,0,0.0062911193054317
815,Iowa,G1800670,19,10,Adair,1,1,1,1,0,0,0,0,0,0.0185738277982945
816,Iowa,G1800690,19,30,Adams,1,1,1,1,0,0,0,0,0,0.0498043058612017
817,Iowa,G1800710,19,50,Allamakee,1,1,1,1,0,0,0,0,0,0.0152284263959391
818,Iowa,G1800730,19,70,Appanoose,1,1,1,1,0,0,0,0,0,0.0065503483594354
819,Iowa,G1800750,19,90,Audubon,1,1,1,1,0,0,0,0,0,0.0047797933141362
820,Iowa,G1800770,19,110,Benton,1,1,1,1,0,0,0,0,0,0.0216849004262315
821,Iowa,G1800790,19,130,Black Hawk,1,1,1,1,1,1,0,0,0,0.0933383895203163
822,Iowa,G1800810,19,150,Boone,1,1,1,1,0,0,0,0,0,0.0471143183548752
823,Iowa,G1800830,19,170,Bremer,1,1,1,1,0,0,0,0,0,0.0112100618451419
824,Iowa,G1800850,19,190,Buchanan,1,1,1,1,0,0,0,0,0,0.044880788951451
825,Iowa,G1800870,19,210,Buena Vista,1,1,1,1,0,0,0,0,0,0.0313290290641309
826,Iowa,G1800890,19,230,Butler,1,1,1,1,0,0,0,0,0,0.0647994819911411
827,Iowa,G1800910,19,250,Calhoun,1,1,1,1,0,0,0,0,0,0.164469343539617
828,Iowa,G1800930,19,270,Carroll,1,1,1,1,0,0,0,0,0,0.0682135955466148
829,Iowa,G1800950,19,290,Cass,1,1,1,1,0,0,0,0,0,0.0462659686202613
830,Iowa,G1800970,19,310,Cedar,1,1,1,1,0,0,0,0,0,0.0039590793462943
831,Iowa,G1800990,19,330,Cerro Gordo,1,1,1,1,0,0,0,0,0,0.016324210184358
832,Iowa,G1801010,19,350,Cherokee,1,1,1,1,0,0,0,0,0,0.0790825298228765
833,Iowa,G1801030,19,370,Chickasaw,1,1,1,1,0,0,0,0,0,0.260809725560528
834,Iowa,G1801050,19,390,Clarke,1,1,1,1,0,0,0,0,0,0.275438420558931
835,Iowa,G1801070,19,410,Clay,1,1,1,1,0,0,0,0,0,0.0832851138622971
836,Iowa,G1801090,19,430,Clayton,1,1,1,1,0,0,0,0,0,0.665615751615067
837,Iowa,G1801110,19,450,Clinton,1,1,1,1,0,0,0,0,0,0.0254819459127933
838,Iowa,G1801130,19,470,Crawford,1,1,1,1,0,0,0,0,0,0.0247226413150831
839,Iowa,G1801150,19,490,Dallas,1,1,1,1,0,0,0,0,0,0.233468991720899
840,Iowa,G1801170,19,510,Davis,1,1,1,1,0,0,0,0,0,0.0135243945793259
841,Iowa,G1801190,19,530,Decatur,1,1,1,1,0,0,0,0,0,0.159161327130694
842,Iowa,G1801210,19,550,Delaware,1,1,1,1,0,0,0,0,0,0.141523998338965
843,Iowa,G1801230,19,570,Des Moines,1,1,1,1,0,0,0,0,0,0.0580647600960498
844,Iowa,G1801250,19,590,Dickinson,1,1,1,1,0,0,0,0,0,0.0062742718446601
845,Iowa,G1801270,19,610,Dubuque,1,1,1,1,1,1,0,0,0,0.0322630002463682
846,Iowa,G1801290,19,630,Emmet,1,1,1,1,0,0,0,0,0,0.007586992498979
847,Iowa,G1801310,19,650,Fayette,1,1,1,1,0,0,0,0,0,0.126976771035943
848,Iowa,G1801330,19,670,Floyd,1,1,1,1,0,0,0,0,0,0.0793789387807636
849,Iowa,G1801350,19,690,Franklin,1,1,1,1,0,0,0,0,0,0.152922460789385
850,Iowa,G1801370,19,710,Fremont,1,1,1,1,0,0,0,0,0,0.0208133570411194
851,Iowa,G1801390,19,730,Greene,1,1,1,1,0,0,0,0,0,0.0679647775885685
852,Iowa,G1801410,19,750,Grundy,1,1,1,1,0,0,0,0,0,0.0116585886544946
853,Iowa,G1801430,19,770,Guthrie,1,1,1,1,0,0,0,0,0,0.0041522115377152
854,Iowa,G1801450,19,790,Hamilton,1,1,1,1,0,0,0,0,0,0.195554281529022
855,Iowa,G1801470,19,810,Hancock,1,1,1,1,0,0,0,0,0,0.0446987025939128
856,Iowa,G1801490,19,830,Hardin,1,1,1,1,0,0,0,0,0,0.0750349952741425
857,Iowa,G1801510,19,850,Harrison,1,1,1,1,0,0,0,0,0,0.153044623564029
858,Iowa,G1801530,19,870,Henry,1,1,1,1,0,0,0,0,0,0.235055156397416
859,Iowa,G1801550,19,890,Howard,1,1,1,1,0,0,0,0,0,0.152997722961027
860,Iowa,G1801570,19,910,Humboldt,1,1,1,1,0,0,0,0,0,0.0127962790180651
861,Iowa,G1801590,19,930,Ida,1,1,1,1,0,0,0,0,0,0.0039846853658829
862,Iowa,G1801610,19,950,Iowa,1,1,1,1,0,0,0,0,0,0.0061847821312713
863,Iowa,G1801630,19,970,Jackson,1,1,1,1,0,0,0,0,0,0.14354854462938
864,Iowa,G1801650,19,990,Jasper,1,1,1,1,0,0,0,0,0,0.11352703329473
865,Iowa,G1801670,19,1010,Jefferson,1,1,1,1,0,0,0,0,0,0.19649512267799
866,Iowa,G1801690,19,1030,Johnson,1,1,1,1,0,0,0,0,0,0.0460664062524472
867,Iowa,G1801710,19,1050,Jones,1,1,1,1,0,0,0,0,0,0.224421721947285
868,Iowa,G1801730,19,1070,Keokuk,1,1,1,1,0,0,0,0,0,0.0055508147425738
869,Iowa,G1801750,19,1090,Kossuth,1,1,1,1,0,0,0,0,0,0.0077271471969069
870,Iowa,G1801770,19,1110,Lee,1,1,1,1,0,0,0,0,0,0.139858960541653
871,Iowa,G1801790,19,1130,Linn,1,1,1,1,0,0,0,0,0,0.0341767526780623
872,Iowa,G1801810,19,1150,Louisa,1,1,1,1,0,0,0,0,0,0.126509110189225
873,Iowa,G1801830,19,1170,Lucas,1,1,1,1,0,0,0,0,0,0.19539523324592
874,Iowa,G1900010,19,1190,Lyon,1,1,1,1,0,0,0,0,0,0.021459380883159
875,Iowa,G1900030,19,1210,Madison,1,1,1,1,0,0,0,0,0,0.160081349438803
876,Iowa,G1900050,19,1230,Mahaska,1,1,1,1,0,0,0,0,0,0.0164039333722752
877,Iowa,G1900070,19,1250,Marion,1,1,1,1,0,0,0,0,0,0.179172836767939
878,Iowa,G1900090,19,1270,Marshall,1,1,1,1,0,0,0,0,0,0.0650193369995838
879,Iowa,G1900110,19,1290,Mills,1,1,1,1,0,0,0,0,0,0.0069779361105042
880,Iowa,G1900130,19,1310,Mitchell,1,1,1,1,0,0,0,0,0,0.189598730123544
881,Iowa,G1900150,19,1330,Monona,1,1,1,1,0,0,0,0,0,0.004946305316808
882,Iowa,G1900170,19,1350,Monroe,1,1,1,1,0,0,0,0,0,0.123488731699434
883,Iowa,G1900190,19,1370,Montgomery,1,1,1,1,0,0,0,0,0,0.165124277322756
884,Iowa,G1900210,19,1390,Muscatine,1,1,1,1,0,0,0,0,0,0.024846836569217
885,Iowa,G1900230,19,1410,O Brien,1,1,1,1,0,0,0,0,0,0.1461276330081797
886,Iowa,G1900250,19,1430,Osceola,1,1,1,1,0,0,0,0,0,0.125703516594914
887,Iowa,G1900270,19,1450,Page,1,1,1,1,0,0,0,0,0,0.0228768291492891
888,Iowa,G1900290,19,1470,Palo Alto,1,1,1,1,0,0,0,0,0,0.0134955366562996
889,Iowa,G1900310,19,1490,Plymouth,1,1,1,1,0,1,0,0,0,0.10162463478574
890,Iowa,G1900330,19,1510,Pocahontas,1,1,1,1,0,0,0,0,0,0.0102727900552486
891,Iowa,G1900350,19,1530,Polk,1,1,1,0,0,1,0,0,0,0.103000815290063
892,Iowa,G1900370,19,1550,Pottawattamie,1,1,1,1,1,1,0,0,0,0.0164139836574125
893,Iowa,G1900390,19,1570,Poweshiek,1,1,1,1,0,0,0,0,0,0.0147807602946265
894,Iowa,G1900410,19,1590,Ringgold,1,1,1,1,0,0,0,0,0,0.0054771505376344
895,Iowa,G1900430,19,1610,Sac,1,1,1,1,0,0,0,0,0,0.003363181569765
896,Iowa,G1900450,19,1630,Scott,1,1,1,1,0,1,0,0,0,0.0727040677782002
897,Iowa,G1900470,19,1650,Shelby,1,1,1,1,0,0,0,0,0,0.398873303535389
898,Iowa,G1900490,19,1670,Sioux,1,1,1,1,0,0,0,0,0,0.0066850185107644
899,Iowa,G1900510,19,1690,Story,1,1,1,1,0,0,0,0,0,0.0283718808496358
900,Iowa,G1900530,19,1710,Tama,1,1,1,1,0,0,0,0,0,0.0068749000741268
901,Iowa,G1900550,19,1730,Taylor,1,1,1,1,0,0,0,0,0,0.0861021083330942
902,Iowa,G1900570,19,1750,Union,1,1,1,1,0,0,0,0,0,0.17327923138397
903,Iowa,G1900590,19,1770,Van Buren,1,1,1,1,0,0,0,0,0,0.0303809310487021
904,Iowa,G1900610,19,1790,Wapello,1,1,1,1,0,0,0,0,0,0.031061165986205
905,Iowa,G1900630,19,1810,Warren,1,1,1,1,0,0,0,0,0,0.0818790124088722
906,Iowa,G1900650,19,1830,Washington,1,1,1,1,0,0,0,0,0,0.0539828171013083
907,Iowa,G1900670,19,1850,Wayne,1,1,1,1,0,0,0,0,0,0.318397364241567
908,Iowa,G1900690,19,1870,Webster,1,1,1,1,0,0,0,0,0,0.0497443633920395
909,Iowa,G1900710,19,1890,Winnebago,1,1,1,1,0,0,0,0,0,0.0899582581537011
910,Iowa,G1900730,19,1910,Winneshiek,1,1,1,1,0,0,0,0,0,0.0080787536102184
911,Iowa,G1900750,19,1930,Woodbury,1,1,1,1,0,1,0,0,0,0.0352412674510874
912,Iowa,G1900770,19,1950,Worth,1,1,1,1,0,0,0,0,0,0.197504487737189
913,Iowa,G1900790,19,1970,Wright,1,1,1,1,0,0,0,0,0,0.0126620447834708
914,Kansas,G1900810,20,10,Allen,1,1,1,1,0,0,0,0,0,0.114429964030824
915,Kansas,G1900830,20,30,Anderson,1,1,1,1,0,0,0,0,0,0.134090398526827
916,Kansas,G1900850,20,50,Atchison,1,1,1,1,0,0,0,0,0,0.0385617509119333
917,Kansas,G1900870,20,70,Barber,1,1,1,1,0,0,0,0,0,0.0078707908185978
918,Kansas,G1900890,20,90,Barton,1,1,1,1,0,0,0,0,0,0.0147703689366324
919,Kansas,G1900910,20,110,Bourbon,1,1,1,1,0,0,0,0,0,0.0481177422025548
920,Kansas,G1900930,20,130,Brown,1,1,1,1,0,0,0,0,0,0.0254774888334749
921,Kansas,G1900950,20,150,Butler,1,1,1,1,0,0,0,0,0,0.0647994819911411
922,Kansas,G1900970,20,170,Chase,1,1,1,1,0,0,0,0,0,0.0078472503032753
923,Kansas,G1900990,20,190,Chautauqua,1,1,1,1,0,0,0,0,0,0.0264808510213454
924,Kansas,G1901010,20,210,Cherokee,1,1,1,1,0,0,0,0,0,0.0790825298228765
925,Kansas,G1901030,20,230,Cheyenne,1,1,1,1,0,0,0,0,0,0.004962997251894
926,Kansas,G1901050,20,250,Clark,1,1,1,1,0,0,0,0,0,0.101124414366053
927,Kansas,G1901070,20,270,Clay,1,1,1,1,0,0,0,0,0,0.0832851138622971
928,Kansas,G1901090,20,290,Cloud,1,1,1,1,0,0,0,0,0,0.0093775781464845
929,Kansas,G1901110,20,310,Coffey,1,1,1,1,0,0,0,0,0,0.0080792102997417
930,Kansas,G1901130,20,330,Comanche,1,1,1,1,0,0,0,0,0,0.157798041673025
931,Kansas,G1901150,20,350,Cowley,1,1,1,1,0,0,0,0,0,0.0288743974252667
932,Kansas,G1901170,20,370,Crawford,1,1,1,1,0,0,0,0,0,0.0247226413150831
933,Kansas,G1901190,20,390,Decatur,1,1,1,1,0,0,0,0,0,0.159161327130694
934,Kansas,G1901210,20,410,Dickinson,1,1,1,1,0,0,0,0,0,0.0062742718446601
935,Kansas,G1901230,20,430,Doniphan,1,1,1,1,0,0,0,0,0,0.0328759752488566
936,Kansas,G1901250,20,450,Douglas,1,1,1,1,0,0,0,0,0,0.0967824012606096
937,Kansas,G1901270,20,470,Edwards,1,1,1,1,0,0,0,0,0,0.0087434094903339
938,Kansas,G1901290,20,490,Elk,1,1,1,1,0,0,0,0,0,0.003991023321371
939,Kansas,G1901310,20,510,Ellis,1,1,1,1,0,0,0,0,0,0.0918000349230493
940,Kansas,G1901330,20,530,Ellsworth,1,1,1,1,0,0,0,0,0,0.0510600495883109
941,Kansas,G1901350,20,550,Finney,1,1,1,1,0,0,0,0,0,0.0358316829661692
942,Kansas,G1901370,20,570,Ford,1,1,1,1,0,0,0,0,0,0.0234286405359124
943,Kansas,G1901390,20,590,Franklin,1,1,1,1,0,0,0,0,0,0.152922460789385
944,Kansas,G1901410,20,610,Geary,1,1,1,1,0,0,0,0,0,0.185261407686742
945,Kansas,G1901430,20,630,Gove,1,1,1,1,0,0,0,0,0,0.0063342234366267
946,Kansas,G1901450,20,650,Graham,1,1,1,0,0,0,0,0,0,0.0173600205094423
947,Kansas,G1901470,20,670,Grant,1,1,1,1,0,0,0,0,0,0.0263424900800235
948,Kansas,G1901490,20,690,Gray,1,1,1,1,0,0,0,0,0,0.0448638677179534
949,Kansas,G1901510,20,710,Greeley,1,1,1,1,0,0,0,0,0,0.006757216389651
950,Kansas,G1901530,20,730,Greenwood,1,1,1,1,0,0,0,0,0,0.295443282013299
951,Kansas,G1901550,20,750,Hamilton,1,1,1,1,0,0,0,0,0,0.195554281529022
952,Kansas,G1901570,20,770,Harper,1,1,1,1,0,0,0,0,0,0.0052935302279134
953,Kansas,G1901590,20,790,Harvey,1,1,1,1,0,0,0,0,0,0.018119286507904
954,Kansas,G1901610,20,810,Haskell,1,1,1,1,0,0,0,0,0,0.0168012733596652
955,Kansas,G1901630,20,830,Hodgeman,1,1,1,1,0,0,0,0,0,0.0130504978024935
956,Kansas,G1901650,20,850,Jackson,1,1,1,1,0,0,0,0,0,0.14354854462938
957,Kansas,G1901670,20,870,Jefferson,1,1,1,1,0,0,0,0,0,0.19649512267799
958,Kansas,G1901690,20,890,Jewell,1,1,1,1,0,0,0,0,0,0.0025715658292593
959,Kansas,G1901710,20,910,Johnson,1,1,1,1,0,1,0,0,0,0.0460664062524472
960,Kansas,G1901730,20,930,Kearny,1,1,1,1,0,0,0,0,0,0.0098271699886773
961,Kansas,G1901750,20,950,Kingman,1,1,1,1,0,0,0,0,0,0.0030592307262881
962,Kansas,G1901770,20,970,Kiowa,1,1,1,1,0,0,0,0,0,0.0340533427480181
963,Kansas,G1901790,20,990,Labette,1,1,1,0,0,0,0,0,0,0.0437182268496095
964,Kansas,G1901810,20,1010,Lane,1,1,1,1,0,0,0,0,0,0.011406844965044
965,Kansas,G1901830,20,1030,Leavenworth,1,1,1,1,0,0,0,0,0,0.094587027336494
966,Kansas,G1901850,20,1050,Lincoln,1,1,1,1,0,0,0,0,0,0.048457077539465
967,Kansas,G1901870,20,1070,Linn,1,1,1,1,0,0,0,0,0,0.0341767526780623
968,Kansas,G1901890,20,1090,Logan,1,1,1,1,0,0,0,0,0,0.0468978348937459
969,Kansas,G1901910,20,1110,Lyon,1,1,1,1,0,0,0,0,0,0.021459380883159
970,Kansas,G1901950,20,1150,Marion,1,1,1,1,0,0,0,0,0,0.179172836767939
971,Kansas,G1901970,20,1170,Marshall,1,1,1,1,0,0,0,0,0,0.0650193369995838
972,Kansas,G1901930,20,1130,McPherson,1,1,1,1,0,0,0,0,0,0.0111381328066729
973,Kansas,G2000010,20,1190,Meade,1,1,1,1,0,0,0,0,0,0.0266013785913525
974,Kansas,G2000030,20,1210,Miami,1,1,1,1,0,0,0,0,0,0.0263090881067011
975,Kansas,G2000050,20,1230,Mitchell,1,1,1,1,0,0,0,0,0,0.189598730123544
976,Kansas,G2000070,20,1250,Montgomery,1,1,1,1,0,0,0,0,0,0.165124277322756
977,Kansas,G2000090,20,1270,Morris,1,1,1,1,0,0,0,0,0,0.0405367230028587
978,Kansas,G2000110,20,1290,Morton,1,1,1,1,0,0,0,0,0,0.010377715328708
979,Kansas,G2000130,20,1310,Nemaha,1,1,1,1,0,0,0,0,0,0.009184371527963
980,Kansas,G2000150,20,1330,Neosho,1,1,1,1,0,0,0,0,0,0.012632369739943
981,Kansas,G2000170,20,1350,Ness,1,1,1,1,0,0,0,0,0,0.0079248688589316
982,Kansas,G2000190,20,1370,Norton,1,1,1,1,0,0,0,0,0,0.0321520520975314
983,Kansas,G2000210,20,1390,Osage,1,1,1,1,0,0,0,0,0,0.0717387535754529
984,Kansas,G2000230,20,1410,Osborne,1,1,1,1,0,0,0,0,0,0.0034641767418385
985,Kansas,G2000250,20,1430,Ottawa,1,1,1,1,0,0,0,0,0,0.0163233247101915
986,Kansas,G2000270,20,1450,Pawnee,1,1,1,1,0,0,0,0,0,0.0193656578035055
987,Kansas,G2000290,20,1470,Phillips,1,1,1,1,0,0,0,0,0,0.367381056373029
