,STATE,GISJOIN,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,GR.SV2,GR.LRA2,GR.LRA3,MM.LRA1,EP.SV1,EP.LRA1,EP.SV2,EP.LRA2,EP.SV3,cty_percentage
1738,Nebraska,G3001110,31,1150,Loup,1,1,1,1,0,0,0,0,0,0.0064611657019787
1739,Nebraska,G3100010,31,1190,Madison,1,1,1,1,0,0,0,0,0,0.160081349438803
1740,Nebraska,G3001130,31,1170,McPherson,1,1,1,1,0,0,0,0,0,0.0111381328066729
1741,Nebraska,G3100030,31,1210,Merrick,1,1,1,1,0,0,0,0,0,0.0047314578005115
1742,Nebraska,G3100050,31,1230,Morrill,1,1,1,1,0,0,0,0,0,0.0036084877156028
1743,Nebraska,G3100070,31,1250,Nance,1,1,1,1,0,0,0,0,0,0.0045163543242928
1744,Nebraska,G3100090,31,1270,Nemaha,1,1,1,1,0,0,0,0,0,0.009184371527963
1745,Nebraska,G3100110,31,1290,Nuckolls,1,1,1,1,0,0,0,0,0,0.0016280016280016
1746,Nebraska,G3100130,31,1310,Otoe,1,1,1,1,0,0,0,0,0,0.0082512153462094
1747,Nebraska,G3100150,31,1330,Pawnee,1,1,1,1,0,0,0,0,0,0.0193656578035055
1748,Nebraska,G3100170,31,1350,Perkins,1,1,1,1,0,0,0,0,0,0.005679634453602
1749,Nebraska,G3100190,31,1370,Phelps,1,1,1,1,0,0,0,0,0,0.0195904571827557
1750,Nebraska,G3100210,31,1390,Pierce,1,1,1,1,0,0,0,0,0,0.0710395641325477
1751,Nebraska,G3100230,31,1410,Platte,1,1,1,1,0,0,0,0,0,0.0511283485270356
1752,Nebraska,G3100250,31,1430,Polk,1,1,1,1,0,0,0,0,0,0.103000815290063
1753,Nebraska,G3100270,31,1450,Red Willow,1,1,1,1,0,0,0,0,0,0.0104683914441622
1754,Nebraska,G3100290,31,1470,Richardson,1,1,1,1,0,0,0,0,0,0.0038283254697458
1755,Nebraska,G3100310,31,1490,Rock,1,1,1,1,0,0,0,0,0,0.0492315559903638
1756,Nebraska,G3100330,31,1510,Saline,1,1,1,1,0,0,0,0,0,0.0539124356661713
1757,Nebraska,G3100350,31,1530,Sarpy,1,1,1,1,1,1,0,0,0,0.0430091340801163
1758,Nebraska,G3100370,31,1550,Saunders,1,1,1,1,0,0,0,0,0,0.0050784820499889
1759,Nebraska,G3100390,31,1570,Scotts Bluff,1,1,1,1,0,0,0,0,0,0.009562904292855
1760,Nebraska,G3100410,31,1590,Seward,1,1,1,1,0,0,0,0,0,0.0287304015135235
1761,Nebraska,G3100430,31,1610,Sheridan,1,1,1,1,0,0,0,0,0,0.0068287048366729
1762,Nebraska,G3100450,31,1630,Sherman,1,1,1,1,0,0,0,0,0,0.0087294065090222
1763,Nebraska,G3100470,31,1650,Sioux,1,1,1,1,0,0,0,0,0,0.0066850185107644
1764,Nebraska,G3100490,31,1670,Stanton,1,1,1,1,0,0,0,0,0,0.0094361926299018
1765,Nebraska,G3100510,31,1690,Thayer,1,1,1,1,0,0,0,0,0,0.0045269649652276
1766,Nebraska,G3100530,31,1710,Thomas,1,1,1,1,0,0,0,0,0,0.309666899238784
1767,Nebraska,G3100550,31,1730,Thurston,1,1,1,1,0,0,0,0,0,0.0325705106964069
1768,Nebraska,G3100570,31,1750,Valley,1,1,1,1,0,0,0,0,0,0.0033719252374475
1769,Nebraska,G3100590,31,1770,Washington,1,1,1,1,0,0,0,0,0,0.0539828171013083
1770,Nebraska,G3100610,31,1790,Wayne,1,1,1,1,0,0,0,0,0,0.318397364241567
1771,Nebraska,G3100630,31,1810,Webster,1,1,1,1,0,0,0,0,0,0.0497443633920395
1772,Nebraska,G3100650,31,1830,Wheeler,1,1,1,1,0,0,0,0,0,0.203856511438394
1773,Nebraska,G3100670,31,1850,York,1,1,1,1,0,0,0,0,0,0.0918076662392263
1774,Nevada,G3101030,32,510,Carson City,1,1,0,1,0,0,0,0,0,0.0218201761049094
1775,Nevada,G3100690,32,10,Churchill,1,1,0,1,0,0,0,0,0,0.0230332108343542
1776,Nevada,G3100710,32,30,Clark,1,1,0,1,0,0,1,0,1,0.101124414366053
1777,Nevada,G3100730,32,50,Douglas,1,1,0,1,0,0,0,0,0,0.0967824012606096
1778,Nevada,G3100750,32,70,Elko,1,1,0,1,0,0,0,0,0,0.0127237590556701
1779,Nevada,G3100770,32,90,Esmeralda,1,1,0,1,0,0,0,0,0,0.0246261216350947
1780,Nevada,G3100790,32,110,Eureka,1,1,0,1,0,0,0,0,0,0.0086395767020792
1781,Nevada,G3100810,32,130,Humboldt,1,1,0,1,0,0,0,0,0,0.0127962790180651
1782,Nevada,G3100830,32,150,Lander,1,1,0,1,0,0,0,0,0,0.0093557056729861
1783,Nevada,G3100850,32,170,Lincoln,1,1,0,1,0,0,0,0,0,0.048457077539465
1784,Nevada,G3100870,32,190,Lyon,1,1,0,1,0,0,0,0,0,0.021459380883159
1785,Nevada,G3100890,32,210,Mineral,1,1,0,1,0,0,0,0,0,0.0272358630700811
1786,Nevada,G3100910,32,230,Nye,1,1,0,1,0,0,0,0,0,0.0329117989181882
1787,Nevada,G3100930,32,250,Ormsby,1,1,0,1,0,0,0,0,0,0.08194075237383122
1788,Nevada,G3100950,32,270,Pershing,1,1,0,1,0,0,0,0,0,0.0418071307726048
1789,Nevada,G3100970,32,290,Storey,1,1,0,1,0,0,0,0,0,0.0147120287553289
1790,Nevada,G3100990,32,310,Washoe,1,1,0,1,0,0,0,0,0,0.02639360713622
1791,Nevada,G3101010,32,330,White Pine,1,1,0,1,0,0,0,0,0,0.0457854096253224
1792,New Hampshire,G3101050,33,10,Belknap,1,1,1,1,0,0,0,0,0,0.0060673621166249
1793,New Hampshire,G3101070,33,30,Carroll,1,1,1,1,0,0,0,0,0,0.0682135955466148
1794,New Hampshire,G3101090,33,50,Cheshire,1,1,1,1,0,0,0,0,0,0.0071684900481861
1795,New Hampshire,G3101110,33,70,Coos,1,1,1,1,0,0,0,0,0,0.0064251499725734
1796,New Hampshire,G3101130,33,90,Grafton,1,1,1,1,0,0,0,0,0,0.0117212854432542
1797,New Hampshire,G3101150,33,110,Hillsborough,1,1,1,1,1,1,0,0,0,0.14323138387406
1798,New Hampshire,G3101170,33,130,Merrimack,1,1,1,1,1,1,0,0,0,0.0149652613075142
1799,New Hampshire,G3101190,33,150,Rockingham,1,1,1,1,0,0,0,0,0,0.0465149286266295
1800,New Hampshire,G3101210,33,170,Strafford,1,1,1,1,0,0,0,0,0,0.0127713137848273
1801,New Hampshire,G3101230,33,190,Sullivan,1,1,1,1,0,0,0,0,0,0.0407977285222591
1802,New Jersey,G3101250,34,10,Atlantic,1,1,0,1,1,1,1,1,0,0.172728554233851
1803,New Jersey,G3101270,34,30,Bergen,1,1,0,1,1,1,1,1,0,0.0698971090596369
1804,New Jersey,G3101290,34,50,Burlington,1,1,0,1,0,0,1,1,1,0.178301875559531
1805,New Jersey,G3101310,34,70,Camden,1,1,0,1,1,1,1,1,0,0.195190543641738
1806,New Jersey,G3101330,34,90,Cape May,1,1,0,1,0,0,0,0,0,0.0494547500982193
1807,New Jersey,G3101350,34,110,Cumberland,1,1,0,1,0,0,1,1,0,0.165249234576146
1808,New Jersey,G3101370,34,130,Essex,1,1,0,1,1,1,0,1,1,0.241082662030385
1809,New Jersey,G3101390,34,150,Gloucester,1,1,0,1,0,0,0,0,0,0.105877743304922
1810,New Jersey,G3101410,34,170,Hudson,1,1,0,1,1,1,1,1,0,0.150679671406494
1811,New Jersey,G3101430,34,190,Hunterdon,1,1,0,1,0,0,0,0,0,0.0274521260492456
1812,New Jersey,G3101450,34,210,Mercer,1,1,0,1,1,1,0,1,0,0.142904859277908
1813,New Jersey,G3101470,34,230,Middlesex,1,1,0,1,1,1,1,1,0,0.0752289346572122
1814,New Jersey,G3101490,34,250,Monmouth,1,1,0,1,0,0,1,1,0,0.0756670670420124
1815,New Jersey,G3101510,34,270,Morris,1,1,0,1,1,1,0,0,0,0.0405367230028587
1816,New Jersey,G3101530,34,290,Ocean,1,1,0,1,0,0,0,0,0,0.034772436946816
1817,New Jersey,G3101550,34,310,Passaic,1,1,0,1,1,1,0,1,0,0.149325433894576
1818,New Jersey,G3101570,34,330,Salem,1,1,0,1,0,0,0,0,0,0.147120263776296
1819,New Jersey,G3101590,34,350,Somerset,1,1,0,1,1,1,0,0,0,0.0963833902874987
1820,New Jersey,G3101610,34,370,Sussex,1,1,0,1,0,0,0,0,0,0.100231119585545
1821,New Jersey,G3101630,34,390,Union,1,1,0,1,1,1,1,1,1,0.17327923138397
1822,New Jersey,G3101650,34,410,Warren,1,1,0,1,0,0,0,0,0,0.0818790124088722
1823,New Mexico,G3101670,35,10,Bernalillo,1,1,1,1,0,0,0,0,0,0.0346757369424473
1824,New Mexico,G3101690,35,30,Catron,1,1,1,1,0,0,0,0,0,0.0079420370628396
1825,New Mexico,G3101710,35,50,Chaves,1,1,1,1,0,0,0,0,0,0.0246660299868541
1826,New Mexico,G3101730,35,60,Cibola,1,1,1,1,0,0,0,0,0,0.0139452802014044
1827,New Mexico,G3101750,35,70,Colfax,1,1,1,1,0,0,0,0,0,0.0243465101183795
1828,New Mexico,G3101770,35,90,Curry,1,1,1,1,0,0,0,0,0,0.0498406845277779
1829,New Mexico,G3101790,35,110,De Baca,1,1,1,1,0,0,0,0,0,0.0056754200261249
1830,New Mexico,G3101810,35,130,Dona Ana,1,1,1,1,0,0,0,0,0,0.060284841270444034
1831,New Mexico,G3101830,35,150,Eddy,1,1,1,1,0,0,0,0,0,0.0183380109409407
1832,New Mexico,G3101850,35,170,Grant,1,1,1,1,0,0,0,0,0,0.0263424900800235
1833,New Mexico,G3200010,35,190,Guadalupe,1,1,1,1,0,0,0,0,0,0.0792311174388391
1834,New Mexico,G3200030,35,210,Harding,1,1,1,1,0,0,0,0,0,0.0076006661257952
1835,New Mexico,G3200050,35,230,Hidalgo,1,1,1,1,0,0,0,0,0,0.0081649535239353
1836,New Mexico,G3200070,35,250,Lea,1,1,1,1,0,0,0,0,0,0.043483395047373
1837,New Mexico,G3200090,35,270,Lincoln,1,1,1,1,0,0,0,0,0,0.048457077539465
1838,New Mexico,G3200110,35,280,Los Alamos,1,1,1,1,0,0,0,0,0,0.0103781344527995
1839,New Mexico,G3200130,35,290,Luna,1,1,1,1,0,0,0,0,0,0.0162794513804373
1840,New Mexico,G3200150,35,310,McKinley,1,1,1,1,0,0,0,0,0,0.0061350472366311
1841,New Mexico,G3200170,35,330,Mora,1,1,1,1,0,0,0,0,0,0.0099167571480275
1842,New Mexico,G3200190,35,350,Otero,1,1,1,1,0,0,0,0,0,0.0350618971013608
1843,New Mexico,G3200210,35,370,Quay,1,1,1,1,0,0,0,0,0,0.0191738678894049
1844,New Mexico,G3200230,35,390,Rio Arriba,1,1,1,1,0,0,0,0,0,0.0080878422490455
1845,New Mexico,G3200250,35,410,Roosevelt,1,1,1,1,0,0,0,0,0,0.0170924421978433
1846,New Mexico,G3200290,35,450,San Juan,1,1,1,1,0,0,0,0,0,0.006895130147995
1847,New Mexico,G3200310,35,470,San Miguel,1,1,1,1,0,0,0,0,0,0.0176591869377491
1848,New Mexico,G3200270,35,430,Sandoval,1,1,1,1,0,0,0,0,0,0.0258426413656482
1849,New Mexico,G3200330,35,490,Santa Fe,1,1,1,1,0,0,0,0,0,0.0112802709596638
1850,New Mexico,G3205100,35,510,Sierra,1,1,1,1,0,0,0,0,0,0.0065091442133184
1851,New Mexico,G3300010,35,530,Socorro,1,1,1,1,0,0,0,0,0,0.0128372646338966
1852,New Mexico,G3300030,35,550,Taos,1,1,1,1,0,0,0,0,0,0.0081224617307091
1853,New Mexico,G3300050,35,570,Torrance,1,1,1,1,0,0,0,0,0,0.0213273905310409
1854,New Mexico,G3300070,35,590,Union,1,1,1,1,0,0,0,0,0,0.17327923138397
1855,New Mexico,G3300090,35,610,Valencia,1,1,1,1,0,0,0,0,0,0.0176385618759314
1856,New York,G3300110,36,10,Albany,1,1,1,1,1,1,1,1,1,0.124124042149191
1857,New York,G3300130,36,30,Allegany,1,1,1,1,0,0,0,0,0,0.054167265201268
1858,New York,G3300150,36,50,Bronx,0,0,1,1,1,1,1,0,0,0.438709878980684
1859,New York,G3300170,36,70,Broome,1,1,1,1,1,1,0,0,0,0.0581358326228223
1860,New York,G3300190,36,90,Cattaraugus,1,1,1,1,0,0,0,0,0,0.0143144296425618
1861,New York,G3400010,36,110,Cayuga,1,1,1,1,0,0,0,0,0,0.0431746262296588
1862,New York,G3400030,36,130,Chautauqua,1,1,1,1,0,0,0,0,0,0.0264808510213454
1863,New York,G3400050,36,150,Chemung,1,1,1,1,0,1,0,0,0,0.0659002369592521
1864,New York,G3400070,36,170,Chenango,1,1,1,1,0,0,0,0,0,0.0090984611054089
1865,New York,G3400090,36,190,Clinton,1,1,1,1,0,0,0,0,0,0.0254819459127933
1866,New York,G3400110,36,210,Columbia,1,1,1,1,0,0,0,0,0,0.109385870590899
1867,New York,G3400130,36,230,Cortland,1,1,1,1,0,0,0,0,0,0.018724709466496
1868,New York,G3400150,36,250,Delaware,1,1,1,1,0,0,0,0,0,0.141523998338965
1869,New York,G3400170,36,270,Dutchess,0,0,1,1,1,1,0,0,0,0.113668255025196
1870,New York,G3400190,36,290,Erie,1,1,1,0,1,1,1,1,1,0.122682051678848
1871,New York,G3400210,36,310,Essex,1,1,1,1,0,0,0,0,0,0.241082662030385
1872,New York,G3400230,36,330,Franklin,1,1,1,1,0,0,0,0,0,0.152922460789385
1873,New York,G3400250,36,350,Fulton,1,1,1,1,0,0,0,0,0,0.381317374579769
1874,New York,G3400270,36,370,Genesee,1,1,1,1,0,0,0,0,0,0.183754048288911
1875,New York,G3400290,36,390,Greene,1,1,1,1,0,0,0,0,0,0.0679647775885685
1876,New York,G3400310,36,410,Hamilton,1,1,1,1,0,0,0,0,0,0.195554281529022
1877,New York,G3400330,36,430,Herkimer,1,1,1,1,1,1,0,0,0,0.013216450089934
1878,New York,G3400350,36,450,Jefferson,1,1,1,1,0,0,0,0,0,0.19649512267799
1879,New York,G3400370,36,470,Kings,0,0,1,1,1,1,1,0,0,0.331998290935082
1880,New York,G3400390,36,490,Lewis,1,1,1,1,0,0,0,0,0,0.0096449978388455
1881,New York,G3400410,36,510,Livingston,1,1,1,1,0,0,0,0,0,0.0162693537019915
1882,New York,G3500010,36,530,Madison,1,1,1,1,0,0,0,0,0,0.160081349438803
1883,New York,G3500030,36,550,Monroe,1,1,1,1,1,1,1,0,1,0.123488731699434
1884,New York,G3500050,36,570,Montgomery,1,1,1,1,0,0,0,0,0,0.165124277322756
1885,New York,G3500060,36,590,Nassau,0,0,1,1,1,1,1,1,0,0.122436646530999
1886,New York,G3500070,36,610,New York,0,0,1,0,1,1,0,0,0,0.181537348984522
1887,New York,G3500090,36,630,Niagara,1,1,1,1,1,1,0,0,0,0.0717274672001514
1888,New York,G3500110,36,650,Oneida,1,1,1,1,1,1,0,0,0,0.0593144140575992
1889,New York,G3500130,36,670,Onondaga,1,1,1,1,0,1,1,1,1,0.117521511318757
1890,New York,G3500150,36,690,Ontario,1,1,1,1,0,0,0,0,0,0.0262133843550244
1891,New York,G3500170,36,710,Orange,0,0,1,1,0,0,0,0,0,0.0847506274628565
1892,New York,G3500190,36,730,Orleans,1,1,1,1,0,0,0,0,0,0.0409867727607825
1893,New York,G3500210,36,750,Oswego,1,1,1,1,0,0,0,0,0,0.0102886794495291
1894,New York,G3500230,36,770,Otsego,1,1,1,1,0,0,0,0,0,0.0172462547202602
1895,New York,G3500250,36,790,Putnam,0,0,1,1,0,0,0,0,0,0.0616650215762804
1896,New York,G3500270,36,810,Queens,0,0,1,1,1,1,1,1,1,0.208033915616408
1897,New York,G3500280,36,830,Rensselaer,1,1,1,1,1,1,0,0,0,0.074914319929488
1898,New York,G3500290,36,850,Richmond,0,0,1,1,1,1,1,0,0,0.255575141835556
1899,New York,G3500310,36,870,Rockland,0,0,1,1,0,0,1,1,0,0.129132733351222
1900,New York,G3500350,36,910,Saratoga,1,1,1,1,1,1,0,0,0,0.0179936667536976
1901,New York,G3500370,36,930,Schenectady,1,1,1,1,1,1,0,0,0,0.117057591414795
1902,New York,G3500390,36,950,Schoharie,1,1,1,1,0,0,0,0,0,0.0145647058203484
1903,New York,G3500410,36,970,Schuyler,1,1,1,1,0,0,0,0,0,0.0154048764324485
1904,New York,G3500430,36,990,Seneca,1,1,1,1,0,0,0,0,0,0.0357419862971376
1905,New York,G3500330,36,890,St Lawrence,1,1,1,1,0,0,0,0,0,0.16786488006783784
1906,New York,G3500450,36,1010,Steuben,1,1,1,1,0,0,0,0,0,0.013651680447959
1907,New York,G3500470,36,1030,Suffolk,0,0,1,1,0,0,1,1,0,0.140550034436986
1908,New York,G3500490,36,1050,Sullivan,0,0,1,1,0,0,0,0,0,0.0407977285222591
1909,New York,G3500510,36,1070,Tioga,1,1,1,1,0,0,0,0,0,0.0084896334786091
1910,New York,G3500530,36,1090,Tompkins,1,1,1,1,0,0,0,0,0,0.0433031890273316
1911,New York,G3500550,36,1110,Ulster,1,1,1,1,0,0,0,0,0,0.0690845213750144
1912,New York,G3500570,36,1130,Warren,1,1,1,1,0,0,0,0,0,0.0818790124088722
1913,New York,G3500590,36,1150,Washington,1,1,1,1,0,0,0,0,0,0.0539828171013083
1914,New York,G3500610,36,1170,Wayne,1,1,1,1,0,0,0,0,0,0.318397364241567
1915,New York,G3600010,36,1190,Westchester,0,0,1,1,1,1,1,1,0,0.162876980065691
1916,New York,G3600030,36,1210,Wyoming,1,1,1,1,0,0,0,0,0,0.0305614461570291
1917,New York,G3600050,36,1230,Yates,1,1,1,1,0,0,0,0,0,0.0092946366626943
1918,North Carolina,G3600070,37,10,Alamance,0,0,1,1,0,0,1,0,0,0.201677273161552
1919,North Carolina,G3600090,37,30,Alexander,1,1,1,1,0,0,0,0,0,0.10121561270526
1920,North Carolina,G3600110,37,50,Alleghany,1,1,1,1,0,0,0,0,0,0.0343037568232902
1921,North Carolina,G3600130,37,70,Anson,1,1,1,1,0,0,1,0,0,0.485551647873536
1922,North Carolina,G3600150,37,90,Ashe,1,1,1,1,0,0,0,0,0,0.0088421156771329
1923,North Carolina,G3600170,37,110,Avery,1,1,1,1,0,0,0,0,0,0.0443765541740675
1924,North Carolina,G3600190,37,130,Beaufort,1,1,1,1,0,0,1,1,1,0.20056800090763
1925,North Carolina,G3600210,37,150,Bertie,1,1,1,1,0,0,1,0,1,0.618512485742305
1926,North Carolina,G3600230,37,170,Bladen,1,1,1,1,0,0,1,0,0,0.346552902030365
1927,North Carolina,G3600250,37,190,Brunswick,1,1,1,1,0,0,1,1,0,0.15917048960554
1928,North Carolina,G3600270,37,210,Buncombe,1,1,1,0,0,1,0,0,0,0.0636836547549933
1929,North Carolina,G3600290,37,230,Burke,1,1,1,1,0,0,0,0,0,0.148604046749685
1930,North Carolina,G3600310,37,250,Cabarrus,0,0,1,1,0,0,0,1,1,0.180480573151457
1931,North Carolina,G3600330,37,270,Caldwell,1,1,1,1,0,0,0,0,0,0.0528768122811402
1932,North Carolina,G3600350,37,290,Camden,1,1,1,1,0,0,0,0,0,0.195190543641738
1933,North Carolina,G3600370,37,310,Carteret,1,1,1,1,0,0,1,0,0,0.0586992274500998
1934,North Carolina,G3600390,37,330,Caswell,0,0,1,1,0,0,1,0,0,0.330490016826801
1935,North Carolina,G3600410,37,350,Catawba,1,1,1,1,0,0,0,0,0,0.0888982498487402
1936,North Carolina,G3600430,37,370,Chatham,0,0,1,1,0,0,1,0,0,0.352826693177182
1937,North Carolina,G3600450,37,390,Cherokee,1,1,1,1,0,0,0,0,0,0.0790825298228765
1938,North Carolina,G3600470,37,410,Chowan,1,1,1,1,0,0,0,0,1,0.343861879161759
1939,North Carolina,G3600490,37,430,Clay,1,1,1,1,0,0,0,0,0,0.0832851138622971
1940,North Carolina,G3600510,37,450,Cleveland,1,1,1,1,0,0,1,1,1,0.0921898659128149
1941,North Carolina,G3600530,37,470,Columbus,1,1,1,1,0,0,1,1,1,0.306332579279061
1942,North Carolina,G3600550,37,490,Craven,1,1,1,0,0,0,1,1,1,0.217331433806466
1943,North Carolina,G3600570,37,510,Cumberland,1,1,1,0,0,0,1,1,1,0.165249234576146
1944,North Carolina,G3600590,37,530,Currituck,1,1,1,1,0,0,1,0,0,0.0578331246560043
1945,North Carolina,G3600610,37,550,Dare,1,1,1,1,0,0,1,0,0,0.0272731937602627
1946,North Carolina,G3600630,37,570,Davidson,0,0,1,1,0,0,0,0,0,0.242622455457925
1947,North Carolina,G3600650,37,590,Davie,0,0,1,1,0,0,0,0,0,0.0641398722915514
1948,North Carolina,G3600670,37,610,Duplin,1,1,1,1,0,0,1,0,0,0.259375079378071
1949,North Carolina,G3600690,37,630,Durham,0,0,1,0,1,1,1,0,0,0.380027548626686
1950,North Carolina,G3600710,37,650,Edgecombe,1,1,1,1,0,0,1,0,0,0.579549250174387
1951,North Carolina,G3600730,37,670,Forsyth,0,0,1,0,1,1,1,0,1,0.186481419025542
1952,North Carolina,G3600750,37,690,Franklin,1,1,1,1,0,0,1,0,0,0.152922460789385
1953,North Carolina,G3600770,37,710,Gaston,1,1,1,1,0,0,1,1,0,0.167857396524623
1954,North Carolina,G3600790,37,730,Gates,1,1,1,1,0,0,0,0,0,0.323284971725595
1955,North Carolina,G3600810,37,750,Graham,1,1,1,1,0,0,0,0,0,0.0173600205094423
1956,North Carolina,G3600830,37,770,Granville,1,1,1,1,0,0,1,1,1,0.321593947879167
1957,North Carolina,G3600850,37,790,Greene,1,1,1,1,0,0,1,0,0,0.0679647775885685
1958,North Carolina,G3600870,37,810,Guilford,0,0,1,0,1,1,1,0,1,0.345469218890655
1959,North Carolina,G3600890,37,830,Halifax,1,1,1,0,0,0,0,0,1,0.467045632223711
1960,North Carolina,G3600910,37,850,Harnett,1,1,1,1,0,0,1,0,0,0.218055884488308
1961,North Carolina,G3600930,37,870,Haywood,1,1,1,1,0,0,0,0,0,0.124719470227964
1962,North Carolina,G3600950,37,890,Henderson,1,1,1,1,0,0,0,0,0,0.0538806098978317
1963,North Carolina,G3600970,37,910,Hertford,1,1,1,1,0,0,1,0,1,0.607930427580495
1964,North Carolina,G3600990,37,930,Hoke,0,0,1,1,0,0,1,0,0,0.347798833726945
1965,North Carolina,G3601010,37,950,Hyde,1,1,1,1,0,0,0,0,0,0.23304868802128
1966,North Carolina,G3601030,37,970,Iredell,1,1,1,1,0,0,1,1,0,0.1221150947913
1967,North Carolina,G3601050,37,990,Jackson,1,1,1,1,0,0,0,0,0,0.14354854462938
1968,North Carolina,G3601070,37,1010,Johnston,1,1,1,1,0,0,1,0,0,0.156588557347186
1969,North Carolina,G3601090,37,1030,Jones,1,1,1,1,0,0,1,0,0,0.224421721947285
1970,North Carolina,G3601110,37,1050,Lee,0,0,1,1,0,0,1,0,0,0.139858960541653
1971,North Carolina,G3601130,37,1070,Lenoir,1,1,1,1,0,0,1,0,0,0.413350012523871
1972,North Carolina,G3601150,37,1090,Lincoln,1,1,1,1,0,0,1,0,0,0.048457077539465
1973,North Carolina,G3601190,37,1130,Macon,1,1,1,1,0,0,0,0,0,0.204559613501512
1974,North Carolina,G3601210,37,1150,Madison,1,1,1,1,0,0,0,0,0,0.160081349438803
1975,North Carolina,G3601230,37,1170,Martin,1,1,1,1,0,0,0,0,1,0.0873730102253776
1976,North Carolina,G3601170,37,1110,McDowell,1,1,1,1,0,0,1,0,0,0.0541922527323987
1977,North Carolina,G3700010,37,1190,Mecklenburg,1,1,1,1,0,1,1,1,1,0.326248654254766
1978,North Carolina,G3700030,37,1210,Mitchell,1,1,1,1,0,0,0,0,0,0.189598730123544
1979,North Carolina,G3700050,37,1230,Montgomery,0,0,1,1,0,0,1,0,1,0.165124277322756
1980,North Carolina,G3700070,37,1250,Moore,0,0,1,1,0,0,1,1,0,0.104991554561719
1981,North Carolina,G3700090,37,1270,Nash,1,1,1,1,0,0,1,0,0,0.400771590125549
1982,North Carolina,G3700110,37,1290,New Hanover,1,1,1,0,0,0,1,1,0,0.141191478581628
1983,North Carolina,G3700130,37,1310,Northampton,1,1,1,1,0,0,1,0,1,0.106983513742039
1984,North Carolina,G3700150,37,1330,Onslow,1,1,1,1,0,0,1,1,0,0.157190635451505
1985,North Carolina,G3700170,37,1350,Orange,0,0,1,1,0,0,1,0,0,0.0847506274628565
1986,North Carolina,G3700190,37,1370,Pamlico,1,1,1,1,0,0,1,0,0,0.19504684190694
1987,North Carolina,G3700210,37,1390,Pasquotank,1,1,1,0,0,0,1,0,0,0.37002782933291
1988,North Carolina,G3700230,37,1410,Pender,1,1,1,1,0,0,1,0,0,0.159915694246189
1989,North Carolina,G3700250,37,1430,Perquimans,1,1,1,1,0,0,1,0,0,0.235150694209279
1990,North Carolina,G3700270,37,1450,Person,0,0,1,1,0,0,1,0,1,0.270071589567231
1991,North Carolina,G3700290,37,1470,Pitt,1,1,1,1,0,0,1,0,1,0.353615380153992
1992,North Carolina,G3700310,37,1490,Polk,1,1,1,1,0,0,1,0,0,0.103000815290063
1993,North Carolina,G3700330,37,1510,Randolph,0,0,1,1,0,0,0,0,0,0.0779888220717765
1994,North Carolina,G3700350,37,1530,Richmond,0,0,1,1,0,0,1,1,1,0.255575141835556
1995,North Carolina,G3700370,37,1550,Robeson,1,1,1,1,0,0,1,0,0,0.242401411240236
1996,North Carolina,G3700390,37,1570,Rockingham,0,0,1,1,0,0,1,0,1,0.0465149286266295
1997,North Carolina,G3700410,37,1590,Rowan,0,0,1,1,0,0,1,1,1,0.144268039035206
1998,North Carolina,G3700430,37,1610,Rutherford,1,1,1,0,0,0,1,0,0,0.139390896393073
1999,North Carolina,G3700450,37,1630,Sampson,1,1,1,1,0,0,1,0,1,0.270271050731771
2000,North Carolina,G3700470,37,1650,Scotland,0,0,1,0,0,0,1,0,1,0.34444704260968
2001,North Carolina,G3700490,37,1670,Stanly,0,0,1,1,0,0,1,0,0,0.113513073336907
2002,North Carolina,G3700510,37,1690,Stokes,0,0,1,1,0,0,0,0,0,0.0413804176829708
2003,North Carolina,G3700530,37,1710,Surry,0,0,1,1,0,0,0,0,0,0.0740274580244727
2004,North Carolina,G3700550,37,1730,Swain,1,1,1,1,0,0,0,0,0,0.0103753109946535
2005,North Carolina,G3700570,37,1750,Transylvania,1,1,1,1,0,0,0,0,0,0.0367701147140102
2006,North Carolina,G3700590,37,1770,Tyrrell,1,1,1,1,0,0,0,0,0,0.368657845763717
2007,North Carolina,G3700610,37,1790,Union,1,1,1,1,0,0,1,0,0,0.17327923138397
2008,North Carolina,G3700630,37,1810,Vance,1,1,1,1,0,0,1,0,0,0.512318169882545
2009,North Carolina,G3700650,37,1830,Wake,1,1,1,0,0,0,1,1,1,0.211497878911415
2010,North Carolina,G3700670,37,1850,Warren,1,1,1,1,0,0,1,0,0,0.0818790124088722
2011,North Carolina,G3700690,37,1870,Washington,1,1,1,1,0,0,0,0,0,0.0539828171013083
2012,North Carolina,G3700710,37,1890,Watauga,1,1,1,1,0,0,0,0,0,0.0181096000037078
2013,North Carolina,G3700730,37,1910,Wayne,1,1,1,1,0,0,1,0,1,0.318397364241567
2014,North Carolina,G3700750,37,1930,Wilkes,1,1,1,1,0,0,0,0,0,0.0920183764886294
2015,North Carolina,G3700770,37,1950,Wilson,1,1,1,1,0,0,1,0,0,0.15914923373485
2016,North Carolina,G3700790,37,1970,Yadkin,0,0,1,1,0,0,0,0,0,0.033764483313769
2017,North Carolina,G3700810,37,1990,Yancey,1,1,1,1,0,0,0,0,0,0.0104084581034936
2018,North Dakota,G3700830,38,10,Adams,1,1,1,1,0,0,0,0,0,0.0498043058612017
