,STATE,GISJOIN,STATEICP,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,GR.LRA3
469,Georgia,G1300010,44.0,13,1190,Franklin,1.0
470,Georgia,G1300030,44.0,13,1210,Fulton,1.0
471,Georgia,G1300050,44.0,13,1230,Gilmer,1.0
472,Georgia,G1300070,44.0,13,1250,Glascock,1.0
473,Georgia,G1300090,44.0,13,1270,Glynn,1.0
474,Georgia,G1300110,44.0,13,1290,Gordon,1.0
475,Georgia,G1300130,44.0,13,1310,Grady,1.0
476,Georgia,G1300150,44.0,13,1330,Greene,1.0
477,Georgia,G1300170,44.0,13,1350,Gwinnett,1.0
478,Georgia,G1300190,44.0,13,1370,Habersham,1.0
479,Georgia,G1300210,44.0,13,1390,Hall,1.0
480,Georgia,G1300230,44.0,13,1410,Hancock,1.0
481,Georgia,G1300250,44.0,13,1430,Haralson,1.0
482,Georgia,G1300270,44.0,13,1450,Harris,1.0
483,Georgia,G1300290,44.0,13,1470,Hart,1.0
484,Georgia,G1300310,44.0,13,1490,Heard,1.0
485,Georgia,G1300330,44.0,13,1510,Henry,1.0
486,Georgia,G1300350,44.0,13,1530,Houston,1.0
487,Georgia,G1300370,44.0,13,1550,Irwin,1.0
488,Georgia,G1300390,44.0,13,1570,Jackson,1.0
489,Georgia,G1300395,44.0,13,1590,Jasper,1.0
490,Georgia,G1300430,44.0,13,1610,Jeff Davis,1.0
491,Georgia,G1300450,44.0,13,1630,Jefferson,1.0
492,Georgia,G1300470,44.0,13,1650,Jenkins,1.0
493,Georgia,G1300490,44.0,13,1670,Johnson,1.0
494,Georgia,G1300510,44.0,13,1690,Jones,1.0
495,Georgia,G1300530,44.0,13,1710,Lamar,1.0
496,Georgia,G1300550,44.0,13,1730,Lanier,1.0
497,Georgia,G1300570,44.0,13,1750,Laurens,1.0
498,Georgia,G1300590,44.0,13,1770,Lee,1.0
499,Georgia,G1300610,44.0,13,1790,Liberty,1.0
500,Georgia,G1300630,44.0,13,1810,Lincoln,1.0
501,Georgia,G1300650,44.0,13,1830,Long,1.0
502,Georgia,G1300670,44.0,13,1850,Lowndes,1.0
503,Georgia,G1300690,44.0,13,1870,Lumpkin,1.0
504,Georgia,G1300750,44.0,13,1930,Macon,1.0
505,Georgia,G1300770,44.0,13,1950,Madison,1.0
506,Georgia,G1300790,44.0,13,1970,Marion,1.0
507,Georgia,G1300710,44.0,13,1890,McDuffie,1.0
508,Georgia,G1300730,44.0,13,1910,McIntosh,1.0
509,Georgia,G1300810,44.0,13,1990,Meriwether,1.0
510,Georgia,G1300830,44.0,13,2010,Miller,1.0
511,Georgia,G1300850,44.0,13,2015,Milton,1.0
512,Georgia,G1300870,44.0,13,2050,Mitchell,1.0
513,Georgia,G1300890,44.0,13,2070,Monroe,1.0
514,Georgia,G1300910,44.0,13,2090,Montgomery,1.0
515,Georgia,G1300930,44.0,13,2110,Morgan,1.0
516,Georgia,G1300950,44.0,13,2130,Murray,1.0
517,Georgia,G1300970,44.0,13,2150,Muscogee,1.0
518,Georgia,G1300990,44.0,13,2170,Newton,1.0
519,Georgia,G1301010,44.0,13,2190,Oconee,1.0
520,Georgia,G1301030,44.0,13,2210,Oglethorpe,1.0
521,Georgia,G1301050,44.0,13,2230,Paulding,1.0
522,Georgia,G1301070,44.0,13,2250,Peach,1.0
523,Georgia,G1301090,44.0,13,2270,Pickens,1.0
524,Georgia,G1301110,44.0,13,2290,Pierce,1.0
525,Georgia,G1301130,44.0,13,2310,Pike,1.0
526,Georgia,G1301150,44.0,13,2330,Polk,1.0
527,Georgia,G1301170,44.0,13,2350,Pulaski,1.0
528,Georgia,G1301190,44.0,13,2370,Putnam,1.0
529,Georgia,G1301210,44.0,13,2390,Quitman,1.0
530,Georgia,G1301230,44.0,13,2410,Rabun,1.0
531,Georgia,G1301250,44.0,13,2430,Randolph,1.0
532,Georgia,G1301270,44.0,13,2450,Richmond,1.0
533,Georgia,G1301290,44.0,13,2470,Rockdale,1.0
534,Georgia,G1301310,44.0,13,2490,Schley,1.0
535,Georgia,G1301330,44.0,13,2510,Screven,1.0
536,Georgia,G1301350,44.0,13,2530,Seminole,1.0
537,Georgia,G1301370,44.0,13,2550,Spalding,1.0
538,Georgia,G1301390,44.0,13,2570,Stephens,1.0
539,Georgia,G1301410,44.0,13,2590,Stewart,1.0
540,Georgia,G1301430,44.0,13,2610,Sumter,1.0
541,Georgia,G1301450,44.0,13,2630,Talbot,1.0
542,Georgia,G1301470,44.0,13,2650,Taliaferro,1.0
543,Georgia,G1301490,44.0,13,2670,Tattnall,1.0
544,Georgia,G1301510,44.0,13,2690,Taylor,1.0
545,Georgia,G1301530,44.0,13,2710,Telfair,1.0
546,Georgia,G1301550,44.0,13,2730,Terrell,1.0
547,Georgia,G1301570,44.0,13,2750,Thomas,1.0
548,Georgia,G1301590,44.0,13,2770,Tift,1.0
549,Georgia,G1301610,44.0,13,2790,Toombs,1.0
550,Georgia,G1301630,44.0,13,2810,Towns,1.0
551,Georgia,G1301650,44.0,13,2830,Treutlen,1.0
552,Georgia,G1301670,44.0,13,2850,Troup,1.0
553,Georgia,G1301690,44.0,13,2870,Turner,1.0
554,Georgia,G1301710,44.0,13,2890,Twiggs,1.0
555,Georgia,G1301730,44.0,13,2910,Union,1.0
556,Georgia,G1301750,44.0,13,2930,Upson,1.0
557,Georgia,G1301770,44.0,13,2950,Walker,1.0
558,Georgia,G1301790,44.0,13,2970,Walton,1.0
559,Georgia,G1301810,44.0,13,2990,Ware,1.0
560,Georgia,G1301830,44.0,13,3010,Warren,1.0
561,Georgia,G1301850,44.0,13,3030,Washington,1.0
562,Georgia,G1301870,44.0,13,3050,Wayne,1.0
563,Georgia,G1301890,44.0,13,3070,Webster,1.0
564,Georgia,G1301910,44.0,13,3090,Wheeler,1.0
565,Georgia,G1301930,44.0,13,3110,White,1.0
566,Georgia,G1301950,44.0,13,3130,Whitfield,1.0
567,Georgia,G1301970,44.0,13,3150,Wilcox,1.0
568,Georgia,G1301990,44.0,13,3170,Wilkes,1.0
569,Georgia,G1302010,44.0,13,3190,Wilkinson,1.0
570,Georgia,G1302015,44.0,13,3210,Worth,1.0
571,Hawaii,G1302050,82.0,15,15,Hawaii,1.0
572,Hawaii,G1302070,82.0,15,35,Honolulu,1.0
573,Hawaii,G1302090,,15,5,Kalawao,1.0
574,Hawaii,G1302110,82.0,15,75,Kauai,1.0
575,Hawaii,G1302130,82.0,15,95,Maui,1.0
576,Idaho,G1302150,63.0,16,10,Ada,1.0
577,Idaho,G1302170,63.0,16,30,Adams,1.0
578,Idaho,G1302190,63.0,16,50,Bannock,1.0
579,Idaho,G1302210,63.0,16,70,Bear Lake,1.0
580,Idaho,G1302230,63.0,16,90,Benewah,1.0
581,Idaho,G1302250,63.0,16,110,Bingham,1.0
582,Idaho,G1302270,63.0,16,130,Blaine,1.0
583,Idaho,G1302290,63.0,16,150,Boise,1.0
584,Idaho,G1302310,63.0,16,170,Bonner,1.0
585,Idaho,G1302330,63.0,16,190,Bonneville,1.0
586,Idaho,G1302350,63.0,16,210,Boundary,1.0
587,Idaho,G1302370,63.0,16,230,Butte,1.0
588,Idaho,G1302390,63.0,16,250,Camas,1.0
589,Idaho,G1302410,63.0,16,270,Canyon,1.0
590,Idaho,G1302430,63.0,16,290,Caribou,1.0
591,Idaho,G1302450,63.0,16,310,Cassia,1.0
592,Idaho,G1302470,63.0,16,330,Clark,1.0
593,Idaho,G1302490,63.0,16,350,Clearwater,1.0
594,Idaho,G1302510,63.0,16,370,Custer,1.0
595,Idaho,G1302530,63.0,16,390,Elmore,1.0
596,Idaho,G1302550,63.0,16,410,Franklin,1.0
597,Idaho,G1302570,63.0,16,430,Fremont,1.0
598,Idaho,G1302590,63.0,16,450,Gem,1.0
599,Idaho,G1302610,63.0,16,470,Gooding,1.0
600,Idaho,G1302630,63.0,16,490,Idaho,1.0
601,Idaho,G1302650,63.0,16,510,Jefferson,1.0
602,Idaho,G1302670,63.0,16,530,Jerome,1.0
603,Idaho,G1302690,63.0,16,550,Kootenai,1.0
604,Idaho,G1302710,63.0,16,570,Latah,1.0
605,Idaho,G1302730,63.0,16,590,Lemhi,1.0
606,Idaho,G1302750,63.0,16,610,Lewis,1.0
607,Idaho,G1302770,63.0,16,630,Lincoln,1.0
608,Idaho,G1302790,63.0,16,650,Madison,1.0
609,Idaho,G1302810,63.0,16,670,Minidoka,1.0
610,Idaho,G1302830,63.0,16,690,Nez Perce,1.0
611,Idaho,G1302850,63.0,16,710,Oneida,1.0
612,Idaho,G1302870,63.0,16,730,Owyhee,1.0
613,Idaho,G1302890,63.0,16,750,Payette,1.0
614,Idaho,G1302910,63.0,16,770,Power,1.0
615,Idaho,G1302930,63.0,16,790,Shoshone,1.0
616,Idaho,G1302950,63.0,16,810,Teton,1.0
617,Idaho,G1302970,63.0,16,830,Twin Falls,1.0
618,Idaho,G1302990,63.0,16,850,Valley,1.0
619,Idaho,G1303010,63.0,16,870,Washington,1.0
620,Idaho,G1303030,63.0,16,875,Yellowstone National Park,1.0
621,Illinois,G1303050,21.0,17,10,Adams,0.0
622,Illinois,G1303070,21.0,17,30,Alexander,0.0
623,Illinois,G1303090,21.0,17,50,Bond,0.0
624,Illinois,G1303110,21.0,17,70,Boone,0.0
625,Illinois,G1303130,21.0,17,90,Brown,0.0
626,Illinois,G1303150,21.0,17,110,Bureau,0.0
627,Illinois,G1303170,21.0,17,130,Calhoun,0.0
628,Illinois,G1303190,21.0,17,150,Carroll,0.0
629,Illinois,G1303210,21.0,17,170,Cass,0.0
630,Illinois,G1550015,21.0,17,190,Champaign,0.0
631,Illinois,G1550035,21.0,17,210,Christian,0.0
632,Illinois,G1500050,21.0,17,230,Clark,0.0
633,Illinois,G1550075,21.0,17,250,Clay,0.0
634,Illinois,G1550095,21.0,17,270,Clinton,0.0
635,Illinois,G1600010,21.0,17,290,Coles,0.0
636,Illinois,G1600030,21.0,17,310,Cook,0.0
637,Illinois,G1600050,21.0,17,330,Crawford,0.0
638,Illinois,G1600070,21.0,17,350,Cumberland,0.0
639,Illinois,G1600110,21.0,17,390,De Witt,0.0
640,Illinois,G1600090,21.0,17,370,DeKalb,0.0
641,Illinois,G1600130,21.0,17,410,Douglas,0.0
642,Illinois,G1600150,21.0,17,430,Dupage,0.0
643,Illinois,G1600170,21.0,17,450,Edgar,0.0
644,Illinois,G1600190,21.0,17,470,Edwards,0.0
645,Illinois,G1600210,21.0,17,490,Effingham,0.0
646,Illinois,G1600230,21.0,17,510,Fayette,0.0
647,Illinois,G1600250,21.0,17,530,Ford,0.0
648,Illinois,G1600270,21.0,17,550,Franklin,0.0
649,Illinois,G1600290,21.0,17,570,Fulton,0.0
650,Illinois,G1600310,21.0,17,590,Gallatin,0.0
651,Illinois,G1600330,21.0,17,610,Greene,0.0
652,Illinois,G1600350,21.0,17,630,Grundy,0.0
653,Illinois,G1600370,21.0,17,650,Hamilton,0.0
654,Illinois,G1600390,21.0,17,670,Hancock,0.0
655,Illinois,G1600410,21.0,17,690,Hardin,0.0
656,Illinois,G1600430,21.0,17,710,Henderson,0.0
657,Illinois,G1600450,21.0,17,730,Henry,0.0
658,Illinois,G1600470,21.0,17,750,Iroquois,0.0
659,Illinois,G1600490,21.0,17,770,Jackson,0.0
660,Illinois,G1600510,21.0,17,790,Jasper,0.0
661,Illinois,G1600530,21.0,17,810,Jefferson,0.0
662,Illinois,G1600550,21.0,17,830,Jersey,0.0
663,Illinois,G1600570,21.0,17,850,Jo Daviess,0.0
664,Illinois,G1600590,21.0,17,870,Johnson,0.0
665,Illinois,G1600610,21.0,17,890,Kane,0.0
666,Illinois,G1600630,21.0,17,910,Kankakee,0.0
667,Illinois,G1600650,21.0,17,930,Kendall,0.0
668,Illinois,G1600670,21.0,17,950,Knox,0.0
669,Illinois,G1600710,21.0,17,990,La Salle,0.0
670,Illinois,G1600690,21.0,17,970,Lake,0.0
671,Illinois,G1600730,21.0,17,1010,Lawrence,0.0
672,Illinois,G1600750,21.0,17,1030,Lee,0.0
673,Illinois,G1600770,21.0,17,1050,Livingston,0.0
674,Illinois,G1600790,21.0,17,1070,Logan,0.0
675,Illinois,G1600870,21.0,17,1150,Macon,0.0
676,Illinois,G1600875,21.0,17,1170,Macoupin,0.0
677,Illinois,G1700010,21.0,17,1190,Madison,0.0
678,Illinois,G1700030,21.0,17,1210,Marion,0.0
679,Illinois,G1700050,21.0,17,1230,Marshall,0.0
680,Illinois,G1700070,21.0,17,1250,Mason,0.0
681,Illinois,G1700090,21.0,17,1270,Massac,0.0
682,Illinois,G1600810,21.0,17,1090,McDonough,0.0
683,Illinois,G1600830,21.0,17,1110,McHenry,0.0
684,Illinois,G1600850,21.0,17,1130,McLean,0.0
685,Illinois,G1700110,21.0,17,1290,Menard,0.0
686,Illinois,G1700130,21.0,17,1310,Mercer,0.0
687,Illinois,G1700150,21.0,17,1330,Monroe,0.0
688,Illinois,G1700170,21.0,17,1350,Montgomery,0.0
689,Illinois,G1700190,21.0,17,1370,Morgan,0.0
690,Illinois,G1700210,21.0,17,1390,Moultrie,0.0
691,Illinois,G1700230,21.0,17,1410,Ogle,0.0
692,Illinois,G1700250,21.0,17,1430,Peoria,0.0
693,Illinois,G1700270,21.0,17,1450,Perry,0.0
694,Illinois,G1700290,21.0,17,1470,Piatt,0.0
695,Illinois,G1700310,21.0,17,1490,Pike,0.0
696,Illinois,G1700330,21.0,17,1510,Pope,0.0
697,Illinois,G1700350,21.0,17,1530,Pulaski,0.0
698,Illinois,G1700370,21.0,17,1550,Putnam,0.0
699,Illinois,G1700390,21.0,17,1570,Randolph,0.0
700,Illinois,G1700410,21.0,17,1590,Richland,0.0
701,Illinois,G1700430,21.0,17,1610,Rock Island,0.0
702,Illinois,G1700470,21.0,17,1650,Saline,0.0
703,Illinois,G1700490,21.0,17,1670,Sangamon,0.0
704,Illinois,G1700510,21.0,17,1690,Schuyler,0.0
705,Illinois,G1700530,21.0,17,1710,Scott,0.0
706,Illinois,G1700550,21.0,17,1730,Shelby,0.0
707,Illinois,G1700450,21.0,17,1630,St Clair,0.0
708,Illinois,G1700570,21.0,17,1750,Stark,0.0
709,Illinois,G1700590,21.0,17,1770,Stephenson,0.0
710,Illinois,G1700610,21.0,17,1790,Tazewell,0.0
711,Illinois,G1700630,21.0,17,1810,Union,0.0
712,Illinois,G1700650,21.0,17,1830,Vermilion,0.0
713,Illinois,G1700670,21.0,17,1850,Wabash,0.0
714,Illinois,G1700690,21.0,17,1870,Warren,0.0
715,Illinois,G1700710,21.0,17,1890,Washington,0.0
716,Illinois,G1700730,21.0,17,1910,Wayne,0.0
717,Illinois,G1700750,21.0,17,1930,White,0.0
718,Illinois,G1700770,21.0,17,1950,Whiteside,0.0
719,Illinois,G1700790,21.0,17,1970,Will,0.0
720,Illinois,G1700810,21.0,17,1990,Williamson,0.0
721,Illinois,G1700830,21.0,17,2010,Winnebago,0.0
722,Illinois,G1700850,21.0,17,2030,Woodford,0.0
723,Indiana,G1700870,22.0,18,10,Adams,1.0
724,Indiana,G1700890,22.0,18,30,Allen,1.0
725,Indiana,G1700910,22.0,18,50,Bartholomew,1.0
726,Indiana,G1700930,22.0,18,70,Benton,1.0
727,Indiana,G1700950,22.0,18,90,Blackford,1.0
728,Indiana,G1700970,22.0,18,110,Boone,1.0
729,Indiana,G1700990,22.0,18,130,Brown,1.0
730,Indiana,G1701010,22.0,18,150,Carroll,1.0
731,Indiana,G1701030,22.0,18,170,Cass,1.0
732,Indiana,G1701050,22.0,18,190,Clark,1.0
733,Indiana,G1701070,22.0,18,210,Clay,1.0
734,Indiana,G1701090,22.0,18,230,Clinton,1.0
735,Indiana,G1701110,22.0,18,250,Crawford,1.0
736,Indiana,G1701130,22.0,18,270,Daviess,1.0
737,Indiana,G1701150,22.0,18,290,Dearborn,1.0
738,Indiana,G1701170,22.0,18,310,Decatur,1.0
739,Indiana,G1701190,22.0,18,330,DeKalb,1.0
740,Indiana,G1701210,22.0,18,350,Delaware,1.0
741,Indiana,G1701230,22.0,18,370,Dubois,1.0
742,Indiana,G1701250,22.0,18,390,Elkhart,1.0
743,Indiana,G1701270,22.0,18,410,Fayette,1.0
744,Indiana,G1701290,22.0,18,430,Floyd,1.0
745,Indiana,G1701310,22.0,18,450,Fountain,1.0
746,Indiana,G1701330,22.0,18,470,Franklin,1.0
747,Indiana,G1701350,22.0,18,490,Fulton,1.0
748,Indiana,G1701370,22.0,18,510,Gibson,1.0
749,Indiana,G1701390,22.0,18,530,Grant,1.0
750,Indiana,G1701410,22.0,18,550,Greene,1.0
751,Indiana,G1701430,22.0,18,570,Hamilton,1.0
752,Indiana,G1701450,22.0,18,590,Hancock,1.0
753,Indiana,G1701470,22.0,18,610,Harrison,1.0
754,Indiana,G1701490,22.0,18,630,Hendricks,1.0
755,Indiana,G1701510,22.0,18,650,Henry,1.0
756,Indiana,G1701530,22.0,18,670,Howard,1.0
757,Indiana,G1701550,22.0,18,690,Huntington,1.0
758,Indiana,G1701570,22.0,18,710,Jackson,1.0
759,Indiana,G1701590,22.0,18,730,Jasper,1.0
760,Indiana,G1701610,22.0,18,750,Jay,1.0
761,Indiana,G1701630,22.0,18,770,Jefferson,1.0
762,Indiana,G1701650,22.0,18,790,Jennings,1.0
763,Indiana,G1701670,22.0,18,810,Johnson,1.0
764,Indiana,G1701690,22.0,18,830,Knox,1.0
765,Indiana,G1701710,22.0,18,850,Kosciusko,1.0
766,Indiana,G1701730,22.0,18,870,Lagrange,1.0
767,Indiana,G1701750,22.0,18,890,Lake,1.0
768,Indiana,G1701770,22.0,18,910,LaPorte,1.0
769,Indiana,G1701790,22.0,18,930,Lawrence,1.0
770,Indiana,G1701810,22.0,18,950,Madison,1.0
771,Indiana,G1701830,22.0,18,970,Marion,1.0
772,Indiana,G1701850,22.0,18,990,Marshall,1.0
773,Indiana,G1701870,22.0,18,1010,Martin,1.0
774,Indiana,G1701890,22.0,18,1030,Miami,1.0
775,Indiana,G1701910,22.0,18,1050,Monroe,1.0
776,Indiana,G1701930,22.0,18,1070,Montgomery,1.0
777,Indiana,G1701950,22.0,18,1090,Morgan,1.0
778,Indiana,G1701970,22.0,18,1110,Newton,1.0
779,Indiana,G1701990,22.0,18,1130,Noble,1.0
780,Indiana,G1702010,22.0,18,1150,Ohio,1.0
781,Indiana,G1702030,22.0,18,1170,Orange,1.0
782,Indiana,G1800010,22.0,18,1190,Owen,1.0
783,Indiana,G1800030,22.0,18,1210,Parke,1.0
784,Indiana,G1800050,22.0,18,1230,Perry,1.0
785,Indiana,G1800070,22.0,18,1250,Pike,1.0
786,Indiana,G1800090,22.0,18,1270,Porter,1.0
787,Indiana,G1800110,22.0,18,1290,Posey,1.0
788,Indiana,G1800130,22.0,18,1310,Pulaski,1.0
789,Indiana,G1800150,22.0,18,1330,Putnam,1.0
790,Indiana,G1800170,22.0,18,1350,Randolph,1.0
791,Indiana,G1800190,22.0,18,1370,Ripley,1.0
792,Indiana,G1800210,22.0,18,1390,Rush,1.0
793,Indiana,G1800250,22.0,18,1430,Scott,1.0
794,Indiana,G1800270,22.0,18,1450,Shelby,1.0
795,Indiana,G1800290,22.0,18,1470,Spencer,1.0
796,Indiana,G1800230,22.0,18,1410,St Joseph,1.0
797,Indiana,G1800310,22.0,18,1490,Starke,1.0
798,Indiana,G1800330,22.0,18,1510,Steuben,1.0
799,Indiana,G1800350,22.0,18,1530,Sullivan,1.0
800,Indiana,G1800370,22.0,18,1550,Switzerland,1.0
801,Indiana,G1800390,22.0,18,1570,Tippecanoe,1.0
802,Indiana,G1800410,22.0,18,1590,Tipton,1.0
803,Indiana,G1800430,22.0,18,1610,Union,1.0
804,Indiana,G1800450,22.0,18,1630,Vanderburgh,1.0
805,Indiana,G1800470,22.0,18,1650,Vermillion,1.0
806,Indiana,G1800490,22.0,18,1670,Vigo,1.0
807,Indiana,G1800510,22.0,18,1690,Wabash,1.0
808,Indiana,G1800530,22.0,18,1710,Warren,1.0
809,Indiana,G1800550,22.0,18,1730,Warrick,1.0
810,Indiana,G1800570,22.0,18,1750,Washington,1.0
811,Indiana,G1800590,22.0,18,1770,Wayne,1.0
812,Indiana,G1800610,22.0,18,1790,Wells,1.0
813,Indiana,G1800630,22.0,18,1810,White,1.0
814,Indiana,G1800650,22.0,18,1830,Whitley,1.0
815,Iowa,G1800670,31.0,19,10,Adair,1.0
816,Iowa,G1800690,31.0,19,30,Adams,1.0
817,Iowa,G1800710,31.0,19,50,Allamakee,1.0
818,Iowa,G1800730,31.0,19,70,Appanoose,1.0
819,Iowa,G1800750,31.0,19,90,Audubon,1.0
820,Iowa,G1800770,31.0,19,110,Benton,1.0
821,Iowa,G1800790,31.0,19,130,Black Hawk,1.0
822,Iowa,G1800810,31.0,19,150,Boone,1.0
823,Iowa,G1800830,31.0,19,170,Bremer,1.0
824,Iowa,G1800850,31.0,19,190,Buchanan,1.0
825,Iowa,G1800870,31.0,19,210,Buena Vista,1.0
826,Iowa,G1800890,31.0,19,230,Butler,1.0
827,Iowa,G1800910,31.0,19,250,Calhoun,1.0
828,Iowa,G1800930,31.0,19,270,Carroll,1.0
829,Iowa,G1800950,31.0,19,290,Cass,1.0
830,Iowa,G1800970,31.0,19,310,Cedar,1.0
831,Iowa,G1800990,31.0,19,330,Cerro Gordo,1.0
832,Iowa,G1801010,31.0,19,350,Cherokee,1.0
833,Iowa,G1801030,31.0,19,370,Chickasaw,1.0
834,Iowa,G1801050,31.0,19,390,Clarke,1.0
835,Iowa,G1801070,31.0,19,410,Clay,1.0
836,Iowa,G1801090,31.0,19,430,Clayton,1.0
837,Iowa,G1801110,31.0,19,450,Clinton,1.0
838,Iowa,G1801130,31.0,19,470,Crawford,1.0
839,Iowa,G1801150,31.0,19,490,Dallas,1.0
840,Iowa,G1801170,31.0,19,510,Davis,1.0
841,Iowa,G1801190,31.0,19,530,Decatur,1.0
842,Iowa,G1801210,31.0,19,550,Delaware,1.0
843,Iowa,G1801230,31.0,19,570,Des Moines,1.0
844,Iowa,G1801250,31.0,19,590,Dickinson,1.0
845,Iowa,G1801270,31.0,19,610,Dubuque,1.0
846,Iowa,G1801290,31.0,19,630,Emmet,1.0
847,Iowa,G1801310,31.0,19,650,Fayette,1.0
848,Iowa,G1801330,31.0,19,670,Floyd,1.0
849,Iowa,G1801350,31.0,19,690,Franklin,1.0
850,Iowa,G1801370,31.0,19,710,Fremont,1.0
851,Iowa,G1801390,31.0,19,730,Greene,1.0
852,Iowa,G1801410,31.0,19,750,Grundy,1.0
853,Iowa,G1801430,31.0,19,770,Guthrie,1.0
854,Iowa,G1801450,31.0,19,790,Hamilton,1.0
855,Iowa,G1801470,31.0,19,810,Hancock,1.0
856,Iowa,G1801490,31.0,19,830,Hardin,1.0
857,Iowa,G1801510,31.0,19,850,Harrison,1.0
858,Iowa,G1801530,31.0,19,870,Henry,1.0
859,Iowa,G1801550,31.0,19,890,Howard,1.0
860,Iowa,G1801570,31.0,19,910,Humboldt,1.0
861,Iowa,G1801590,31.0,19,930,Ida,1.0
862,Iowa,G1801610,31.0,19,950,Iowa,1.0
863,Iowa,G1801630,31.0,19,970,Jackson,1.0
864,Iowa,G1801650,31.0,19,990,Jasper,1.0
865,Iowa,G1801670,31.0,19,1010,Jefferson,1.0
866,Iowa,G1801690,31.0,19,1030,Johnson,1.0
867,Iowa,G1801710,31.0,19,1050,Jones,1.0
868,Iowa,G1801730,31.0,19,1070,Keokuk,1.0
869,Iowa,G1801750,31.0,19,1090,Kossuth,1.0
870,Iowa,G1801770,31.0,19,1110,Lee,1.0
871,Iowa,G1801790,31.0,19,1130,Linn,1.0
872,Iowa,G1801810,31.0,19,1150,Louisa,1.0
873,Iowa,G1801830,31.0,19,1170,Lucas,1.0
874,Iowa,G1900010,31.0,19,1190,Lyon,1.0
875,Iowa,G1900030,31.0,19,1210,Madison,1.0
876,Iowa,G1900050,31.0,19,1230,Mahaska,1.0
877,Iowa,G1900070,31.0,19,1250,Marion,1.0
878,Iowa,G1900090,31.0,19,1270,Marshall,1.0
879,Iowa,G1900110,31.0,19,1290,Mills,1.0
880,Iowa,G1900130,31.0,19,1310,Mitchell,1.0
881,Iowa,G1900150,31.0,19,1330,Monona,1.0
882,Iowa,G1900170,31.0,19,1350,Monroe,1.0
883,Iowa,G1900190,31.0,19,1370,Montgomery,1.0
884,Iowa,G1900210,31.0,19,1390,Muscatine,1.0
885,Iowa,G1900230,31.0,19,1410,O Brien,1.0
886,Iowa,G1900250,31.0,19,1430,Osceola,1.0
887,Iowa,G1900270,31.0,19,1450,Page,1.0
888,Iowa,G1900290,31.0,19,1470,Palo Alto,1.0
889,Iowa,G1900310,31.0,19,1490,Plymouth,1.0
890,Iowa,G1900330,31.0,19,1510,Pocahontas,1.0
891,Iowa,G1900350,31.0,19,1530,Polk,1.0
892,Iowa,G1900370,31.0,19,1550,Pottawattamie,1.0
893,Iowa,G1900390,31.0,19,1570,Poweshiek,1.0
894,Iowa,G1900410,31.0,19,1590,Ringgold,1.0
895,Iowa,G1900430,31.0,19,1610,Sac,1.0
896,Iowa,G1900450,31.0,19,1630,Scott,1.0
897,Iowa,G1900470,31.0,19,1650,Shelby,1.0
898,Iowa,G1900490,31.0,19,1670,Sioux,1.0
899,Iowa,G1900510,31.0,19,1690,Story,1.0
900,Iowa,G1900530,31.0,19,1710,Tama,1.0
901,Iowa,G1900550,31.0,19,1730,Taylor,1.0
902,Iowa,G1900570,31.0,19,1750,Union,1.0
903,Iowa,G1900590,31.0,19,1770,Van Buren,1.0
904,Iowa,G1900610,31.0,19,1790,Wapello,1.0
905,Iowa,G1900630,31.0,19,1810,Warren,1.0
906,Iowa,G1900650,31.0,19,1830,Washington,1.0
907,Iowa,G1900670,31.0,19,1850,Wayne,1.0
908,Iowa,G1900690,31.0,19,1870,Webster,1.0
909,Iowa,G1900710,31.0,19,1890,Winnebago,1.0
910,Iowa,G1900730,31.0,19,1910,Winneshiek,1.0
911,Iowa,G1900750,31.0,19,1930,Woodbury,1.0
912,Iowa,G1900770,31.0,19,1950,Worth,1.0
913,Iowa,G1900790,31.0,19,1970,Wright,1.0
914,Kansas,G1900810,32.0,20,10,Allen,1.0
915,Kansas,G1900830,32.0,20,30,Anderson,1.0
916,Kansas,G1900850,32.0,20,50,Atchison,1.0
917,Kansas,G1900870,32.0,20,70,Barber,1.0
918,Kansas,G1900890,32.0,20,90,Barton,1.0
919,Kansas,G1900910,32.0,20,110,Bourbon,1.0
920,Kansas,G1900930,32.0,20,130,Brown,1.0
921,Kansas,G1900950,32.0,20,150,Butler,1.0
922,Kansas,G1900970,32.0,20,170,Chase,1.0
923,Kansas,G1900990,32.0,20,190,Chautauqua,1.0
924,Kansas,G1901010,32.0,20,210,Cherokee,1.0
925,Kansas,G1901030,32.0,20,230,Cheyenne,1.0
926,Kansas,G1901050,32.0,20,250,Clark,1.0
927,Kansas,G1901070,32.0,20,270,Clay,1.0
928,Kansas,G1901090,32.0,20,290,Cloud,1.0
929,Kansas,G1901110,32.0,20,310,Coffey,1.0
930,Kansas,G1901130,32.0,20,330,Comanche,1.0
931,Kansas,G1901150,32.0,20,350,Cowley,1.0
932,Kansas,G1901170,32.0,20,370,Crawford,1.0
933,Kansas,G1901190,32.0,20,390,Decatur,1.0
934,Kansas,G1901210,32.0,20,410,Dickinson,1.0
935,Kansas,G1901230,32.0,20,430,Doniphan,1.0
936,Kansas,G1901250,32.0,20,450,Douglas,1.0
937,Kansas,G1901270,32.0,20,470,Edwards,1.0
938,Kansas,G1901290,32.0,20,490,Elk,1.0
939,Kansas,G1901310,32.0,20,510,Ellis,1.0
940,Kansas,G1901330,32.0,20,530,Ellsworth,1.0
941,Kansas,G1901350,32.0,20,550,Finney,1.0
